f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,class
322.789,322.85,322.941,323.492,325.496,329.831,337.392,347.916,359.751,371.264,381.326,389.972,398.047,404.977,410.931,412.967,412.446,411.123,410.354,410.548,412.041,413.94,414.664,414.42,414.147,413.224,411.103,406.416,403.856,403.951,405.157,406.074,406.356,409.14,412.947,418.124,424.411,437.173,459.197,487.342,522.286,563.715,604.238,643.621,679.176,709.747,738.034,763.545,785.366,802.996,815.937,826.471,835.4,842.474,849.016,855.177,861.019,866.622,871.143,874.117,876.107,877.237,877.922,878.39,879.291,879.921,880.525,880.783,881.343,881.774,881.737,881.631,880.962,878.941,875.153,868.583,857.998,844.271,826.504,805.514,781.779,755.56,727.912,699.149,670.335,642.105,613.561,585.521,558.501,531.296,507.601,486.602,469.53,457.541,448.62,441.799,437.234,434.308,431.92,429.503,428.613,429.288,427.807,425.047,423.117,421.506,419.767,419.301,417.357,413.104,407.967,404.174,398.379,394.27,390.585,386.541,382.86,378.568,373.605,371.982,364.919,357.092,347.136,332.72,320.564,309.229,300.162,295.428,293.852,294.417,297.171,301.484,306.451,311.111,315.211,319.138,322.482,325.242,327.402,328.841,329.631,330.118,330.396,330.374,330.252,330.156,330.245,330.514,331.001,331.584,1
315.772,319.384,322.593,324.773,326.132,326.732,327.454,327.285,327.266,326.947,326.805,326.735,326.878,327.808,329.271,331.798,336.285,343.556,354.192,367.502,380.224,390.734,398.047,402.261,404.068,403.406,400.64,396.189,391.637,391.167,392.823,394.265,396.861,396.639,394.86,392.729,391.726,392.653,393.198,395.091,398.243,403.697,415.283,431.231,454.341,484.801,520.525,560.36,602.485,643.527,681.293,715.09,746.585,772.536,796.008,814.887,829.498,840.971,850.012,857.382,862.541,866.585,870.028,872.611,874.451,875.552,875.848,876.293,876.437,876.67,876.737,876.721,876.785,876.738,876.401,876.099,875.824,875.605,875.523,875.689,875.677,875.803,876.013,876.149,876.078,876.033,876.055,875.746,874.86,872.477,868.337,860.842,849.326,833.803,814.721,791.193,764.652,733.256,699.409,664.61,630.514,597.815,566.572,536.394,509.818,485.216,464.641,449.419,436.319,425.643,417.254,411.232,407.434,405.149,404.407,404.873,405.599,406.294,407.153,407.988,407.384,404.525,400.877,398.213,395.802,392.882,390.888,388.924,387.092,384.417,381.584,378.357,374.451,369.11,362.279,353.443,343.08,333.201,326.122,323.342,324.392,329.143,335.483,341.691,346.68,349.994,351.77,352.979,353.797,354.601,1
334.066,335.482,336.859,338.659,341.045,345.767,353.22,364.721,378.477,393.947,407.394,416.723,421.317,422.663,421.29,418.507,414.875,412.853,412.751,412.684,412.104,412.3,412.803,413.128,412.501,411.31,412.269,413.775,416.176,421.791,429.266,439.151,453.659,472.085,494.615,521.864,552.931,587.419,623.132,657.62,688.415,715.745,740.822,761.722,779.848,795.61,809.003,819.549,828.979,837.638,846.282,854.469,861.627,866.709,870.384,873.604,875.333,876.429,877.061,877.287,877.539,877.659,877.908,878.454,878.7,879.104,879.034,879.224,879.456,879.319,879.53,879.575,879.489,879.471,878.905,877.144,874.55,869.885,863.137,854.368,843.643,831.288,816.95,800.562,782.695,763.27,742.418,721.582,700.321,678.341,656.218,634.238,612.339,589.679,567.212,544.033,520.985,499.68,480.849,465.103,452.112,442.308,435.27,428.745,423.63,419.418,416.046,413.331,412.417,412.095,412.066,413.272,414.972,414.54,413.713,413.631,413.252,411.53,408.792,405.423,401.298,398.519,395.71,392.069,388.297,385.87,384.526,382.765,380.267,377.275,373.39,368.068,360.565,351.389,340.189,331.384,327.417,328.447,332.364,336.819,340.295,342.774,344.301,345.441,346.035,346.203,346.21,345.919,345.465,344.844,1
258.796,258.68,258.567,258.584,258.632,258.571,258.537,258.194,258.246,258.216,258.113,257.815,257.932,257.855,257.552,257.867,259.135,262.301,267.409,273.764,279.776,284.135,287.197,289.063,289.662,289.168,290.533,292.285,292.678,293.544,294.655,295.813,296.126,297.098,299.416,303.669,311.582,322.311,335.092,352.229,368.348,384.737,401.128,415.134,428.845,440.246,451.477,459.969,465.224,470.427,473.324,474.64,475.413,476.047,476.457,476.736,476.772,476.782,477.17,476.789,477.259,477.539,477.54,477.446,477.18,477.388,476.951,476.632,476.781,476.735,476.512,476.165,476.084,475.933,476.304,475.996,476.055,476.563,476.8,476.483,476.547,476.739,476.698,476.862,476.87,476.671,476.601,476.198,475.042,473.924,470.98,466.186,460.042,451.994,442.933,429.821,416.296,403.504,389.753,376.799,364.898,347.466,335.626,324.372,314.548,303.304,299.397,294.188,290.059,289.139,288.447,287.853,287.695,287.445,287.682,286.468,285.102,284.823,284.484,283.445,282.517,280.736,278.732,277.049,270.921,265.637,261.183,255.505,252.023,251.466,251.998,252.741,253.52,254.408,256.029,256.824,257.508,258.045,258.514,258.528,258.465,259.009,259.102,259.387,259.32,259.062,259.177,259.373,259.403,259.274,1
256.433,256.517,256.456,256.438,256.323,256.341,256.399,256.411,256.447,256.477,256.438,256.531,256.524,256.643,256.833,256.945,257.349,257.521,257.918,258.105,258.06,258.08,258.112,258.142,258.232,258.221,258.382,258.684,259.765,262.197,266.622,270.508,272.722,273.49,273.451,272.384,271.429,272.4,273.152,275.853,278.174,280.639,284.28,290.775,300.855,309.331,324.148,349.552,372.433,393.935,416.824,437.956,456.901,474.778,490.699,501.796,507.186,509.939,510.207,511.29,510.426,511.107,511.081,511.251,510.612,510.785,510.634,510.281,508.961,509.182,507.789,507.44,507.416,506.878,506.382,506.285,504.482,503.042,498.435,491.819,482.874,470.954,458.447,444.791,429.448,414.058,398.922,383.329,367.401,353.867,342.423,330.161,319.152,309.971,303.125,296.956,291.836,288.466,286.474,284.88,283.651,283.375,283.734,284.21,283.97,284.451,284.527,284.931,285.551,285.907,286.493,286.083,285.187,283.772,280.409,275.893,271.643,267.48,265.373,264.908,264.714,264.728,264.451,263.877,263.147,262.719,262.802,263.054,263.466,263.374,263.457,263.308,263.194,263.067,263.066,262.961,262.934,262.919,263.232,263.299,263.513,263.592,263.683,263.892,263.928,263.952,263.856,263.951,264.054,264.048,1
244.604,244.175,244.011,244.191,244.624,245.481,246.921,248.977,250.785,252.855,254.51,255.621,256.472,256.804,257.222,257.468,257.717,257.814,257.711,257.656,257.488,257.293,257.124,257.088,257.157,256.984,257.255,257.599,258.726,259.052,258.887,258.002,255.38,252.151,250.15,249.527,251.324,253.603,255.835,257.689,258.24,259.255,260.575,261.951,263.205,264.815,267.489,272.099,280.469,292.175,306.927,324.365,342.615,360.844,379.797,402.154,425.861,447.905,466.568,479.637,486.599,488.869,490.293,491.709,492.999,494.059,494.935,495.401,494.989,492.758,487.661,478.974,466.886,450.134,431.72,411.242,390.128,368.518,349.779,331.491,312.688,295.367,281.019,271.458,264.373,259.771,257.002,255.042,254.516,253.412,252.314,252.186,251.697,251.752,251.809,252.755,253.478,253.959,253.846,253.588,252.672,251.066,249.52,246.244,242.712,239.615,235.883,232.971,230.595,228.923,228.038,228.344,228.918,230.134,231.853,233.299,234.023,234.438,234.94,235.766,236.727,237.909,239.013,239.96,240.846,241.163,241.257,241.336,241.508,241.179,240.307,239.522,238.464,237.921,237.109,236.996,236.754,236.869,237.107,237.908,238.817,239.575,240.559,242.079,243.604,244.839,246.869,249.426,251.772,254.751,1
377.201,377.806,378.609,379.381,380.366,381.061,381.971,382.59,383.338,383.683,384.332,384.628,385.353,386.751,389.581,395.093,402.47,410.783,418.345,424.425,429.878,434.002,435.325,434.722,431.766,427.962,424.387,424.239,425.479,425.497,421.352,415.714,411.22,411.086,412.236,414.042,421.031,430.894,444.13,464.909,494.975,532.171,574.494,618.487,662.206,702.457,737.702,769.266,796.693,818.509,836.807,850.392,859.789,866.85,871.87,876.429,880.366,884.324,886.619,889.149,891.471,892.809,893.59,894.026,894.159,894.593,894.705,894.701,894.543,894.479,894.226,894.265,894.25,894.523,894.375,894.511,894.435,894.505,894.579,894.614,894.621,894.713,894.914,895.02,895.023,894.963,894.448,893.774,891.522,887.852,880.491,869.478,853.471,831.584,805.212,776.042,744.137,710.944,677.212,641.885,606.986,574.613,544.222,516.781,494.233,475.486,461.045,449.673,440.392,432.924,428.326,426.307,426.015,425.525,426.294,427.959,428.941,429.669,429.89,428.583,425.918,423.94,422.031,419.942,418.046,414.51,409.781,404.163,398.846,393.934,390.288,388.114,384.865,378.956,370.877,361.579,352.901,345.977,340.615,337.418,337.135,339.635,344.383,349.861,354.592,358.155,360.408,361.57,362.621,363.791,1
362.267,362.971,363.738,364.359,365.227,366.04,367.467,370.915,378.447,388.972,400.95,412.207,420.542,424.72,426.22,425.367,423.227,419.967,416.107,413.319,412.023,411.299,409.542,406.898,404.708,406.457,410.152,411.249,408.977,406.777,406.214,407.344,411.771,422.366,435.842,452.151,472.855,497.46,527.406,561.554,596.858,633.658,669.689,704.462,737.43,768.023,794.202,815.694,832.233,844.651,854.88,862.892,869.493,869.497,879.597,882.213,883.599,884.103,884.069,883.693,883.137,882.686,881.948,881.752,881.343,881.23,881.105,881.108,881.084,880.971,880.766,880.475,880.212,878.951,876.543,872.106,865.642,856.3,844.555,829.302,811.09,790.515,767.853,743.958,719.852,695.018,669.23,641.514,613.172,584.836,557.762,530.458,507.221,486.082,469.369,456.21,445.41,437.037,430.759,425.952,422.034,418.655,416.294,415.391,417.147,419.368,419.435,419.518,418.778,416.214,412.612,408.226,404.42,401.397,397.236,392.483,387.768,384.014,382.156,380.617,380.296,377.362,371.984,365.12,355.834,345.181,335.804,329.188,326.766,327.758,330.106,333.532,336.388,338.897,340.194,340.514,340.64,340.798,340.791,340.909,341.041,341.679,342.582,344.1,345.43,347.131,348.575,348.565,351.714,352.905,1
828.112,828.024,827.931,827.934,827.939,828.134,828.36,828.529,828.73,828.917,829.024,828.9,828.304,828.075,830.119,835.436,847.548,866.02,888.381,910.236,928.095,939.638,944.833,944.508,939.95,933.062,925.488,920.815,919.879,921.146,925.067,928.196,927.81,927.123,927.851,930.358,895.826,894.765,893.673,891.323,888.844,885.655,882.274,1195.04,1226.63,1253.51,1280.44,1301.03,1317.11,1330.25,1341.35,1350.93,1357.3,1359.8,1360.34,1360.1,1359.49,1359.41,1359.87,1360,1360.25,1360.27,1360.29,1360.28,1360.47,1360.43,1360.47,1360.49,1360.75,1361.21,1361.5,1361.8,1361.28,1359.9,1354.49,1342.38,1322.22,1294.89,1260.87,1224,1186.65,1146.46,1108.12,1070.48,1035.41,1004.95,983.257,968.392,957.026,949.17,943.873,939.574,936.993,934.985,933.599,936.555,940.77,945.375,947.137,949.833,952.877,957.943,965.667,973.536,979.343,981.012,975.712,963.926,946.468,925.6,902.524,878.58,856.785,838.318,826.418,821.777,821.737,823.013,822.962,823.012,822.702,822.111,822.148,822.276,822.614,822.944,823.309,823.76,824.49,825.11,825.622,826.149,826.915,827.573,827.983,828.359,828.631,829.006,829.335,829.733,830.212,830.853,831.399,831.678,831.807,831.844,831.828,831.709,831.538,831.356,1
310.2,310.683,311.325,311.844,312.453,313.007,313.632,314.828,316.917,321.71,330.587,343.396,358.317,373.019,385.328,393.831,398.972,400.624,399.704,397.731,395.413,395.435,397.661,399.459,399.377,397.05,394.533,393.692,393.778,393.395,392.871,393.84,397.881,405.633,416.499,434.235,459.673,491.508,528.247,568.465,609.366,647.525,682.214,712.338,740.701,765.25,785.985,803.561,817.966,829.299,838.132,845.931,853.017,859.279,864.396,867.931,870.122,871.19,871.641,871.449,871.2,871.573,871.805,872.286,872.681,873.176,873.359,873.656,873.64,873.792,873.853,873.957,873.871,873.779,873.541,873.192,871.843,869.532,865.636,860.099,852.073,840.798,827.062,811.03,790.209,766.722,740.446,711.845,682.099,651.563,619.367,586.334,553.791,522.096,495.821,473.332,455.159,440.255,427.987,418.69,410.666,403.815,398.05,394.52,392.855,391.815,392.988,395.601,397.773,398.576,399.358,400.416,400.761,400.283,400.713,402.297,404.092,404.463,402.808,401.087,398.756,395.304,392.708,389.336,384.894,380.173,375.763,372.771,370.136,368.504,366.73,364.366,360.458,354.776,346.908,337.876,328.665,320.848,315.386,312.952,313.103,315.336,318.194,320.794,322.607,324.074,325.447,327.118,328.439,329.719,1
329.568,331.363,334.375,339.779,349.031,360.954,374.879,386.439,394.176,399.661,401.074,401.527,402.549,407.395,411.322,412.49,412.189,410.875,408.377,408.034,409.067,410.192,410.86,412.101,415.115,419.899,425.948,432.591,445.12,462.044,485.073,512.616,543.751,578.76,614.601,650.052,682.063,710.156,736.526,760.071,781.963,800.081,815.388,828.331,839.761,849.205,857.164,864.244,870.487,875.843,880.389,884.058,885.851,887.332,888.079,888.525,888.875,889.086,888.608,888.126,887.61,886.132,883.995,880.666,875.364,867.128,856.406,842.88,827.144,809.501,791.076,772.25,753.712,734.655,715.84,696.939,677.365,657.045,635.716,613.012,588.085,561.309,532.728,505.143,480.671,459.817,444.055,432.462,424.251,418.488,413.748,410.747,408.54,406.66,404.521,402.399,401.556,400.378,398.086,398.044,399.812,399.322,396.762,395.236,394.901,391.986,392.023,392.62,391.737,388.452,384.425,379.543,374.433,368.342,363.494,355.079,342.81,332.233,322.631,312.441,303.925,298.321,294.32,293.212,294.04,297.07,300.758,304.654,308.222,311.418,314.005,316.076,317.33,318.212,318.665,318.691,318.743,318.838,319.028,319.264,319.325,319.58,319.899,320.522,320.81,321.523,321.862,322.622,322.651,322.787,1
