f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,class
-0.750982,-0.67168,-0.486438,-0.223995,0.0935924,0.437847,0.787966,1.05543,1.24044,1.20397,1.2133,1.178,1.30783,1.52141,1.3834,1.15194,0.919027,0.696701,0.400413,0.069726,-0.248999,-0.492536,-0.623247,-0.762507,-0.65893,-0.491952,-0.238058,0.0416581,0.352505,0.67479,0.983303,1.31746,1.5357,1.57655,1.35247,1.24189,1.20601,1.22118,1.22789,1.36298,1.55671,1.59055,1.36619,1.03728,0.733726,0.412405,0.101528,-0.192601,-0.437888,-0.659776,-0.469895,-0.566002,-0.66885,-0.495745,-0.624443,-0.783543,-0.959682,-1.1811,-1.40159,-1.60522,-1.5989,-1.38852,-1.17956,-0.957523,-0.750953,-0.54307,-0.360424,-0.356135,-0.503944,-0.677224,-0.864508,-1.09967,-1.29501,-1.51931,-1.66017,-1.44638,-1.24415,-0.982936,-0.801166,-0.628557,0
-0.554852,-0.472775,-0.418846,-0.164783,0.115922,0.398376,0.656556,0.923456,1.16186,1.32967,1.32617,1.32994,1.36627,1.46342,1.47768,1.40637,1.18597,0.982363,0.741944,0.439711,0.157149,-0.138599,-0.371968,-0.516128,-0.502915,-0.39468,-0.251919,-0.0215374,0.218936,0.480857,0.752035,1.01046,1.27074,1.33317,1.28823,1.29765,1.30626,1.32214,1.34555,1.43462,1.4793,1.4287,1.2963,1.04458,0.737208,0.43667,0.16759,-0.106683,-0.350977,-0.48074,-0.743523,-0.747855,-0.80173,-0.907247,-1.01419,-1.12067,-1.22596,-1.28921,-1.35118,-1.28372,-1.20027,-1.11594,-1.03128,-0.946456,-0.845702,-0.8344,-0.873905,-0.930229,-0.980686,-1.08725,-1.1929,-1.31943,-1.34773,-1.30898,-1.21657,-1.1144,-1.02942,-0.898635,-0.814028,-0.792904,0
-0.608759,-0.641954,-0.486515,-0.234096,0.0492207,0.272426,0.573106,0.897242,1.13404,1.32819,1.29049,1.22423,1.27105,1.32941,1.40876,1.2979,1.09218,0.853912,0.52904,0.195013,-0.0930195,-0.389688,-0.577769,-0.62848,-0.622386,-0.423311,-0.234464,0.0261928,0.305253,0.596716,0.901591,1.23445,1.46173,1.5291,1.34757,1.31472,1.20233,1.15058,1.23326,1.35232,1.46633,1.62709,1.41917,1.08012,0.759197,0.452516,0.203649,-0.0829448,-0.348593,-0.538389,-0.360015,-0.544085,-0.727359,-0.941592,-1.0884,-1.29905,-1.43303,-1.4974,-1.55751,-1.4283,-1.2563,-1.04332,-0.883839,-0.732197,-0.552537,-0.402733,-0.493375,-0.613506,-0.826912,-1.03968,-1.25091,-1.43688,-1.62505,-1.51343,-1.3048,-1.09216,-0.909163,-0.723439,-0.537562,-0.385217,0
-0.829908,-0.824301,-0.641229,-0.415677,-0.104653,0.241411,0.561734,0.931572,1.23292,1.4534,1.40516,1.40084,1.46068,1.51675,1.57928,1.49114,1.26499,1.01136,0.689821,0.370845,0.0486084,-0.266701,-0.56069,-0.824975,-0.889369,-0.783062,-0.632334,-0.441014,-0.161014,0.126155,0.432031,0.752705,1.07308,1.40758,1.51378,1.4313,1.37901,1.35583,1.37146,1.43022,1.51782,1.59168,1.39411,1.03022,0.705562,0.383595,0.0228672,-0.283413,-0.537186,-0.765029,-0.356189,-0.399262,-0.540124,-0.691687,-0.905272,-1.16045,-1.35422,-1.42163,-1.39492,-1.24023,-1.02595,-0.875218,-0.676674,-0.521445,-0.389612,-0.431957,-0.529989,-0.697321,-0.786081,-1.00724,-1.19705,-1.32692,-1.35142,-1.36058,-1.25999,-1.13716,-0.91573,-0.696539,-0.519531,-0.448615,1
-0.990218,-0.976087,-0.791973,-0.490441,-0.131945,0.22031,0.55827,0.916243,1.18157,1.39436,1.38858,1.42102,1.49883,1.5846,1.47518,1.27862,0.988849,0.682039,0.37553,0.0608841,-0.244112,-0.559995,-0.835273,-0.976279,-0.936553,-0.704108,-0.444089,-0.150969,0.137394,0.470735,0.811691,1.15765,1.4202,1.62749,1.60797,1.45759,1.418,1.39216,1.41333,1.55134,1.72124,1.52549,1.18212,0.853286,0.527863,0.201066,-0.108824,-0.404308,-0.665262,-0.893198,-0.266326,-0.297639,-0.466055,-0.666692,-0.919068,-1.05328,-1.21139,-1.32279,-1.313,-1.24719,-1.05504,-0.847617,-0.718019,-0.515211,-0.392816,-0.422343,-0.451182,-0.589962,-0.776192,-0.995084,-1.17117,-1.24644,-1.30954,-1.23732,-1.2347,-1.07987,-0.885363,-0.653688,-0.474468,-0.378383,1
-0.685985,-0.660126,-0.575735,-0.300513,-0.0732488,0.215404,0.530453,0.858615,1.15867,1.43704,1.54424,1.60529,1.63019,1.71517,1.65999,1.45462,1.24243,0.974799,0.71076,0.426039,0.147618,-0.156858,-0.430933,-0.569924,-0.686718,-0.559057,-0.449198,-0.220347,0.0322153,0.293543,0.528573,0.726046,1.04293,1.28565,1.38064,1.29737,1.35939,1.44828,1.45365,1.43826,1.43045,1.44412,1.19261,0.869481,0.567081,0.329219,0.0471839,-0.204059,-0.430469,-0.578275,-0.613511,-0.675339,-0.813768,-0.970194,-1.10164,-1.24634,-1.38151,-1.4172,-1.28178,-1.12425,-1.00836,-0.837576,-0.691528,-0.568141,-0.446194,-0.422655,-0.568239,-0.685961,-0.8555,-0.96553,-1.09651,-1.22603,-1.28234,-1.31315,-1.32889,-1.23592,-1.13995,-1.00338,-0.858649,-0.736556,0
-0.7832,-0.714382,-0.630292,-0.370399,-0.0931215,0.224276,0.472293,0.802181,1.08382,1.44596,1.47405,1.39568,1.40344,1.4925,1.56525,1.55723,1.33336,1.01562,0.752005,0.447874,0.0898225,-0.191013,-0.492255,-0.721978,-0.759048,-0.737651,-0.547593,-0.330975,-0.0783308,0.209833,0.497782,0.743767,1.05146,1.37829,1.46923,1.40263,1.36786,1.36305,1.39835,1.36519,1.45185,1.54011,1.36011,1.0322,0.698887,0.394756,0.0541164,-0.235545,-0.459143,-0.687823,-0.28885,-0.458956,-0.648827,-0.743669,-0.948839,-1.18873,-1.4016,-1.5439,-1.46999,-1.29403,-1.10571,-0.928593,-0.750302,-0.558024,-0.379547,-0.36941,-0.479925,-0.640349,-0.879647,-1.08648,-1.28111,-1.40323,-1.42559,-1.37683,-1.27707,-1.09993,-0.941244,-0.720293,-0.506324,-0.305085,1
-0.787353,-0.714188,-0.587204,-0.334668,-0.0528612,0.259599,0.55118,0.835524,1.09658,1.38401,1.4609,1.4119,1.45838,1.56768,1.60763,1.42522,1.2609,0.996579,0.70354,0.401658,0.10661,-0.20178,-0.492732,-0.675193,-0.757881,-0.69449,-0.50635,-0.258086,0.0203041,0.241885,0.566808,0.837534,1.14859,1.36919,1.42497,1.37974,1.40311,1.41215,1.45813,1.40864,1.43954,1.46642,1.29281,0.969443,0.649496,0.334422,0.0270377,-0.264367,-0.505823,-0.681224,-0.324015,-0.374291,-0.51625,-0.681525,-0.907805,-1.09527,-1.32207,-1.50041,-1.57011,-1.37227,-1.18195,-0.999086,-0.822403,-0.625922,-0.462858,-0.393914,-0.515119,-0.719188,-0.946222,-1.14225,-1.26936,-1.3733,-1.37499,-1.31949,-1.25265,-1.10715,-0.962051,-0.771575,-0.569013,-0.391401,1
-0.78371,-0.784528,-0.577294,-0.345717,-0.0137944,0.320086,0.664155,0.977312,1.35931,1.48623,1.44334,1.4421,1.52713,1.66669,1.62876,1.42103,1.18479,0.984253,0.703445,0.435676,0.138161,-0.176682,-0.453176,-0.693801,-0.76383,-0.752823,-0.571468,-0.322737,-0.0497629,0.224823,0.528461,0.865267,1.13943,1.44062,1.47111,1.4012,1.38905,1.41136,1.41979,1.44136,1.44681,1.16719,0.952028,1.00532,0.673798,0.334191,0.0491692,-0.245619,-0.508108,-0.68691,-0.45159,-0.552084,-0.669285,-0.772134,-0.930187,-1.12265,-1.28603,-1.44201,-1.42212,-1.28172,-1.11053,-0.945631,-0.753592,-0.582152,-0.459968,-0.487484,-0.540061,-0.681754,-0.877908,-1.03589,-1.15525,-1.26446,-1.29781,-1.32502,-1.27297,-1.18742,-1.01606,-0.885121,-0.665468,-0.539169,0
-0.651692,-0.651596,-0.462834,-0.182348,0.120984,0.458586,0.764985,1.02002,1.28398,1.36513,1.36561,1.42188,1.48757,1.59142,1.49458,1.24655,1.00722,0.802394,0.532438,0.222996,-0.0606775,-0.341163,-0.559243,-0.633748,-0.59076,-0.433998,-0.221738,-0.064445,0.203313,0.509157,0.823695,1.09368,1.37479,1.45473,1.34243,1.32818,1.32045,1.29509,1.41609,1.47018,1.54457,1.49361,1.2224,0.941405,0.641189,0.326699,0.0475657,-0.223139,-0.453439,-0.587645,-0.725207,-0.745686,-0.834223,-0.928676,-1.00654,-1.13654,-1.24398,-1.34755,-1.36648,-1.24296,-1.1206,-1.02709,-0.884939,-0.761819,-0.638723,-0.601918,-0.651233,-0.772349,-0.866995,-0.956232,-1.06735,-1.13562,-1.21196,-1.24084,-1.25063,-1.19578,-1.13666,-1.0568,-0.940341,-0.82135,0
-0.692868,-0.636956,-0.493612,-0.225827,0.0560689,0.356698,0.660145,0.946712,1.21471,1.47333,1.47212,1.4177,1.43046,1.50728,1.56723,1.41698,1.17113,0.91252,0.775581,0.531129,0.202784,-0.101434,-0.399535,-0.583139,-0.747576,-0.653836,-0.556122,-0.330764,-0.0999888,0.153734,0.439676,0.730818,1.03966,1.30212,1.37797,1.46755,1.4059,1.35823,1.3917,1.46008,1.4661,1.39892,1.29803,1.02641,0.70486,0.389711,0.114822,-0.165725,-0.45942,-0.61803,-0.698214,-0.710229,-0.811531,-0.956681,-1.13183,-1.32709,-1.40657,-1.43592,-1.30022,-1.13518,-0.94139,-0.809147,-0.658001,-0.50086,-0.365294,-0.282076,-0.452341,-0.557639,-0.726146,-0.870525,-1.00722,-1.12721,-1.19523,-1.23937,-1.3778,-1.43086,-1.36686,-1.20077,-1.01074,-0.8411,0
-0.583893,-0.581235,-0.41202,-0.145241,0.146357,0.464538,0.788882,1.03216,1.37004,1.44756,1.39141,1.36979,1.43265,1.52482,1.60482,1.46196,1.19389,0.920358,0.64707,0.373086,0.0340106,-0.235551,-0.431498,-0.584117,-0.67224,-0.588986,-0.415871,-0.19488,0.0527433,0.325882,0.610002,0.934519,1.23514,1.33402,1.35762,1.29948,1.29128,1.31936,1.28781,1.26073,1.3919,1.42743,1.25302,0.923339,0.635443,0.364043,0.0914756,-0.12559,-0.369313,-0.480889,-0.410008,-0.461883,-0.5589,-0.758847,-0.933752,-1.13231,-1.30279,-1.42501,-1.44849,-1.32694,-1.2338,-1.0772,-0.920336,-0.779791,-0.64824,-0.591819,-0.692463,-0.841231,-0.983714,-1.11695,-1.25531,-1.42196,-1.56931,-1.42342,-1.26632,-1.1092,-0.995465,-0.849032,-0.682575,-0.560242,0
-0.800824,-0.759311,-0.532438,-0.332114,-0.0398103,0.294224,0.559085,0.912959,1.163,1.36188,1.36767,1.3906,1.43814,1.57137,1.48352,1.29937,1.09035,0.798798,0.517742,0.216773,-0.0740102,-0.376378,-0.622559,-0.775626,-0.81294,-0.626687,-0.374472,-0.150519,0.119266,0.427572,0.731774,1.00009,1.31023,1.53662,1.60444,1.50452,1.40146,1.33847,1.34909,1.45142,1.5231,1.57258,1.29744,0.97378,0.654034,0.328182,0.0252346,-0.276651,-0.532293,-0.752215,-0.405968,-0.520298,-0.628762,-0.840816,-1.04903,-1.19329,-1.32828,-1.41385,-1.33798,-1.22797,-1.04703,-0.893093,-0.726004,-0.586767,-0.468383,-0.390353,-0.582374,-0.74997,-0.912522,-1.09318,-1.29261,-1.40192,-1.38712,-1.27325,-1.20128,-1.07189,-0.945926,-0.786873,-0.570789,-0.44835,0
-0.913202,-0.799982,-0.582589,-0.319314,-0.00456619,0.346058,0.664928,0.978673,1.24607,1.45308,1.45798,1.48116,1.56895,1.59257,1.50255,1.30066,1.04976,0.734451,0.437975,0.122581,-0.186062,-0.490515,-0.7699,-0.890206,-0.849049,-0.70002,-0.485992,-0.221826,0.0690124,0.390913,0.665597,0.954162,1.24384,1.51035,1.57073,1.38088,1.43013,1.51146,1.3693,1.32896,1.42924,1.53374,1.24897,0.931211,0.625509,0.291486,-0.0243535,-0.332528,-0.602532,-0.822443,-0.352962,-0.168503,-0.205693,-0.343759,-0.508163,-0.678784,-0.905938,-1.09082,-1.2208,-1.40265,-1.43627,-1.3637,-1.19548,-1.01541,-0.830643,-0.67308,-0.502592,-0.525009,-0.666105,-0.791826,-0.985065,-1.1377,-1.35713,-1.41776,-1.33714,-1.16656,-1.04244,-0.836794,-0.714371,-0.554712,1
-0.408524,-0.443165,-0.284305,-0.0975316,0.194826,0.359563,0.603014,0.91304,1.08968,1.14903,1.19774,1.20412,1.21398,1.16956,1.05466,0.807147,0.578348,0.326275,0.0934174,-0.172071,-0.377054,-0.545618,-0.522344,-0.378562,-0.184752,-0.0131723,0.233604,0.503229,0.780973,1.02941,1.32811,1.50011,1.58718,1.57257,1.38019,1.26861,1.19685,1.21027,1.2763,1.36476,1.57187,1.53433,1.37269,1.17853,0.875346,0.588709,0.312357,0.059202,-0.169906,-0.331317,-0.607206,-0.720484,-0.78617,-0.88986,-1.03677,-1.19471,-1.32954,-1.42441,-1.40213,-1.29601,-1.27012,-1.12276,-0.971822,-0.81938,-0.708847,-0.750949,-0.824367,-0.933972,-1.0099,-1.1603,-1.25441,-1.37893,-1.39348,-1.40903,-1.29812,-1.17155,-1.06623,-0.994594,-0.839948,-0.685302,1
-0.735898,-0.648013,-0.519295,-0.258211,0.0200139,0.318819,0.57066,0.872816,1.10943,1.31532,1.37533,1.40495,1.47719,1.54515,1.43046,1.18804,0.94724,0.679934,0.382624,0.0926138,-0.180735,-0.431738,-0.612774,-0.708408,-0.615646,-0.501706,-0.258809,-0.0144463,0.253159,0.556661,0.842812,1.11927,1.44279,1.58084,1.62331,1.47165,1.40868,1.34123,1.45071,1.56648,1.64754,1.58143,1.25637,0.960522,0.655644,0.343288,0.0554015,-0.202781,-0.440084,-0.640175,-0.651423,-0.709425,-0.79058,-0.900272,-0.975235,-1.06695,-1.17756,-1.25776,-1.3131,-1.21088,-1.11792,-0.997042,-0.890491,-0.75265,-0.719954,-0.673409,-0.735539,-0.822348,-0.901499,-1.0079,-1.0613,-1.13096,-1.16514,-1.23102,-1.19399,-1.13267,-1.00237,-0.936677,-0.854445,-0.739159,0
-0.542661,-0.555894,-0.400686,-0.180921,0.0796332,0.30069,0.532166,0.848265,1.13721,1.33889,1.37879,1.37678,1.38683,1.43649,1.4273,1.27545,1.06662,0.799753,0.499615,0.234324,-0.0862812,-0.331019,-0.51895,-0.622259,-0.544613,-0.367991,-0.171449,0.0563535,0.328878,0.585471,0.856991,1.15676,1.37362,1.49476,1.38022,1.35956,1.40348,1.38022,1.39085,1.49189,1.5226,1.40721,1.23696,0.980824,0.688752,0.428857,0.155098,-0.0803106,-0.323413,-0.498082,-0.574006,-0.663853,-0.776749,-0.884364,-1.01919,-1.1839,-1.27478,-1.35871,-1.3675,-1.34165,-1.21037,-1.07034,-0.964939,-0.872423,-0.770233,-0.661585,-0.691984,-0.804651,-0.944472,-1.08065,-1.1717,-1.27946,-1.34467,-1.35489,-1.25951,-1.17009,-1.0818,-0.920016,-0.822448,-0.652687,0
-0.639359,-0.613572,-0.398191,-0.180894,0.122709,0.39214,0.665192,0.89641,1.15797,1.32404,1.42728,1.48451,1.55528,1.52165,1.41981,1.23131,0.947516,0.67652,0.426663,0.142423,-0.103066,-0.331528,-0.520375,-0.615884,-0.518039,-0.347084,-0.133852,0.0979502,0.326225,0.576176,0.826126,1.07248,1.36632,1.42495,1.49596,1.4726,1.40906,1.42962,1.50366,1.58775,1.49946,1.37356,1.16031,0.916311,0.656152,0.370137,0.117267,-0.149595,-0.375837,-0.568678,-0.949643,-0.903791,-0.879803,-0.924183,-0.966156,-1.02651,-1.09015,-1.11423,-1.15541,-1.15925,-1.12153,-1.06698,-0.994793,-0.931867,-0.896223,-0.828907,-0.838553,-0.888048,-0.936726,-0.983231,-1.053,-1.09492,-1.11818,-1.16843,-1.16391,-1.15436,-1.0959,-1.06888,-1.03371,-0.970267,0
-0.592426,-0.588992,-0.439778,-0.246175,0.0326339,0.340654,0.648947,0.946966,1.21084,1.3897,1.44665,1.38616,1.39297,1.48725,1.51614,1.41859,1.19637,0.901325,0.694179,0.396187,0.145635,-0.127916,-0.346069,-0.444901,-0.558419,-0.530353,-0.360702,-0.143502,0.0964778,0.360655,0.652216,0.914731,1.16806,1.37581,1.38262,1.51505,1.39597,1.35919,1.33357,1.3472,1.48889,1.46219,1.26749,0.985932,0.741756,0.432891,0.153755,-0.113692,-0.333862,-0.528718,-0.730713,-0.780251,-0.888075,-0.928812,-1.01494,-1.10105,-1.20333,-1.28841,-1.33909,-1.25985,-1.15606,-1.04906,-0.970802,-0.861998,-0.780987,-0.72431,-0.744664,-0.829653,-0.937259,-1.04399,-1.1488,-1.24744,-1.27978,-1.30669,-1.22817,-1.16103,-1.05402,-0.94606,-0.866875,-0.757989,0
-0.7744,-0.771616,-0.658088,-0.383168,-0.0611433,0.26074,0.575003,0.89804,1.12459,1.39822,1.45024,1.38387,1.41537,1.51099,1.5647,1.36672,1.18393,0.942866,0.621404,0.341957,0.042711,-0.279173,-0.557889,-0.720659,-0.73981,-0.628785,-0.472905,-0.24357,0.0120581,0.290859,0.584846,0.905999,1.21317,1.40581,1.46768,1.37797,1.36166,1.38247,1.4134,1.43056,1.56189,1.4719,1.2548,0.901133,0.627619,0.295387,-0.0063055,-0.248801,-0.496949,-0.69234,-0.172141,-0.17096,-0.337526,-0.563964,-0.78548,-1.00393,-1.23009,-1.47306,-1.62153,-1.52546,-1.32517,-1.10669,-0.884076,-0.659775,-0.501702,-0.409996,-0.525774,-0.654769,-0.870718,-1.07975,-1.23439,-1.42309,-1.43212,-1.42978,-1.28301,-1.16153,-0.980562,-0.729433,-0.477545,-0.250938,1
