sample_idx,y_true,y_pred,pred_correct,axp_json,intervals_json,n_constrained,coverage_convB,fsc_s,their_cov,solver_status,solver_wall_s,total_wall_s,timeout_s
16,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.870851,1.791759,89.760000,ok,29.9379,29.9381,240
17,1,1,True,"[0, 2, 3, 4, 5]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [80.0, true, null, true], ""4"": [45.0, true, null, true], ""5"": [28.0, true, null, true]}",5,0.844644,2.079442,92.050000,ok,9.5874,9.5875,240
18,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1182.0, true, null, true]}",4,0.873332,1.386294,87.880000,ok,30.2574,30.2575,240
19,1,1,True,"[0, 1, 3, 4, 9, 14]","{""0"": [258.0, true, null, true], ""1"": [240.0, true, null, true], ""3"": [92.0, true, null, true], ""4"": [45.0, true, null, true], ""9"": [null, true, 184.5, false], ""14"": [1188.5, true, null, true]}",6,0.841495,4.969813,88.830000,ok,63.8241,63.8242,240
20,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.867379,1.386294,91.430000,ok,7.8119,7.8120,240
21,1,1,True,"[0, 2, 3, 4]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""4"": [58.0, true, null, true]}",4,0.871843,1.386294,88.350000,ok,27.5208,27.5209,240
22,1,1,True,"[0, 1, 2, 3]","{""0"": [383.0, true, null, true], ""1"": [217.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true]}",4,0.882260,2.484907,92.890000,ok,0.6515,0.6516,240
23,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,90.720000,ok,37.7122,37.7123,240
24,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.864223,0.693147,85.780000,ok,73.8768,73.8770,240
25,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,90.120000,ok,44.9405,44.9407,240
26,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,90.110000,ok,41.2164,41.2165,240
27,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [113.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871483,1.386294,89.910000,ok,18.2733,18.2734,240
28,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.867379,1.386294,90.320000,ok,5.2872,5.2873,240
29,1,1,True,"[0, 1, 2, 3]","{""0"": [325.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [123.5, true, null, true], ""3"": [113.0, true, null, true]}",4,0.884364,2.197225,93.350000,ok,6.4156,6.4157,240
30,1,1,True,"[0, 1, 2, 3, 14]","{""0"": [369.5, true, null, true], ""1"": [240.5, true, null, true], ""2"": [95.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.846861,1.609438,86.050000,ok,37.2699,37.2700,240
31,1,1,True,"[1, 2, 3, 4, 5, 14]","{""1"": [240.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [80.0, true, null, true], ""4"": [45.0, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1188.5, true, null, true]}",6,0.820188,2.772589,90.530000,ok,123.2606,123.2607,240
32,1,1,True,"[0, 2, 3, 4, 23]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""4"": [45.0, true, null, true], ""23"": [315.5, true, null, true]}",5,0.864173,2.772589,92.380000,ok,18.9972,18.9973,240
33,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,90.040000,ok,57.9212,57.9214,240
34,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,87.090000,ok,60.5608,60.5609,240
35,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,90.140000,ok,8.6190,8.6192,240
36,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [113.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871483,1.386294,90.670000,ok,39.6760,39.6762,240
37,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874955,2.079442,89.900000,ok,8.8514,8.8515,240
38,1,1,True,"[0, 2, 3, 4, 16]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""4"": [45.0, true, null, true], ""16"": [1093.5, true, null, true]}",5,0.856173,3.583519,91.110000,ok,39.8023,39.8025,240
39,1,1,True,"[0, 1, 3, 5, 14]","{""0"": [325.0, true, null, true], ""1"": [240.5, true, null, true], ""3"": [113.0, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.837076,1.098612,91.730000,ok,52.6641,52.6643,240
40,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.870851,1.791759,91.830000,ok,45.4027,45.4028,240
41,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,89.410000,ok,12.3226,12.3227,240
42,1,1,True,"[0, 1, 2, 3]","{""0"": [325.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true]}",4,0.886679,2.890372,92.640000,ok,46.9234,46.9235,240
43,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [113.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871483,1.386294,93.010000,ok,10.5837,10.5839,240
44,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,91.950000,ok,22.4423,22.4425,240
45,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,85.220000,ok,43.0331,43.0333,240
46,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,87.820000,ok,13.0023,13.0024,240
47,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.860435,0.693147,88.870000,ok,130.7082,130.7084,240
48,1,1,True,"[0, 2, 3, 4, 23]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""4"": [58.0, true, null, true], ""23"": [315.5, true, null, true]}",5,0.862753,2.772589,86.780000,ok,51.2787,51.2788,240
49,1,1,True,"[0, 1, 3, 5, 14]","{""0"": [325.0, true, null, true], ""1"": [240.5, true, null, true], ""3"": [108.5, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.840548,1.791759,90.430000,ok,13.8194,13.8195,240
50,1,1,True,"[0, 1, 2, 3]","{""0"": [352.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [134.5, true, null, true], ""3"": [80.0, true, null, true]}",4,0.881734,2.079442,91.510000,ok,26.8740,26.8742,240
51,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [113.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871483,1.386294,90.440000,ok,61.0998,61.0999,240
52,1,1,True,"[0, 1, 2, 3]","{""0"": [325.0, true, null, true], ""1"": [240.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true]}",4,0.887258,2.890372,93.230000,ok,27.7150,27.7151,240
53,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,91.500000,ok,5.0465,5.0466,240
54,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,89.580000,ok,7.5444,7.5446,240
55,1,1,True,"[0, 2, 3, 9]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""9"": [null, true, 191.0, false]}",4,0.900568,4.094345,92.980000,ok,6.7191,6.7192,240
56,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,88.180000,ok,61.3412,61.3414,240
57,1,1,True,"[0, 2, 3, 5, 14]","{""0"": [314.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.851281,3.178054,91.060000,ok,16.4195,16.4197,240
58,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.860435,0.693147,89.430000,ok,24.7447,24.7448,240
59,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1182.0, true, null, true]}",4,0.870175,0.693147,88.410000,ok,13.1552,13.1554,240
60,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874639,1.791759,91.120000,ok,15.8508,15.8509,240
61,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.867379,1.386294,86.990000,ok,47.2212,47.2214,240
62,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,91.370000,ok,138.2364,138.2366,240
63,1,1,True,"[0, 2, 3, 4]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""4"": [68.0, true, null, true]}",4,0.870423,1.386294,90.130000,ok,7.5706,7.5708,240
64,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874955,2.079442,91.990000,ok,18.9531,18.9532,240
65,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.870851,1.791759,87.620000,ok,25.5193,25.5195,240
66,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874639,1.791759,90.550000,ok,42.1843,42.1844,240
67,1,1,True,"[0, 1, 2, 3]","{""0"": [352.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [134.5, true, null, true], ""3"": [80.0, true, null, true]}",4,0.881734,2.079442,92.680000,ok,17.0272,17.0274,240
68,1,1,True,"[0, 2, 3, 4, 5]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""4"": [45.0, true, null, true], ""5"": [28.0, true, null, true]}",5,0.857165,3.583519,90.770000,ok,35.3823,35.3825,240
69,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.864223,0.693147,90.170000,ok,50.0459,50.0461,240
70,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.860435,0.693147,86.950000,ok,31.5917,31.5919,240
71,1,1,True,"[0, 1, 2, 3]","{""0"": [352.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [134.5, true, null, true], ""3"": [80.0, true, null, true]}",4,0.881734,2.079442,90.070000,ok,23.3397,23.3399,240
72,1,2,False,"[0, 1, 2, 3, 4, 8, 14, 16, 22, 23]","{""0"": [269.0, true, null, true], ""1"": [217.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [63.0, true, null, true], ""4"": [31.5, true, null, true], ""8"": [null, true, 159.0, false], ""14"": [1188.5, true, null, true], ""16"": [1093.5, true, null, true], ""22"": [566.0, true, null, true], ""23"": [315.5, true, null, true]}",10,0.781854,9.798127,86.230000,ok,0.1931,0.1933,240
73,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871167,1.386294,89.590000,ok,38.6646,38.6648,240
74,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874639,1.791759,89.700000,ok,24.2567,24.2568,240
75,1,1,True,"[0, 2, 3, 14]","{""0"": [369.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.864223,0.693147,89.030000,ok,122.7140,122.7141,240
76,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,87.180000,ok,23.2574,23.2575,240
77,1,1,True,"[0, 2, 3, 4, 5]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""4"": [45.0, true, null, true], ""5"": [28.0, true, null, true]}",5,0.857165,3.583519,89.820000,ok,47.7247,47.7249,240
78,1,1,True,"[0, 2, 3, 5, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [108.5, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1017.5, true, null, true]}",5,0.845884,1.791759,88.500000,ok,24.0294,24.0296,240
79,1,1,True,"[0, 2, 3, 4, 16]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""4"": [45.0, true, null, true], ""16"": [1093.5, true, null, true]}",5,0.856173,3.583519,92.660000,ok,36.5350,36.5352,240
80,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,88.710000,ok,21.2268,21.2269,240
81,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,87.050000,ok,80.8018,80.8019,240
82,1,1,True,"[0, 2, 3, 5, 14]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""5"": [22.5, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.864854,3.583519,88.780000,ok,6.4192,6.4193,240
83,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,90.630000,ok,97.3479,97.3481,240
84,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [113.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871483,1.386294,90.240000,ok,45.1553,45.1555,240
85,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874955,2.079442,91.940000,ok,37.8747,37.8749,240
86,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.870851,1.791759,89.120000,ok,38.9946,38.9948,240
87,1,1,True,"[0, 1, 2, 3]","{""0"": [352.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [134.5, true, null, true], ""3"": [80.0, true, null, true]}",4,0.881734,2.079442,91.650000,ok,39.7157,39.7158,240
88,1,1,True,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [108.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.874955,2.079442,91.300000,ok,17.7804,17.7806,240
89,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,90.090000,ok,36.3936,36.3937,240
90,1,1,True,"[0, 1, 2, 3, 14]","{""0"": [352.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [134.5, true, null, true], ""3"": [63.0, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.852964,2.484907,91.130000,ok,9.7777,9.7779,240
91,1,1,True,"[0, 2, 3, 4, 14]","{""0"": [325.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""4"": [45.0, true, null, true], ""14"": [1146.0, true, null, true]}",5,0.857661,3.178054,90.090000,ok,18.7847,18.7848,240
92,1,1,True,"[0, 2, 3, 5, 14]","{""0"": [314.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [92.0, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.851281,3.178054,92.210000,ok,31.6245,31.6247,240
93,1,1,True,"[0, 2, 3, 14]","{""0"": [383.0, true, null, true], ""2"": [134.5, true, null, true], ""3"": [92.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.866222,1.098612,89.330000,ok,62.7524,62.7525,240
94,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.850168,2.197225,82.920000,ok,23.6295,23.6296,240
95,2,2,True,[],{},0,,,,timeout,240.3867,240.3868,240
95,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.852483,2.484907,81.930000,ok,292.6467,292.6468,480
96,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,79.750000,ok,245.0199,245.0201,480
97,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.842066,2.890372,82.360000,ok,14.1884,14.1885,480
98,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,83.050000,ok,83.0255,83.0257,480
99,2,2,True,"[0, 1, 2, 3, 7, 13, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 79.5, false], ""7"": [69.5, true, null, true], ""13"": [null, true, 1479.5, false], ""18"": [null, true, 1584.5, false]}",7,0.833733,3.806662,82.740000,ok,32.4687,32.4689,480
100,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true]}",5,0.845539,1.791759,81.890000,ok,18.8201,18.8202,480
101,2,2,True,"[0, 1, 2, 3, 16]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 58.0, false], ""16"": [null, true, 1044.5, false]}",5,0.865711,3.583519,83.510000,ok,0.1929,0.1930,480
102,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 58.0, false], ""7"": [59.0, true, null, true]}",5,0.853641,1.791759,82.240000,ok,113.6913,113.6914,480
103,2,2,True,"[0, 1, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.789983,0.693147,79.040000,ok,170.2064,170.2065,480
104,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [68.5, true, null, true]}",5,0.850168,1.386294,82.720000,ok,36.3979,36.3980,480
