f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,class
2.67302,2.46367,2.25738,2.05158,1.84637,1.64156,1.43709,1.23296,1.02921,0.82588,0.623887,0.42998,0.250491,0.0803376,-0.0936155,-0.27667,-0.467801,-0.657091,-0.837428,-1.0213,-1.2019,-1.36961,-1.53589,-1.57739,-1.59869,-1.5862,-1.53651,-1.45186,-1.33596,-1.18856,-1.04382,-0.860456,-0.661044,-0.448467,-0.225071,-0.0316109,0.0724856,0.140216,0.198584,0.229749,0.150201,-0.00585616,-0.150821,-0.290855,-0.431982,-0.553405,-0.664167,-0.763105,-0.823244,-0.681768,-0.498178,-0.237989,0.0348705,0.323242,0.52684,0.699915,0.841162,0.802042,0.748111,0.709422,0.686145,0.655381,0.653138,0.586508,0.47668,0.269827,0.0423373,-0.193811,-0.385496,-0.541759,-0.483678,-0.65426,-0.487233,-0.609033,-0.51609,-0.524221,-0.422857,-0.205904,0.0327834,0.241282,0.434946,0.612544,0.638769,0.639697,0.669299,0.690633,0.72305,0.763575,0.674414,0.515571,0.29599,0.0333461,-0.217904,-0.417439,-0.514562,-0.655526,-0.665792,-0.553558,-0.431573,-0.300857,-0.162339,-0.0151091,0.1329,0.165186,0.105239,0.043305,-0.0601964,-0.227063,-0.429406,-0.622841,-0.80562,-0.975689,-1.11099,-1.25926,-1.36468,-1.45727,-1.50557,-1.54394,-1.55088,-1.51432,-1.43795,-1.27243,-1.10154,-0.926211,-0.747221,-0.573897,-0.388808,-0.209321,-0.0357049,0.108491,0.268305,0.428497,0.602665,0.799971,1.00198,1.20121,1.40095,1.60114,1.79934,2.00043,2.1998,2.39978,2.59868,2.67405,6
2.81171,2.59356,2.36397,2.13712,1.91096,1.68669,1.46237,1.23823,1.01551,0.791514,0.568827,0.444591,0.464055,0.333521,0.115408,-0.101683,-0.319944,-0.51527,-0.72034,-0.925997,-1.12761,-1.28995,-1.33901,-1.36359,-1.28584,-1.09813,-1.16846,-1.19323,-1.12927,-0.991529,-0.824358,-0.639011,-0.436664,-0.221504,0.00178783,0.123968,0.227245,0.228768,0.191718,0.17975,0.0410034,-0.177479,-0.386367,-0.602025,-0.808181,-0.99682,-1.16948,-1.3316,-1.46973,-1.33105,-1.14111,-0.881898,-0.656055,-0.486899,-0.19312,0.105459,0.404332,0.662252,0.843544,0.907064,0.795659,0.661057,0.531084,0.400316,0.293151,0.149138,0.349998,0.556782,0.704289,0.561512,0.341308,0.149808,-0.0695264,-0.273127,-0.284864,-0.400555,-0.358341,-0.27683,-0.290971,-0.100351,0.130608,0.259641,0.495775,0.723355,0.669441,0.529696,0.637564,0.730436,0.634686,0.432943,0.180012,-0.0854824,-0.349949,-0.622344,-0.773611,-0.982428,-1.19754,-1.39016,-1.39565,-1.23315,-1.06958,-0.896134,-0.702567,-0.48044,-0.260605,-0.0305678,0.0707594,0.110284,0.110771,0.0665797,-0.0533169,-0.269654,-0.472419,-0.661527,-0.833713,-1.00448,-1.11115,-1.15745,-1.09379,-1.24374,-1.28651,-1.26343,-1.13441,-0.958652,-0.775364,-0.586134,-0.410191,-0.19432,0.0228316,0.233179,0.404922,0.451058,0.481691,0.701299,0.921244,1.14029,1.3576,1.5784,1.79534,2.00887,2.22674,2.43809,2.65047,2.81462,7
2.6864,2.48026,2.27537,2.07074,1.86655,1.66193,1.45852,1.25441,1.05157,0.848511,0.647291,0.459028,0.283276,0.11881,-0.0519782,-0.233015,-0.421369,-0.615347,-0.799432,-0.980416,-1.15768,-1.34119,-1.50651,-1.57454,-1.62658,-1.61658,-1.58945,-1.50912,-1.41841,-1.27881,-1.13799,-0.977679,-0.800948,-0.610487,-0.408574,-0.19711,-0.00385227,0.0875543,0.144868,0.21179,0.274574,0.199936,0.0489072,-0.095675,-0.233037,-0.369621,-0.497087,-0.608349,-0.70857,-0.814023,-0.798125,-0.63153,-0.373702,-0.100163,0.166788,0.413776,0.593565,0.762197,0.835067,0.79053,0.75494,0.710601,0.695894,0.688084,0.67537,0.47806,0.279916,0.0413926,-0.205896,-0.401079,-0.611184,-0.459347,-0.509753,-0.535187,-0.485278,-0.581955,-0.448651,-0.483212,-0.287389,-0.0574604,0.174492,0.376044,0.575715,0.633614,0.640169,0.657154,0.684453,0.721463,0.749854,0.733549,0.541488,0.352152,0.0918723,-0.139898,-0.345183,-0.422292,-0.568135,-0.633333,-0.516413,-0.389848,-0.261516,-0.11775,0.0277226,0.161463,0.138513,0.0935285,0.0285727,-0.121966,-0.301748,-0.504208,-0.685737,-0.87173,-1.04307,-1.17433,-1.30792,-1.39623,-1.47974,-1.5143,-1.53765,-1.51389,-1.4733,-1.32,-1.14638,-0.979619,-0.797664,-0.622563,-0.443903,-0.262214,-0.0779355,0.0831904,0.236994,0.401188,0.574613,0.769274,0.969903,1.17103,1.37177,1.5723,1.77425,1.97575,2.17736,2.37956,2.5812,2.68712,6
2.85703,2.63815,2.41963,2.20174,1.98286,1.76504,1.54556,1.32718,1.10783,0.889789,0.670615,0.451519,0.349759,0.366728,0.204807,-0.00864019,-0.221145,-0.432483,-0.620966,-0.812618,-1.00724,-1.19634,-1.35228,-1.38946,-1.37207,-1.21486,-1.144,-1.19898,-1.18977,-1.06507,-0.87379,-0.661049,-0.446834,-0.217795,0.0253911,0.1353,0.214242,0.176367,0.148983,0.0785172,-0.140421,-0.357625,-0.567894,-0.775247,-0.955796,-1.11591,-1.27739,-1.36869,-1.20023,-0.998667,-0.725416,-0.545511,-0.251183,0.043953,0.329646,0.557532,0.693404,0.658674,0.52621,0.396045,0.266429,0.156457,0.236294,0.447204,0.662582,0.84041,0.697472,0.478442,0.261088,0.047164,-0.165227,-0.387616,-0.322586,-0.342713,-0.506453,-0.37149,-0.310471,-0.415971,-0.215788,0.00948354,0.235509,0.473908,0.702069,0.751489,0.552974,0.351361,0.296602,0.408862,0.530921,0.499878,0.337772,0.0627787,-0.234304,-0.531023,-0.707152,-0.988948,-1.18509,-1.37214,-1.29216,-1.13581,-0.979385,-0.802571,-0.609633,-0.403634,-0.189004,0.00530936,0.0649596,0.0964727,0.0834976,0.00289025,-0.189472,-0.409053,-0.621714,-0.815721,-0.970558,-1.13131,-1.16485,-1.11614,-1.19271,-1.32533,-1.339,-1.28502,-1.118,-0.93337,-0.742678,-0.559992,-0.371249,-0.161977,0.0536088,0.260556,0.364273,0.342492,0.494475,0.712887,0.929664,1.14845,1.36733,1.58482,1.80259,2.01941,2.23671,2.45443,2.67109,2.85714,7
2.60478,2.33321,2.06761,1.80263,1.53909,1.27753,1.02005,0.758196,0.497901,0.238499,-0.0208005,-0.14078,-0.0720983,-0.250431,-0.484554,-0.704981,-0.904821,-1.09256,-1.25501,-1.37771,-1.46712,-1.38111,-1.19546,-0.986417,-0.77015,-0.546977,-0.316185,-0.0745057,0.16447,0.414042,0.661255,0.908849,1.16158,1.38709,1.49858,1.54491,1.29258,1.03523,0.781089,0.524387,0.271602,0.0158938,-0.234884,-0.488962,-0.736574,-0.987778,-1.23706,-1.47554,-1.71683,-1.95147,-1.88084,-1.61263,-1.26622,-0.900798,-0.553215,-0.187384,0.160727,0.431396,0.568171,0.476548,0.303958,0.142425,-0.0279452,-0.162998,-0.231913,0.0191334,0.272521,0.509258,0.305406,0.0424807,-0.217441,-0.447274,-0.432341,-0.231677,-0.18406,-0.372497,-0.423051,-0.296953,-0.0669441,0.196507,0.464639,0.522175,0.290436,0.0421176,0.0836284,0.250868,0.430103,0.533653,0.44948,0.182271,-0.112456,-0.407435,-0.704758,-1.01006,-1.30977,-1.57641,-1.773,-1.77687,-1.53554,-1.28525,-1.04242,-0.786437,-0.538231,-0.279398,-0.0281178,0.23231,0.485515,0.739597,0.994394,1.24979,1.35076,1.25033,1.07481,0.802126,0.532259,0.266934,0.00509229,-0.251642,-0.502087,-0.745212,-0.975071,-1.19115,-1.28597,-1.23159,-1.14452,-1.02848,-0.87771,-0.712284,-0.535425,-0.344549,-0.111979,-0.0766052,-0.133146,0.129826,0.379682,0.636555,0.88271,1.13551,1.3842,1.63848,1.89321,2.14165,2.38809,2.60773,4
2.67924,2.4876,2.27865,2.07121,1.86463,1.65826,1.45248,1.24715,1.04225,0.837767,0.633989,0.457813,0.274214,0.0998565,-0.0698063,-0.25351,-0.444331,-0.629303,-0.810634,-0.993723,-1.16584,-1.34166,-1.50013,-1.53871,-1.55838,-1.52731,-1.46938,-1.37822,-1.25544,-1.1096,-0.94746,-0.765064,-0.568213,-0.358846,-0.139939,0.0477116,0.106124,0.207676,0.261712,0.285915,0.153198,-0.0036414,-0.150763,-0.291487,-0.43118,-0.556083,-0.657068,-0.769714,-0.67581,-0.503807,-0.286674,-0.0122551,0.262403,0.500252,0.669253,0.823197,0.793486,0.747568,0.709764,0.681805,0.664623,0.651659,0.525141,0.347923,0.127491,-0.103744,-0.306104,-0.496433,-0.458796,-0.634103,-0.459026,-0.605926,-0.472381,-0.533201,-0.476872,-0.274376,-0.0702215,0.150594,0.344628,0.546414,0.637052,0.646494,0.64546,0.674394,0.706718,0.742077,0.762846,0.670687,0.506063,0.282691,0.0215408,-0.239386,-0.457602,-0.563398,-0.715738,-0.719586,-0.608692,-0.502082,-0.372131,-0.234526,-0.101711,0.0493992,0.16388,0.105687,0.0421652,-0.011089,-0.173983,-0.355674,-0.557603,-0.755966,-0.919901,-1.09152,-1.22661,-1.35871,-1.45939,-1.55025,-1.59436,-1.61031,-1.61321,-1.57044,-1.45023,-1.28446,-1.11315,-0.931934,-0.747812,-0.567185,-0.389713,-0.202198,-0.0360613,0.111434,0.26646,0.437864,0.569744,0.767486,0.969753,1.17228,1.37178,1.5718,1.7723,1.97323,2.17454,2.3762,2.5739,2.68217,6
2.48436,2.28589,2.09295,1.90157,1.71144,1.52027,1.32844,1.13931,0.94937,0.759464,0.5696,0.379274,0.189609,2.64865e-05,-0.189458,-0.376687,-0.41892,-0.601173,-0.784352,-0.930421,-1.07932,-1.20374,-1.31071,-1.38561,-1.42933,-1.44191,-1.35053,-1.2461,-1.11445,-0.945825,-1.01011,-1.11044,-1.17907,-1.24689,-1.23203,-1.17812,-1.18563,-1.06539,-0.916964,-0.752772,-0.583864,-0.391642,-0.207892,0.000414479,0.170017,0.31831,0.448005,0.591262,0.704491,0.707369,0.576534,0.439243,0.307238,0.181189,0.0618223,-0.0500416,-0.169055,-0.263847,-0.34828,-0.421303,-0.481947,-0.529292,-0.390138,-0.20713,-0.0321524,0.144986,0.323936,0.51057,0.695502,0.825129,0.861705,0.855775,0.923279,1.11437,1.30744,1.50013,1.60612,1.46788,1.28031,1.09577,0.910937,0.74445,0.58062,0.38838,0.196339,0.00452355,-0.187728,-0.378576,-0.562686,-0.565262,-0.53288,-0.468238,-0.408919,-0.337201,-0.237754,-0.14488,-0.0275767,0.0824884,0.200146,0.292265,0.248517,0.120915,-0.00566463,-0.141963,-0.330049,-0.490363,-0.640673,-0.782149,-0.922963,-1.03488,-1.17033,-1.26848,-1.32599,-1.379,-1.35908,-1.24535,-1.13508,-1.05284,-1.18042,-1.33774,-1.30391,-1.22938,-1.1401,-1.033,-0.866192,-0.695879,-0.522782,-0.370186,-0.219831,-0.0293212,0.154633,0.342388,0.517806,0.696089,0.876978,1.06256,1.24843,1.4346,1.61556,1.79841,1.98849,2.17295,2.33095,2.48802,1
2.57945,2.28221,2.00112,1.72625,1.46346,1.20345,0.934539,0.661819,0.39294,0.124542,-0.0240191,-0.00748896,-0.211744,-0.444389,-0.688344,-0.913004,-1.11237,-1.28207,-1.41909,-1.44053,-1.26716,-1.0764,-0.872374,-0.669119,-0.445978,-0.20781,0.0171669,0.250819,0.495876,0.739338,0.979214,1.21681,1.4044,1.50983,1.45826,1.19524,0.933168,0.671411,0.410041,0.149148,-0.111154,-0.370429,-0.62928,-0.885405,-1.14014,-1.39205,-1.64017,-1.88734,-2.1133,-1.90932,-1.59225,-1.26312,-0.92837,-0.593136,-0.257577,0.0647231,0.363949,0.507557,0.469111,0.292463,0.120481,-0.0397109,-0.186279,-0.402291,-0.350531,-0.165927,0.0901025,0.327887,0.377601,0.101008,-0.167418,-0.430328,-0.537503,-0.428848,-0.206583,-0.291976,-0.47094,-0.380798,-0.201684,0.0618776,0.321027,0.588626,0.435999,0.192297,-0.0151183,0.168824,0.358178,0.499684,0.496038,0.2528,-0.0101515,-0.293345,-0.576078,-0.858197,-1.13169,-1.41323,-1.63808,-1.79044,-1.68252,-1.42848,-1.17119,-0.911159,-0.649211,-0.385862,-0.12146,0.14375,0.409595,0.675949,0.942713,1.20982,1.39645,1.33221,1.2142,0.927654,0.639464,0.354722,0.0716615,-0.201554,-0.469012,-0.724513,-0.963531,-1.19156,-1.16005,-1.07553,-0.984022,-0.84878,-0.710996,-0.539006,-0.353774,-0.15765,0.0577228,0.0272718,0.0745559,0.337281,0.590621,0.748278,0.956882,1.20845,1.44561,1.6924,1.94667,2.19451,2.43682,2.58595,4
2.54836,2.29525,2.04546,1.79648,1.54828,1.30006,1.0511,0.803487,0.554973,0.306472,0.0579882,-0.0985693,-0.0718155,-0.309816,-0.529779,-0.740265,-0.943018,-1.12547,-1.28554,-1.43285,-1.53478,-1.5468,-1.37126,-1.18821,-0.97535,-0.758793,-0.529692,-0.299154,-0.0615281,0.178141,0.420699,0.666034,0.913641,1.1634,1.34099,1.47616,1.52479,1.29027,1.04454,0.801092,0.553912,0.311949,0.0654177,-0.174766,-0.415687,-0.657251,-0.892341,-1.13258,-1.36127,-1.58415,-1.81035,-2.02718,-1.90343,-1.64614,-1.34247,-1.0217,-0.706065,-0.392099,-0.0836317,0.237632,0.511419,0.674052,0.634194,0.491187,0.319894,0.159511,0.0116644,-0.142425,-0.17144,-0.161113,0.0718805,0.309536,0.303756,0.0533937,-0.195887,-0.166433,-0.0170245,-0.135353,-0.297961,-0.208808,-0.12282,0.148853,0.445126,0.633344,0.439694,0.404747,0.568079,0.642413,0.536204,0.325791,0.0464004,-0.254334,-0.557755,-0.860496,-1.15163,-1.38533,-1.56201,-1.71765,-1.47793,-1.24437,-1.01559,-0.775433,-0.533554,-0.290382,-0.0524413,0.192814,0.438657,0.679665,0.926572,1.16895,1.21366,1.09937,0.919388,0.664369,0.413683,0.165859,-0.0774459,-0.315854,-0.551211,-0.773025,-0.984908,-1.19149,-1.21099,-1.15345,-1.06496,-0.949089,-0.803167,-0.639488,-0.455746,-0.269893,-0.0533046,-0.0556753,-0.075703,0.167386,0.411222,0.655665,0.896997,1.14256,1.38231,1.62602,1.8703,2.11206,2.35258,2.54956,4
2.90418,2.65167,2.39763,2.15507,1.91279,1.66627,1.43818,1.20108,0.966696,0.731675,0.49914,0.472178,0.460587,0.226336,-0.0025685,-0.230093,-0.42465,-0.626652,-0.843225,-1.05339,-1.25121,-1.28691,-1.30612,-1.24959,-1.08598,-1.12101,-1.13566,-1.02627,-0.893847,-0.740464,-0.569309,-0.390049,-0.197831,0.00506496,0.133428,0.20079,0.201346,0.164884,0.11856,-0.0468999,-0.259534,-0.470492,-0.684319,-0.882664,-1.06857,-1.23987,-1.39858,-1.36083,-1.16217,-0.938855,-0.695662,-0.548975,-0.290179,-0.0467774,0.214591,0.471645,0.65997,0.714209,0.591257,0.462365,0.329842,0.220054,0.149413,0.358585,0.55549,0.771842,0.60929,0.387134,0.166264,-0.0565455,-0.272015,-0.444945,-0.336055,-0.390171,-0.538267,-0.372021,-0.328092,-0.336271,-0.114063,0.0854161,0.307935,0.529013,0.75088,0.713335,0.557313,0.345597,0.364917,0.498363,0.565323,0.446819,0.233467,-0.00481315,-0.248379,-0.489607,-0.707818,-0.896561,-1.10424,-1.30346,-1.36479,-1.20276,-1.0242,-0.841832,-0.624037,-0.384442,-0.139076,0.0336569,0.076261,0.112849,0.0808996,-0.0852602,-0.290598,-0.470274,-0.638716,-0.804603,-0.94901,-1.06757,-1.12699,-1.0947,-1.02169,-1.20047,-1.26379,-1.25959,-1.14668,-0.961886,-0.770961,-0.573923,-0.426902,-0.208541,0.0219804,0.253612,0.429264,0.448142,0.551501,0.775183,1.0059,1.239,1.46796,1.69228,1.91696,2.14194,2.35414,2.56643,2.76875,2.91125,7
2.7909,2.59349,2.37491,2.15711,1.93937,1.7221,1.50419,1.28777,1.072,0.858845,0.66261,0.476987,0.298213,0.10793,-0.0969286,-0.293132,-0.493649,-0.691687,-0.886782,-1.07835,-1.26567,-1.35396,-1.41543,-1.42912,-1.40987,-1.36222,-1.29751,-1.17457,-1.07151,-0.931971,-0.749411,-0.571553,-0.378979,-0.173109,0.00467351,0.121457,0.182297,0.256863,0.269262,0.184303,0.0107836,-0.158092,-0.314885,-0.477278,-0.622929,-0.764275,-0.886967,-1.0109,-0.930389,-0.742358,-0.462748,-0.153799,0.147045,0.402112,0.585797,0.745224,0.832157,0.769524,0.717117,0.679526,0.665023,0.645482,0.637078,0.449044,0.232987,-0.00461103,-0.270061,-0.491771,-0.677847,-0.854698,-0.701826,-0.836694,-0.773801,-0.712715,-0.895859,-0.700853,-0.816671,-0.642608,-0.427524,-0.169636,0.0969233,0.292551,0.528606,0.61822,0.634594,0.654695,0.68641,0.718994,0.762775,0.780608,0.684404,0.512189,0.312544,0.0329712,-0.275973,-0.522093,-0.655512,-0.769173,-0.849718,-0.725187,-0.577127,-0.430796,-0.270093,-0.106839,0.0621938,0.183677,0.165448,0.085611,0.0210501,-0.121903,-0.306171,-0.491958,-0.687497,-0.867847,-1.03025,-1.14986,-1.26785,-1.33848,-1.38161,-1.42983,-1.41309,-1.37418,-1.30333,-1.13872,-0.957125,-0.761032,-0.571395,-0.378337,-0.182368,0.0160951,0.202967,0.3702,0.548592,0.731665,0.929631,1.14222,1.35665,1.57226,1.78615,2.00076,2.21601,2.43185,2.64709,2.79177,6
2.72004,2.49892,2.28593,2.07294,1.86139,1.65023,1.44043,1.23012,1.02026,0.811193,0.602507,0.420009,0.232103,0.0687553,-0.121716,-0.312776,-0.510557,-0.696089,-0.88799,-1.07426,-1.25461,-1.42973,-1.5108,-1.54896,-1.53801,-1.50867,-1.44605,-1.35273,-1.22513,-1.08112,-0.936042,-0.757818,-0.565131,-0.360415,-0.1469,0.0295204,0.114918,0.192318,0.241661,0.276116,0.144643,-0.0189024,-0.170551,-0.318154,-0.457146,-0.586361,-0.696611,-0.804403,-0.888401,-0.741338,-0.478271,-0.21468,0.0493274,0.32838,0.552113,0.722554,0.86537,0.814881,0.761454,0.731052,0.702416,0.683362,0.673632,0.488682,0.288608,0.0549702,-0.174288,-0.359033,-0.54713,-0.524148,-0.51695,-0.626712,-0.489369,-0.646335,-0.514741,-0.551085,-0.387949,-0.222033,0.00286516,0.208494,0.409137,0.605486,0.626696,0.637956,0.659288,0.67148,0.712801,0.745316,0.68906,0.519985,0.306964,0.0588457,-0.189991,-0.323064,-0.443244,-0.588829,-0.678749,-0.561084,-0.444831,-0.311498,-0.168282,-0.0186055,0.110733,0.110697,0.0411739,0.00106614,-0.118573,-0.284773,-0.477307,-0.661006,-0.834226,-0.994995,-1.12067,-1.24963,-1.35874,-1.42791,-1.48795,-1.52302,-1.52985,-1.49897,-1.43477,-1.27469,-1.09618,-0.913587,-0.738342,-0.559233,-0.376867,-0.191739,-0.0149503,0.13449,0.285052,0.444225,0.610991,0.807964,1.01041,1.20901,1.41246,1.61623,1.81656,2.01748,2.21894,2.42089,2.62032,2.72235,6
2.78673,2.55133,2.32217,2.0942,1.86874,1.64582,1.42199,1.19788,0.975162,0.752506,0.530534,0.307883,0.329279,0.311328,0.094077,-0.123012,-0.339131,-0.553645,-0.754666,-0.958864,-1.15788,-1.34999,-1.41944,-1.44759,-1.41024,-1.23016,-1.18625,-1.19558,-1.25565,-1.1176,-0.954352,-0.771114,-0.57215,-0.361083,-0.139754,0.0579059,0.179228,0.235243,0.208655,0.179488,0.1294,-0.0791256,-0.285837,-0.499368,-0.701881,-0.890112,-1.06049,-1.20768,-1.35354,-1.33258,-1.1448,-0.906758,-0.64172,-0.479014,-0.214179,0.0665086,0.376912,0.633279,0.798699,0.854864,0.728168,0.593081,0.466425,0.349117,0.242129,0.153368,0.361023,0.548435,0.742216,0.720604,0.511416,0.288883,0.0772292,-0.133269,-0.240379,-0.254241,-0.420855,-0.294454,-0.247737,-0.208345,0.0160062,0.185118,0.397344,0.631906,0.816942,0.625392,0.48908,0.597352,0.603921,0.455403,0.221578,-0.0379282,-0.297215,-0.556218,-0.7372,-0.95135,-1.15961,-1.34597,-1.23769,-1.07384,-0.914244,-0.744965,-0.528999,-0.310231,-0.0892635,0.0491598,0.0842961,0.118414,0.0316706,-0.105477,-0.338747,-0.526325,-0.720158,-0.897759,-1.03743,-1.14876,-1.15518,-1.11913,-1.30068,-1.32659,-1.31528,-1.14669,-0.968776,-0.783649,-0.603934,-0.448641,-0.228029,-0.0156495,0.19815,0.396246,0.337373,0.338758,0.554632,0.770697,0.988719,1.20949,1.42663,1.64409,1.85698,2.07044,2.28001,2.49042,2.6977,2.7903,7
2.86139,2.66203,2.44515,2.22845,2.01087,1.79345,1.5762,1.35917,1.14105,0.922998,0.713426,0.583068,0.486637,0.286411,0.0773759,-0.133259,-0.348598,-0.535497,-0.728276,-0.923005,-1.10445,-1.28431,-1.31678,-1.31882,-1.17451,-1.08143,-1.1423,-1.16241,-1.03339,-0.870324,-0.668234,-0.481192,-0.263302,-0.0201614,0.0964245,0.186599,0.172696,0.151453,0.090346,-0.121989,-0.335935,-0.547964,-0.762358,-0.941559,-1.11842,-1.27295,-1.41342,-1.32181,-1.14115,-0.89756,-0.680991,-0.468216,-0.184716,0.109311,0.393378,0.594864,0.710266,0.639788,0.503211,0.3677,0.257515,0.166053,0.36603,0.579102,0.760218,0.616154,0.397557,0.182222,-0.0326489,-0.243214,-0.460895,-0.401941,-0.328573,-0.380431,-0.524509,-0.367096,-0.32636,-0.372545,-0.153222,0.0682691,0.302135,0.533734,0.732722,0.650506,0.464316,0.31207,0.43698,0.557046,0.585298,0.450683,0.224387,-0.0602561,-0.355476,-0.639845,-0.721979,-0.995915,-1.20018,-1.3735,-1.32719,-1.17083,-1.00341,-0.837531,-0.644538,-0.42954,-0.221679,-0.0119249,0.0692046,0.117968,0.115354,0.0511239,-0.08767,-0.307337,-0.517078,-0.729481,-0.901522,-1.05041,-1.1235,-1.0957,-1.0807,-1.25637,-1.286,-1.25322,-1.08365,-0.905892,-0.717348,-0.52876,-0.341024,-0.127444,0.0818625,0.292339,0.432544,0.410673,0.509653,0.727079,0.944636,1.1623,1.37853,1.59505,1.81183,2.02773,2.24409,2.46059,2.67689,2.86144,7
1.36974,1.1977,1.06002,0.846415,0.646332,0.503746,0.557173,0.605177,0.664648,0.734993,0.798302,0.74592,0.554931,0.325415,0.116925,-0.0975438,-0.302034,-0.492636,-0.687862,-0.887931,-1.08555,-1.27971,-1.46937,-1.64864,-1.78899,-1.71006,-1.54948,-1.36512,-1.17476,-0.980378,-0.783166,-0.583917,-0.392942,-0.237654,-0.133598,0.016828,-0.0688262,-0.0188787,0.0941359,0.0370866,-0.0229474,-0.105514,-0.210342,-0.337181,-0.47405,-0.61858,-0.752382,-0.864008,-0.949303,-1.01223,-1.05062,-1.07673,-1.03019,-0.850826,-0.662706,-0.488744,-0.311305,-0.131102,0.0520435,0.250476,0.421315,0.595005,0.76631,0.795617,0.857116,1.05631,1.2577,1.45204,1.64261,1.83363,2.02504,2.21679,2.40553,2.58961,2.465,2.25653,2.05317,1.84862,1.6476,1.44648,1.24737,1.04843,0.850031,0.815407,0.79297,0.606221,0.419095,0.229719,0.042522,-0.141508,-0.32146,-0.497491,-0.668595,-0.852774,-0.942262,-0.952222,-0.900457,-0.860028,-0.789782,-0.692793,-0.572706,-0.442665,-0.290663,-0.19196,-0.130681,-0.0908261,-0.0888982,-0.209909,-0.149413,-0.224162,-0.327814,-0.478787,-0.666672,-0.85712,-1.04149,-1.22276,-1.40627,-1.57801,-1.72573,-1.67476,-1.53795,-1.39526,-1.23359,-1.06121,-0.879313,-0.689158,-0.517996,-0.361041,-0.194316,-0.0206429,0.149575,0.314059,0.514145,0.683366,0.655614,0.602568,0.560744,0.52542,0.496512,0.663137,0.861209,1.05486,1.25189,1.37407,5
2.58394,2.32248,2.06287,1.80403,1.54601,1.28836,1.02949,0.79458,0.537042,0.279616,0.0209051,-0.213377,-0.155475,-0.294844,-0.520994,-0.736885,-0.934472,-1.11314,-1.27504,-1.39207,-1.49714,-1.51088,-1.30476,-1.09944,-0.870884,-0.639264,-0.398803,-0.15098,0.0990586,0.353645,0.610345,0.869806,1.13126,1.36435,1.49063,1.56405,1.32111,1.06239,0.809339,0.551312,0.299697,0.0427436,-0.206747,-0.461943,-0.708083,-0.951344,-1.20057,-1.43576,-1.67588,-1.90844,-1.84769,-1.61351,-1.29112,-0.964371,-0.631097,-0.297738,0.0356825,0.309173,0.553949,0.663752,0.553291,0.379021,0.216069,0.043339,-0.161045,-0.214396,-0.0449215,0.208321,0.445652,0.212642,-0.0474631,-0.299703,-0.360667,-0.228286,-0.0772379,-0.28831,-0.365623,-0.244187,-0.0209068,0.259027,0.511526,0.336696,0.0943357,0.152332,0.333842,0.488561,0.595016,0.500213,0.223239,-0.0894921,-0.351262,-0.610637,-0.899015,-1.22946,-1.51076,-1.69895,-1.79705,-1.54612,-1.30231,-1.05467,-0.812943,-0.567936,-0.306049,-0.0645775,0.192003,0.44314,0.695328,0.953639,1.2071,1.38946,1.30487,1.16164,0.897678,0.636485,0.377667,0.122057,-0.130641,-0.376608,-0.619678,-0.850486,-1.06916,-1.28401,-1.27985,-1.21427,-1.11197,-0.975553,-0.817166,-0.644016,-0.45386,-0.224238,-0.100335,-0.193246,-0.189653,0.0651179,0.316547,0.572747,0.83282,1.08624,1.33489,1.5903,1.85073,2.10454,2.35696,2.58476,4
