f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,class
-0.530651,-0.472627,-0.32257,-0.0527975,0.170406,0.461402,0.658871,0.916409,1.12082,1.28873,1.42996,1.45887,1.42,1.29804,1.1463,0.997247,0.876331,0.679219,0.456924,0.211133,-0.0533492,-0.280188,-0.417556,-0.471653,-0.363297,-0.19458,-0.0226822,0.201106,0.456859,0.687299,0.920238,1.19517,1.41487,1.46439,1.42428,1.37184,1.3929,1.44498,1.49788,1.43794,1.43369,1.38135,1.25245,1.00017,0.748211,0.514201,0.244883,0.0049343,-0.249975,-0.443226,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,-1.07351,8
-0.42801,-0.370228,-0.172395,0.00653282,0.268738,0.5169,0.773465,0.936019,1.10393,1.22464,1.3213,1.34815,1.34685,1.25203,1.03967,0.878698,0.688835,0.449795,0.218063,0.00883488,-0.234666,-0.442484,-0.449908,-0.346632,-0.175992,0.0527755,0.276277,0.500757,0.746703,0.974319,1.2211,1.37928,1.34676,1.27675,1.29868,1.35404,1.39335,1.34587,1.33203,1.32443,1.41611,1.43977,1.31851,1.04459,0.805981,0.552121,0.322117,0.0682568,-0.152712,-0.357394,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,-1.10142,8
-0.448919,-0.402506,-0.252043,-0.0239036,0.223449,0.463582,0.69985,0.896896,1.11904,1.25509,1.39643,1.41852,1.35821,1.26143,1.12984,0.985117,0.816606,0.671997,0.424872,0.182493,-0.020294,-0.295869,-0.38804,-0.442609,-0.374312,-0.211173,-0.00528747,0.2272,0.466481,0.687771,0.929865,1.09769,1.28354,1.43904,1.38117,1.31503,1.32464,1.38637,1.47192,1.40905,1.37645,1.398,1.31006,1.17648,0.932565,0.678392,0.424787,0.150519,-0.118632,-0.32844,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,-1.09528,8
-0.456173,-0.418026,-0.235531,-0.00329937,0.238499,0.51778,0.760604,1.02326,1.15402,1.30254,1.35445,1.39452,1.36848,1.2484,1.08063,0.861434,0.648065,0.427211,0.169418,-0.015341,-0.237522,-0.43888,-0.534941,-0.433267,-0.270418,-0.0341428,0.199567,0.434122,0.671092,0.903564,1.14005,1.35239,1.44833,1.4458,1.29291,1.33208,1.33604,1.43481,1.43421,1.46279,1.53598,1.41227,1.22513,0.995008,0.751973,0.482047,0.25552,-0.00592499,-0.257079,-0.471746,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,-1.07609,8
-0.385436,-0.364324,-0.196996,0.00607373,0.242932,0.465186,0.7306,0.923205,1.11987,1.27314,1.39929,1.4247,1.34025,1.20629,1.08705,0.92901,0.781049,0.591307,0.374103,0.118086,-0.076341,-0.285944,-0.404412,-0.365027,-0.246429,-0.0682453,0.139301,0.347317,0.581259,0.801795,1.03847,1.26156,1.375,1.34317,1.2871,1.33632,1.3345,1.36633,1.39486,1.37695,1.3623,1.41683,1.32562,1.08806,0.833996,0.561397,0.330032,0.104654,-0.0837079,-0.292452,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,-1.10832,8
-0.445395,-0.390365,-0.193836,0.0185006,0.169766,0.400196,0.672012,0.86322,1.01911,1.20176,1.35098,1.38157,1.31822,1.18781,1.07967,0.923239,0.783184,0.624164,0.460246,0.258969,0.081826,-0.167388,-0.352075,-0.498021,-0.419397,-0.235733,-0.0157619,0.220018,0.463371,0.716583,0.951281,1.18598,1.40231,1.50002,1.47228,1.37502,1.32787,1.3801,1.43318,1.46395,1.4253,1.4232,1.35867,1.13149,0.915185,0.646375,0.378316,0.114315,-0.14668,-0.382701,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,-1.0944,8
-0.473978,-0.399189,-0.22821,-0.0200787,0.20018,0.405942,0.596325,0.832277,1.10079,1.28027,1.35751,1.48906,1.4886,1.39486,1.29622,1.12045,0.984766,0.782998,0.577949,0.469917,0.260987,-0.0311216,-0.28642,-0.419791,-0.439765,-0.37365,-0.247071,-0.0217052,0.223721,0.455478,0.700875,0.952436,1.1814,1.38117,1.41227,1.39375,1.41127,1.41641,1.45507,1.37834,1.39675,1.34596,1.30977,1.12758,0.860412,0.594384,0.345449,0.0801347,-0.169486,-0.36138,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,-1.08633,8
-0.460412,-0.382495,-0.203564,0.0391764,0.272531,0.467096,0.672659,0.967335,1.14251,1.29755,1.29028,1.37925,1.3367,1.21734,1.15215,0.981527,0.764118,0.643031,0.488978,0.323024,0.111156,-0.146173,-0.363016,-0.485998,-0.393945,-0.196609,0.0338048,0.277987,0.524601,0.763072,1.02365,1.26249,1.4136,1.42887,1.3928,1.41239,1.40156,1.36741,1.3388,1.32223,1.3736,1.36438,1.28587,1.05113,0.784446,0.542101,0.280843,0.0228919,-0.250467,-0.351708,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,-1.09935,8
-0.473451,-0.422293,-0.263852,-0.0408122,0.206654,0.446815,0.715265,1.00617,1.21262,1.4057,1.50002,1.41656,1.3684,1.18918,1.02068,0.936598,0.747983,0.566612,0.355456,0.100297,-0.146181,-0.308753,-0.433279,-0.45549,-0.302886,-0.0968191,0.116911,0.35399,0.592265,0.83132,1.0649,1.31805,1.43177,1.40399,1.36472,1.35619,1.41114,1.40261,1.39402,1.42345,1.44922,1.34376,1.1749,0.923487,0.723587,0.492076,0.283075,0.03549,-0.208863,-0.366017,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,-1.08557,8
-0.494366,-0.394255,-0.235498,-0.0045411,0.239943,0.477579,0.732279,0.854707,1.03943,1.20424,1.27895,1.37601,1.26097,1.14311,0.985382,0.879392,0.618784,0.475695,0.316539,0.0513076,-0.216407,-0.457809,-0.482294,-0.432125,-0.242262,-0.0141013,0.2039,0.446815,0.690443,0.93233,1.1789,1.4235,1.49507,1.43186,1.35946,1.39099,1.38166,1.37672,1.43814,1.50794,1.55865,1.4947,1.27296,1.03113,0.775971,0.507229,0.227701,0.0416903,-0.224939,-0.44548,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,-1.08193,8
-0.437925,-0.401301,-0.217181,0.00935809,0.25386,0.490746,0.696986,0.957266,1.16351,1.27668,1.39438,1.38334,1.37105,1.27301,1.23439,1.04617,0.832709,0.592668,0.316366,0.0417338,-0.198884,-0.413408,-0.498155,-0.403941,-0.323411,-0.1365,0.0719856,0.303713,0.532923,0.769384,1.0046,1.24601,1.33728,1.36589,1.33628,1.33418,1.35964,1.41183,1.36799,1.32742,1.35573,1.38173,1.26233,1.1318,0.867816,0.623678,0.372349,0.120807,-0.11532,-0.3083,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,-1.09218,8
-0.502353,-0.409175,-0.226553,0.0243793,0.282746,0.491471,0.735379,0.900695,1.17055,1.35235,1.46185,1.48637,1.41588,1.3046,1.10442,0.955748,0.693932,0.486662,0.293789,0.171281,-0.0627555,-0.28382,-0.397468,-0.491596,-0.368487,-0.151251,0.053709,0.298313,0.544657,0.771986,1.01646,1.27929,1.36155,1.36193,1.34801,1.36409,1.37823,1.45122,1.39459,1.36551,1.41313,1.41547,1.30191,1.02349,0.768474,0.540544,0.275438,0.0128942,-0.246802,-0.44942,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,-1.08278,8
-0.403459,-0.349896,-0.201054,0.0237849,0.271698,0.503894,0.747934,0.946939,1.18978,1.29799,1.34383,1.3559,1.33224,1.21207,1.02268,0.881114,0.721988,0.582091,0.292655,0.0416204,-0.215127,-0.41207,-0.447239,-0.375618,-0.221453,-0.000515905,0.226887,0.458023,0.714938,0.950729,1.1829,1.403,1.42802,1.34609,1.30794,1.33349,1.34556,1.33425,1.35894,1.38968,1.46498,1.37198,1.25254,0.991527,0.72929,0.50682,0.248373,0.00893133,-0.201388,-0.35076,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,-1.09815,8
-0.401188,-0.343148,-0.191103,0.0439265,0.31016,0.553276,0.780382,0.933111,1.10332,1.31849,1.35889,1.35071,1.31559,1.23759,1.11303,0.918993,0.665378,0.501757,0.311106,0.126063,-0.126867,-0.388634,-0.458575,-0.416382,-0.318856,-0.101075,0.117781,0.348604,0.608218,0.83803,1.09673,1.34252,1.38651,1.3929,1.35449,1.29961,1.32641,1.38302,1.36808,1.35015,1.41478,1.41657,1.32521,1.0801,0.845008,0.573883,0.331615,0.0644687,-0.161496,-0.37207,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,-1.09757,8
-0.492629,-0.427151,-0.246193,-0.0221741,0.215104,0.464714,0.732863,0.923904,1.12169,1.29989,1.42956,1.47675,1.40397,1.26894,1.14747,0.980703,0.786009,0.563647,0.306481,0.10926,-0.145631,-0.378779,-0.516169,-0.502489,-0.394538,-0.178271,0.0473773,0.27165,0.503309,0.75247,0.97854,1.19655,1.40745,1.4579,1.41902,1.40099,1.44953,1.49107,1.47644,1.46562,1.53161,1.38453,1.20068,0.975,0.7357,0.471399,0.221452,-0.0240842,-0.263834,-0.479398,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,-1.0666,8
-0.426242,-0.369985,-0.167664,0.0755915,0.30617,0.568606,0.768281,0.923788,1.07044,1.17538,1.26806,1.29367,1.20901,1.07573,0.96792,0.830712,0.631661,0.501619,0.22397,0.00650993,-0.204005,-0.371197,-0.481912,-0.40188,-0.209995,0.028594,0.248001,0.502685,0.735027,0.94172,1.17634,1.44466,1.50077,1.44422,1.27717,1.24219,1.25248,1.32942,1.39983,1.42547,1.41504,1.47493,1.35195,1.16017,0.882927,0.637541,0.352873,0.105172,-0.156714,-0.317402,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,-1.10398,8
-0.561635,-0.48968,-0.304705,-0.0394251,0.227992,0.455285,0.766702,1.02842,1.30892,1.45724,1.50161,1.54419,1.41951,1.22796,1.05179,0.832587,0.666335,0.438244,0.429723,0.438899,0.368141,0.325595,0.0511673,-0.194848,-0.316788,-0.478965,-0.517863,-0.344743,-0.0954219,0.171254,0.437987,0.705347,0.967749,1.24109,1.44431,1.51455,1.43889,1.43684,1.53396,1.53712,1.58522,1.58602,1.47887,1.23824,0.974674,0.651032,0.354434,0.0583201,-0.269368,-0.542855,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,-1.058,8
-0.503191,-0.44443,-0.273874,-0.0443496,0.199347,0.448803,0.689224,0.934507,1.21038,1.29635,1.32755,1.37404,1.30966,1.23562,1.11206,0.889506,0.720776,0.527253,0.261142,-0.00121038,-0.276977,-0.495949,-0.548951,-0.480983,-0.280012,-0.0666951,0.147415,0.386146,0.627739,0.850091,1.09155,1.33793,1.45297,1.41904,1.29862,1.25834,1.33455,1.36038,1.41083,1.46132,1.50697,1.50435,1.31345,1.10672,0.860884,0.629705,0.3358,0.0518257,-0.209906,-0.423878,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,-1.07441,8
-0.485749,-0.444881,-0.266684,-0.00851603,0.203395,0.456616,0.711662,0.908586,1.08605,1.24396,1.35069,1.41697,1.36279,1.23995,1.10327,0.88188,0.673561,0.467834,0.437035,0.256424,0.0950985,-0.156356,-0.3829,-0.506301,-0.448738,-0.233058,-0.0499147,0.21055,0.436711,0.689873,0.943065,1.19629,1.42551,1.49173,1.41043,1.41261,1.41244,1.44812,1.40095,1.38956,1.41444,1.43517,1.36468,1.14293,0.890124,0.62804,0.358802,0.094274,-0.161509,-0.378042,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,-1.08565,8
-0.471729,-0.456997,-0.29063,-0.0576262,0.217622,0.426714,0.569258,0.796802,1.03842,1.23029,1.38375,1.47064,1.41649,1.37448,1.23857,1.08309,0.988822,0.849007,0.533705,0.332564,0.125453,-0.0706475,-0.262487,-0.450037,-0.463958,-0.334645,-0.150876,0.0574957,0.309522,0.546876,0.803943,1.03515,1.28675,1.37616,1.38129,1.36155,1.4539,1.36422,1.377,1.40034,1.43758,1.46644,1.37655,1.10988,0.868029,0.58879,0.337004,0.0566556,-0.141995,-0.375719,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,-1.08478,8
