f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,class
917.076,917.029,916.927,916.872,916.838,916.532,916.268,916.023,916.006,915.662,915.502,915.465,915.44,915.625,916.547,920.247,930.097,951.043,979.804,1013.54,1051.92,1090.78,1126.86,1158.76,1187.81,1215,1238.9,1261.8,1285.38,1307.89,1328.82,1347.78,1364.64,1378.16,1388.46,1395.17,1397.31,1396.6,1396.01,1396.1,1396.18,1396.63,1397.55,1397.91,1397.95,1397.84,1397.48,1396.85,1396.23,1394.38,1389.91,1379.28,1359.62,1333.2,1302.65,1270.37,1239.15,1211.63,1189.63,1168.9,1148.45,1124.97,1099.84,1074.8,1048.64,1022.34,996.198,970.623,945.407,921.642,900.894,886.153,883.03,884.78,889.992,895.132,897.842,899.343,900.402,901.274,901.67,901.863,902.064,902.283,902.623,902.995,903.355,903.462,903.498,903.377,903.186,903.11,903.019,903.066,903.183,903.519,903.728,903.835,903.914,903.928,903.919,903.915,903.91,903.888,903.869,903.859,903.835,903.712,903.488,903.207,902.886,902.584,902.375,902.155,901.919,901.776,901.677,901.662,901.707,901.949,902.137,902.32,902.537,902.705,902.824,902.843,902.85,902.885,902.934,902.954,902.997,903.06,903.123,903.178,903.272,903.313,903.448,903.608,903.892,904.18,904.38,904.587,904.781,904.979,905.19,905.392,905.647,905.833,906.03,906.302,1
922.714,922.673,922.671,922.64,922.572,922.483,922.461,922.458,922.455,922.436,922.416,922.364,922.383,922.426,922.466,922.517,922.504,923.177,929.173,943.648,966.802,996.456,1030,1065.95,1101.54,1133.78,1163.67,1191.01,1217.4,1242.01,1266.34,1289.84,1314.03,1334.52,1352.62,1367.42,1379.48,1389.64,1395.34,1397.22,1396.64,1396.38,1395.58,1395.13,1395.15,1394.82,1394.95,1394.64,1394.38,1393.63,1392.96,1391.63,1389.16,1382.29,1368.41,1346.87,1319.54,1287.16,1252.29,1218.96,1188.31,1165.97,1146.11,1128.14,1107.78,1087.43,1065.58,1041.78,1017.17,992.851,964.87,935.176,908.447,890.801,885.548,885.986,891.715,898.317,902.828,906.314,908.631,910.511,912.125,913.705,914.644,915.078,914.797,914.268,913.382,912.488,911.935,911.84,911.985,912.476,912.861,913.038,913.101,913.148,913.179,913.249,913.359,913.534,913.704,913.992,914.369,914.659,914.862,915.018,915.157,915.221,915.214,915.191,915.178,915.124,915.071,915.032,914.935,914.757,914.567,914.285,914.013,913.705,913.496,913.34,913.259,913.272,913.266,913.235,913.219,913.243,913.219,913.086,912.904,912.751,912.63,912.504,912.289,912.096,912.089,912.022,912.001,911.997,911.955,911.832,911.687,911.553,911.457,911.42,911.304,911.205,1
927.144,926.819,926.505,926.447,926.349,926.388,926.415,926.656,926.828,926.993,927.211,927.499,927.771,930.155,937.677,954.833,983.325,1022.09,1069.1,1117.3,1162.21,1201.27,1235.36,1264.03,1288.83,1310.89,1330.62,1347.47,1360.7,1373.21,1383.09,1391.94,1397.87,1402.76,1404.1,1404.27,1404.99,1405.22,1405.17,1404.75,1405.22,1405.38,1404.98,1404.03,1401.91,1397.48,1388.71,1371.83,1347.49,1317.32,1283.41,1249.89,1219.03,1192.37,1171.13,1152.6,1134.31,1113.66,1092.26,1070,1048.96,1029.64,1011.82,994.138,975.143,955.29,935.328,918.34,909.354,906.384,907.126,909.516,911.332,912.18,912.511,912.932,913.348,914.096,914.766,915.254,915.411,915.396,915.429,915.438,915.478,915.549,915.597,915.602,915.597,915.562,915.427,915.126,914.738,914.261,913.946,913.658,913.395,913.105,912.835,912.62,912.376,912.236,912.143,912.129,912.115,912.027,911.942,911.789,911.594,911.438,911.321,911.243,911.13,910.968,910.825,910.657,910.548,910.291,910.072,909.828,909.648,909.579,909.582,909.729,909.891,910.213,910.461,910.754,911.004,911.12,911.234,911.329,911.381,911.491,911.575,911.701,911.752,911.797,911.856,912.012,912.192,912.324,912.467,912.57,912.678,912.814,913.03,913.269,913.438,913.551,1
927.375,927.287,927.162,927.16,927.16,927.16,927.156,927.196,927.272,927.285,927.339,927.264,927.118,926.96,926.755,927.123,931.809,945.895,971.567,1006.7,1049.12,1093.32,1134.92,1171.09,1202.77,1230.56,1255.13,1276.94,1298.8,1320.7,1339.24,1355.77,1368.45,1377.17,1381.77,1382.36,1381.28,1380.37,1379.48,1379.2,1379.75,1379.77,1379.72,1379.84,1379.87,1379.43,1378.72,1376.68,1370.39,1357.87,1339.34,1315.18,1287.19,1258.53,1231.21,1206.9,1183.92,1163.77,1144.64,1122.47,1098.95,1071.94,1044.08,1015.53,986.528,957.672,931.406,910.216,897.221,894.278,896.149,901.047,905.687,909.17,911.214,912.728,913.893,914.814,915.838,916.72,917.301,917.272,916.885,916.043,915.296,914.845,914.633,914.475,914.321,913.947,913.468,913.14,912.878,912.811,912.815,912.849,912.949,913.128,913.279,913.454,913.648,913.879,913.99,914.136,914.321,914.398,914.434,914.489,914.518,914.484,914.483,914.467,914.411,914.37,914.334,914.288,914.272,914.295,914.301,914.312,914.355,914.392,914.493,914.657,914.801,914.927,914.996,915.05,915.079,915.108,915.133,915.143,915.137,915.157,915.208,915.34,915.436,915.619,915.662,915.688,915.654,915.568,915.367,915.216,914.978,914.727,914.57,914.589,914.816,914.795,1
831.399,831.152,830.887,830.75,830.66,830.65,830.607,830.603,830.588,830.621,830.63,830.739,830.565,830.055,829.565,831.337,837.185,851.141,871.475,893.956,915.274,933.175,946.393,954.554,957.332,955.61,951.547,945.81,937.399,931.525,931.225,935.564,937.291,937.298,936.417,935.069,935.032,935.717,935.717,938.381,945.404,900.737,897.983,896.239,892.826,889.407,885.758,881.668,1201.27,1231.64,1261.57,1286.1,1307.99,1327.32,1343.98,1356.53,1364.38,1367.87,1367.91,1367.82,1367.39,1366.92,1367,1366.64,1366.32,1366.4,1366.07,1366.27,1366.26,1366.66,1366.95,1367.38,1368.05,1368.49,1367.4,1361.76,1347.58,1323.38,1289.52,1248.33,1209.21,1164.99,1125.7,1089.82,1055.36,1027.43,1003.92,984.439,969.354,958.328,949.406,942.645,938.438,936.992,936.095,936.243,937.042,940.271,944.41,949.559,953.53,957.779,962.154,967.032,973.225,978.721,981.897,978.64,966.109,944.616,919.25,890.517,862.06,838.011,820.785,811.757,810.427,814.862,818.166,816.381,814.921,815.669,817.903,820.809,823.133,825.288,827.347,829.362,830.456,831.195,831.868,833.01,834.36,835.905,836.849,837.284,837.385,837.392,836.837,835.847,834.872,834.302,834.038,834,834.081,834.036,834.033,833.791,833.323,832.947,1
265.897,265.902,265.967,266.168,266.035,266.086,266.122,266.188,266.237,266.28,266.256,266.507,266.585,266.533,266.536,266.584,266.653,266.609,266.867,266.92,267.033,267.11,267.121,267.601,270.219,272.987,276.493,278.341,279.074,279.847,278.861,278.286,278.919,281.197,283.473,284.98,285.662,285.906,287.306,291.046,298.577,310.919,326.176,345.759,368.896,388.571,408.237,426.093,443.031,459.263,474.912,487.06,493.449,497.338,498.666,498.84,498.955,499.206,499.533,499.446,499.361,499.492,499.541,499.355,499.164,499.487,499.17,499.129,498.9,497.862,496.419,493.632,487.847,479.692,469.597,457.357,443.881,429.568,415.705,401.924,389.081,374.975,361.267,348.281,335.794,324.5,314.937,306.511,300.558,296.43,293.217,291.151,289.909,289.23,288.94,288.56,288.478,287.784,287.289,286.7,286.611,286.718,286.962,287.317,288.134,289.252,290.836,292.331,293.364,292.271,289.693,286.678,282.764,278.709,275.112,272.468,270.438,269.102,268.597,268.452,268.326,268.373,268.621,268.988,269.524,270.178,270.307,270.351,270.407,270.277,270.114,269.924,269.888,270.07,270.066,270.492,270.646,270.995,271.316,271.718,272.138,272.435,272.894,273.046,273.002,273.012,273.275,273.236,273.336,273.489,1
947.089,947.117,947.124,947.171,947.256,947.481,947.687,947.993,948.215,948.498,948.707,949.103,949.395,949.737,950.159,950.85,951.855,954.89,963.344,980.132,1006.7,1040.18,1078.97,1118.92,1157.02,1190.15,1218.53,1242.47,1262.57,1280.24,1299.1,1317.18,1332.15,1346.53,1360.76,1373.33,1385.23,1394.24,1402.75,1406.9,1407.35,1407.79,1407.66,1408.35,1409.45,1409.94,1410.58,1410.61,1410.55,1406.47,1395.37,1375.95,1350.4,1322.33,1292.36,1263.01,1235.68,1211.17,1192.55,1178.58,1163.34,1143.59,1119.4,1093.73,1063.97,1032.05,997.302,962.914,930.937,912.311,909.051,910.936,918.512,924.844,928.444,929.805,930.237,930.589,931.871,933.971,936.19,938.08,939.466,940.835,941.975,943.168,944.807,946.448,948.019,949.25,949.893,949.882,949.556,948.867,948.207,947.616,947.004,946.319,945.748,945.13,944.527,944.089,943.683,943.306,942.951,942.68,942.386,942.2,942.07,941.922,941.751,941.552,941.248,940.754,940.46,940.349,940.293,940.335,940.426,940.473,940.542,940.52,940.444,940.471,940.489,940.586,940.7,940.886,940.936,941.045,941.206,941.399,941.533,941.68,941.847,941.953,941.988,942.04,942.059,942.127,942.202,942.2,942.195,942.15,942.115,942.037,941.978,941.94,941.942,941.918,1
907.285,907.273,907.261,907.354,907.399,907.665,907.973,908.183,908.405,908.618,908.834,909.011,909.209,909.375,909.532,910.958,918.193,937.128,967.477,1004.61,1046.53,1087.05,1124.6,1156.49,1183.33,1206.21,1226.56,1244.63,1262.37,1281.41,1300.27,1318.22,1335.93,1352.67,1367.48,1379.1,1386.87,1389.62,1388,1387.05,1385.83,1385.05,1385.1,1384.72,1384.21,1382.76,1379.3,1372.21,1359.74,1340.39,1315.97,1288.09,1259.02,1230.25,1203.26,1179.73,1162.27,1148.94,1136.94,1127.89,1116.71,1102.41,1087.19,1069.05,1049.42,1025.91,1002.55,977.432,950.655,924.314,902.83,891.472,890.013,894.181,901.619,908.125,912.377,914.936,916.521,917.548,918.373,919.002,919.367,919.262,918.532,917.219,915.894,914.978,914.719,914.711,914.988,915.291,915.527,915.648,915.819,915.942,916.111,916.299,916.501,916.664,916.848,916.954,916.969,916.932,916.87,916.643,916.436,916.276,916.045,915.849,915.711,915.66,915.546,915.521,915.479,915.344,915.242,915.094,915.035,915.053,915.017,915.046,915.105,915.019,914.909,914.764,914.749,914.727,914.746,914.808,914.986,915.161,915.259,915.357,915.439,915.475,915.526,915.628,915.724,915.825,915.95,916.039,916.178,916.334,916.408,916.476,916.516,916.634,916.759,916.929,1
286.492,286.54,286.628,286.527,286.932,286.691,286.71,286.573,286.314,286.033,285.878,285.4,285.346,285.174,285.176,284.978,284.886,284.681,284.072,283.554,283.257,282.749,282.252,282.096,281.873,281.537,281.338,281.045,281.029,280.848,281.051,281.791,284.375,291.07,301.711,313.305,323.57,337.201,337.201,377.4,409.23,426.322,435.956,447.008,457.466,470.784,486.674,501.891,513.776,520.318,523.126,522.509,523.966,525.25,524.842,525.144,525.819,525.841,526.33,526.456,526.711,526.573,526.422,526.464,525.998,526.164,525.714,522.964,518.161,510.408,497.802,481.851,466.827,452.863,438.275,424.151,419.516,399.73,378.025,343.285,326.831,311.653,294.745,281.195,272.379,267.619,266.527,266.463,266.246,266.002,265.671,265.385,265.356,265.731,266.496,267.41,267.853,268.339,268.389,268.817,270.12,271.619,273.217,274.967,277.333,280.241,283.391,284.461,284.956,284.492,283.544,282.842,282.272,281.976,281.876,281.99,281.979,282.106,281.996,282.091,282.112,282.128,282.24,282.493,282.509,282.336,282.419,282.427,282.13,282.135,281.922,281.54,281.458,281.479,281.264,281.237,280.981,280.801,280.523,279.95,279.446,279.035,278.557,278.403,278.084,278.179,278.012,277.952,277.948,277.857,1
256.433,256.517,256.456,256.438,256.323,256.341,256.399,256.411,256.447,256.477,256.438,256.531,256.524,256.643,256.833,256.945,257.349,257.521,257.918,258.105,258.06,258.08,258.112,258.142,258.232,258.221,258.382,258.684,259.765,262.197,266.622,270.508,272.722,273.49,273.451,272.384,271.429,272.4,273.152,275.853,278.174,280.639,284.28,290.775,300.855,309.331,324.148,349.552,372.433,393.935,416.824,437.956,456.901,474.778,490.699,501.796,507.186,509.939,510.207,511.29,510.426,511.107,511.081,511.251,510.612,510.785,510.634,510.281,508.961,509.182,507.789,507.44,507.416,506.878,506.382,506.285,504.482,503.042,498.435,491.819,482.874,470.954,458.447,444.791,429.448,414.058,398.922,383.329,367.401,353.867,342.423,330.161,319.152,309.971,303.125,296.956,291.836,288.466,286.474,284.88,283.651,283.375,283.734,284.21,283.97,284.451,284.527,284.931,285.551,285.907,286.493,286.083,285.187,283.772,280.409,275.893,271.643,267.48,265.373,264.908,264.714,264.728,264.451,263.877,263.147,262.719,262.802,263.054,263.466,263.374,263.457,263.308,263.194,263.067,263.066,262.961,262.934,262.919,263.232,263.299,263.513,263.592,263.683,263.892,263.928,263.952,263.856,263.951,264.054,264.048,1
906.735,906.515,906.304,906.115,905.939,905.9,905.817,905.824,905.828,905.819,905.74,905.615,905.524,905.339,905.184,905.384,908.79,920.516,944.1,975.016,1012.08,1051.98,1091.93,1129.28,1163.93,1195.2,1223.86,1249.66,1274.67,1299.29,1323.17,1343.45,1361.03,1373.68,1382.47,1389.82,1392.06,1390.28,1390.12,1389.96,1389.76,1389.72,1389.81,1390.01,1390.31,1390.27,1390.25,1388.87,1383.09,1370.25,1347.57,1318.17,1285.33,1251.43,1219.77,1196.04,1174.13,1155.77,1134.74,1109.95,1083.28,1053.07,1022.19,990.75,958.625,927.914,902.493,887.725,884.834,887.682,893.21,896.655,897.522,897.773,898.179,899.228,900.399,900.877,901.012,900.987,901.115,901.343,901.455,901.417,901.135,900.982,900.919,900.917,900.942,900.936,900.962,901.038,901.078,901.121,901.252,901.495,901.872,902.253,903.042,903.92,904.852,905.879,906.791,907.461,907.875,908.28,908.472,908.495,908.458,908.227,907.938,907.66,907.394,906.916,906.389,905.897,905.409,904.919,904.396,904.1,903.86,903.736,903.681,903.674,903.774,904.048,904.355,904.587,904.741,904.814,904.865,904.861,904.872,904.824,904.759,904.641,904.558,904.398,904.32,904.243,904.167,904.093,904.057,904.014,903.951,903.883,903.854,903.832,903.823,903.864,1
