f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,class
-1.06013,-2.72348,-3.08343,-3.95557,-4.1189,-3.77593,-2.34436,-1.38187,-1.11412,-0.496219,-0.100794,0.0952309,-0.0754742,-0.0254094,-0.071363,-0.149277,-0.0151367,-0.0713023,-0.0175813,-0.0043352,-0.13493,0.00921885,0.021283,-0.149222,-0.157611,-0.0774187,-0.16838,-0.132623,-0.143195,-0.203236,-0.250899,-0.356044,-0.407659,-0.461149,-0.520287,-0.613906,-0.647496,-0.407814,-0.289548,-0.387849,-0.312923,-0.200661,-0.194986,-0.201995,-0.232588,-0.0507064,-0.0601803,0.144414,0.12393,0.033683,-0.0767697,0.0214433,0.0509456,-0.0870131,-0.0236033,0.00729838,0.00919362,-0.187831,-0.0195653,0.0708661,-0.0188798,0.0679433,0.0263722,0.103176,0.189313,0.272437,0.154648,0.314261,0.31128,0.158576,0.340185,0.33224,0.44803,0.445418,0.506445,0.600227,0.594576,0.610184,0.6403,0.546624,0.490354,0.568088,0.73602,0.597044,0.504577,0.498199,0.408207,0.395787,0.434084,0.334247,0.524559,0.439763,0.414425,0.489275,0.65441,0.811517,1.06298,1.2332,1.40053,1.6613,2.15037,2.36859,2.21889,2.15692,1.98345,1.7566,1.78369,1.42084,1.0324,0.705355,0.442512,0.0814005,-0.140523,-0.256166,-0.373219,-0.408497,-0.329266,-0.417798,-0.310307,-0.406352,-0.403739,-0.112426,-0.215102,-0.358265,-0.400015,-0.363173,-0.388595,-0.283416,0.0966046,0.695765,1.37231,1.30462,0.78237,-0.0695947,-0.764278,-1.47237,-1.37517,-0.917934,-0.492686,-1.24043,1
-1.63989,-4.35806,-5.08004,-4.77553,-3.77271,-2.36202,-1.51847,-1.31983,-0.397893,-0.0990314,-0.227552,-0.162615,-0.108462,-0.186062,-0.114637,-0.142926,-0.129498,-0.0778212,-0.255458,-0.237164,-0.307254,-0.349845,-0.426099,-0.252585,-0.396435,-0.357525,-0.277423,-0.44409,-0.499771,-0.601647,-0.543509,-0.640737,-0.748965,-0.689267,-0.783345,-0.711052,-0.812515,-0.711222,-0.51682,-0.614645,-0.510139,-0.438323,-0.385504,-0.211193,-0.0898545,-0.0278069,-0.197847,-0.0792021,0.0338846,-0.013922,0.10987,-0.0858404,0.126882,0.0619684,0.0304524,0.130412,0.00539714,0.0253842,-0.00224044,0.219045,0.141236,0.121034,0.263768,0.167417,0.19835,0.229527,0.331422,0.431817,0.374091,0.463838,0.510078,0.595551,0.603182,0.580663,0.654812,0.563625,0.535464,0.568283,0.516573,0.502136,0.523345,0.523959,0.455651,0.410302,0.351065,0.440434,0.343929,0.433754,0.447075,0.37994,0.394959,0.363418,0.391672,0.443188,0.349887,0.350638,0.427512,0.455015,0.536797,0.526508,0.666455,0.78588,0.925612,1.30989,1.55486,1.50238,1.3241,0.937614,0.841688,0.719796,0.707737,0.815159,0.658084,0.293566,-0.062801,-0.110418,-0.13632,-0.0821491,-0.171207,-0.0955895,-0.115676,-0.179782,-0.0658412,-0.0888289,-0.0516376,0.0177466,-0.0752741,0.0189211,0.236231,0.828272,1.53883,1.44213,1.32287,1.1797,0.900273,0.419229,0.787856,1.51504,1.28749,-1.25479,1
0.00805391,-2.54006,-3.59622,-4.00242,-3.95511,-3.48596,-2.44319,-1.72382,-1.5595,-0.792355,-0.402107,-0.45896,-0.348185,-0.314424,-0.233725,-0.318763,-0.369365,-0.311898,-0.398354,-0.287886,-0.29184,-0.337969,-0.364411,-0.41143,-0.420431,-0.450973,-0.432225,-0.55266,-0.587774,-0.576203,-0.697058,-0.706593,-0.714934,-0.824939,-0.802354,-0.778082,-0.705556,-0.761192,-0.694994,-0.549646,-0.540904,-0.504849,-0.493342,-0.303215,-0.234212,-0.1661,-0.176158,-0.0865924,0.0259431,0.0346438,0.0776352,0.0965928,0.0121626,0.0957298,0.10475,0.145943,0.0890767,0.0989879,0.23821,0.211137,0.227184,0.215552,0.282553,0.35137,0.288791,0.369006,0.3669,0.326301,0.428053,0.467799,0.502874,0.581955,0.60636,0.503818,0.508454,0.580918,0.508942,0.571977,0.530579,0.485204,0.519313,0.459844,0.516088,0.455487,0.419857,0.386554,0.337987,0.371193,0.311377,0.376135,0.320195,0.34005,0.287327,0.28664,0.368027,0.382774,0.607354,0.798851,0.949204,1.11571,1.24671,1.52797,1.8844,1.99808,1.94481,1.89507,1.72585,1.53941,1.25668,0.995591,0.583469,0.209492,-0.0966435,-0.312751,-0.339982,-0.345873,-0.302976,-0.336739,-0.375262,-0.343933,-0.436226,-0.415271,-0.338018,-0.324544,-0.381087,-0.280442,-0.254152,-0.381531,-0.0629063,0.419644,0.897243,1.0669,1.32848,1.55875,1.4016,1.02079,0.919811,1.36651,1.60879,-0.912211,1
-1.29401,-2.0273,-3.55273,-4.90035,-4.75216,-4.2715,-3.30635,-2.35193,-1.6651,-0.991227,-0.176647,0.442661,0.778369,0.942656,0.916352,0.829171,0.872815,0.787287,0.360536,0.214282,0.319902,0.306189,0.42079,0.440433,0.497502,0.551123,0.527075,0.500768,0.552107,0.506191,0.514853,0.326155,0.27791,0.297924,0.197435,0.153393,0.011558,0.0699698,-0.0148257,-0.058862,-0.0753744,-0.142666,-0.0661809,-0.0560819,-0.0480556,-0.00488287,0.0625504,0.0262521,0.025486,0.0424905,0.0246041,-0.00961447,0.00330615,0.00955462,-0.114398,-0.10201,-0.0414868,-0.156622,-0.0679205,-0.0830707,-0.22245,-0.155513,-0.143444,-0.234368,-0.1936,-0.176015,-0.191872,-0.24853,-0.217847,-0.195589,-0.276455,-0.239671,-0.168116,-0.223721,-0.12988,-0.238363,-0.237538,-0.0927042,-0.146423,-0.153466,-0.131593,-0.180432,-0.0697881,-0.0337514,-0.105419,-0.0551762,-0.0387008,-0.0703238,-0.0639073,0.00636083,-0.0931293,0.0644815,-0.0273304,0.00493888,0.139153,0.0130628,0.259763,0.142098,0.10589,0.0985742,0.104253,0.0720237,0.0661517,0.0809684,0.143957,0.138858,0.242155,0.168705,0.43029,0.72439,0.874163,1.10736,1.55156,1.87025,1.8297,1.79489,1.40315,1.09033,0.869444,0.341052,0.106301,-0.0938988,-0.0670694,-0.081508,-0.0709328,-0.0581997,0.0333391,-0.0827018,0.0409068,-0.0769079,-0.068145,0.386869,0.930227,1.1282,1.12316,1.03128,0.792664,0.75674,1.18697,-0.37843,1
-1.50616,-4.16837,-5.11039,-5.06077,-4.24039,-2.93636,-1.50992,-1.35166,-0.699125,0.0527451,0.0978991,0.0507086,0.00541876,0.0649496,0.0987025,0.106883,0.103512,0.0935699,0.152585,0.12484,0.0741199,0.0546588,-0.000324873,0.0492416,-0.01656,-0.132901,-0.07832,0.0187621,-0.151262,-0.120444,-0.191424,-0.374732,-0.347129,-0.349802,-0.491783,-0.455635,-0.471576,-0.505672,-0.371736,-0.368146,-0.379866,-0.21688,-0.228541,-0.125792,-0.00932961,0.0816501,0.191964,0.209156,0.261886,0.250259,0.284415,0.318811,0.273035,0.373863,0.312202,0.224444,0.285324,0.325149,0.259931,0.244785,0.279818,0.349456,0.411063,0.521631,0.463762,0.41131,0.32156,0.464893,0.593512,0.580771,0.662329,0.651145,0.582565,0.667883,0.591827,0.58603,0.639338,0.620091,0.700438,0.697775,0.613652,0.531193,0.516314,0.553875,0.418374,0.434808,0.39491,0.365402,0.356311,0.181281,0.33908,0.320105,0.374234,0.366047,0.269003,0.321852,0.242711,0.389327,0.536507,0.563932,0.809118,0.77644,1.05048,1.31455,1.24201,1.01182,0.618395,0.448907,0.473407,0.419817,0.434056,0.289836,0.0468701,-0.207975,-0.487024,-0.571273,-0.602671,-0.486187,-0.454926,-0.495638,-0.521076,-0.563835,-0.52047,-0.621754,-0.50357,-0.425383,-0.571755,-0.447246,-0.0877184,0.64975,1.2339,1.14764,1.12163,1.10667,0.880341,0.301138,0.481684,0.983133,0.660698,-1.89438,1
-1.94337,-3.78246,-4.48309,-4.60314,-3.51414,-2.26142,-1.77327,-1.21318,-0.350453,-0.372202,-0.420518,-0.390648,-0.381952,-0.319783,-0.266314,-0.295659,-0.32132,-0.327502,-0.366097,-0.323694,-0.350039,-0.413389,-0.462145,-0.351303,-0.427086,-0.521271,-0.458083,-0.586649,-0.605665,-0.611829,-0.601146,-0.73477,-0.76626,-0.660983,-0.778621,-0.739291,-0.688293,-0.633328,-0.551418,-0.515614,-0.570434,-0.341626,-0.29639,-0.205066,-0.125502,-0.052629,-0.0117917,0.0838767,0.0658849,-0.0297111,0.17242,0.123532,0.140222,0.0521731,0.0888289,0.138791,0.177413,0.201081,0.171504,0.194037,0.247818,0.261025,0.285997,0.292721,0.298196,0.352203,0.409499,0.450285,0.494424,0.41406,0.486612,0.494183,0.569925,0.558641,0.613152,0.624089,0.533947,0.519127,0.565839,0.434121,0.439081,0.47199,0.522697,0.492425,0.406294,0.359553,0.36026,0.402706,0.401225,0.484624,0.426719,0.402663,0.419064,0.451726,0.428441,0.583165,0.586618,0.719401,0.966788,1.07462,1.16781,1.40872,1.51746,1.77237,1.72339,1.71656,1.65679,1.44406,1.29502,1.11645,0.85748,0.476798,0.144501,-0.00880025,-0.119796,-0.0714009,-0.0708916,-0.148393,-0.165466,-0.140006,-0.0737909,-0.0683627,-0.0760036,-0.0750361,-0.106663,-0.0960067,0.0653473,0.149398,0.387689,1.05355,1.0688,0.849908,1.01563,0.960487,0.850659,0.484644,0.55545,0.513993,-0.382691,-2.7648,1
0.681804,-0.754005,-2.41231,-4.30547,-5.37572,-4.88305,-3.35032,-1.96267,-1.62415,-0.883401,-0.111655,-0.0176549,0.0331007,0.0281618,-0.004334,-0.0210603,0.0694465,0.00409709,-0.0540631,-0.0792849,-0.0764222,-0.0668521,-0.0872122,-0.137686,-0.187331,-0.230768,-0.27648,-0.397503,-0.312777,-0.439889,-0.468039,-0.608002,-0.653341,-0.650498,-0.743967,-0.713397,-0.686583,-0.617451,-0.678927,-0.563021,-0.500737,-0.374075,-0.384589,-0.161394,-0.119243,-0.0381969,0.0692891,0.101763,0.115401,0.102228,0.1451,0.083267,0.147458,0.165605,0.175141,0.166841,0.144558,0.107958,0.126687,0.115506,0.258488,0.12294,0.167235,0.273483,0.359208,0.293428,0.387403,0.475923,0.501483,0.550616,0.596708,0.647998,0.70736,0.7931,0.759219,0.700837,0.743914,0.796908,0.746071,0.6712,0.685544,0.671252,0.624217,0.578676,0.460483,0.620165,0.454611,0.463965,0.397721,0.413549,0.37806,0.320279,0.335072,0.304869,0.31439,0.382862,0.510305,0.601959,0.782503,0.838921,0.758008,0.891161,0.938794,1.22262,1.11315,0.848294,0.71424,0.644361,0.434955,0.514469,0.390979,0.276243,-0.0304489,-0.318404,-0.280181,-0.357094,-0.364541,-0.442779,-0.415312,-0.439133,-0.529946,-0.358603,-0.486865,-0.427502,-0.408982,-0.303744,-0.357748,-0.415081,-0.0117294,0.587473,1.08383,1.14811,1.35519,1.69302,1.69352,1.30189,0.787855,0.597822,0.788786,-1.09948,1
-2.61135,-1.60825,-1.74554,-4.6825,-4.64153,-4.35516,-3.19057,-2.1451,-1.41561,-0.522729,0.0774966,-0.0276284,-0.174875,-0.12632,0.0693661,0.530234,1.00791,1.36392,1.18904,1.15908,1.10167,1.17181,1.1801,1.26128,1.32967,1.29763,1.2901,1.31086,1.26501,1.20798,1.10787,0.995654,0.921409,0.816032,0.644624,0.582435,0.540436,0.5047,0.507597,0.509496,0.561429,0.570069,0.571908,0.614559,0.639557,0.645973,0.656077,0.708593,0.622869,0.579343,0.465828,0.492791,0.497076,0.448256,0.41993,0.373012,0.346273,0.268158,0.202701,0.229963,0.166336,0.0865514,0.129828,0.119484,0.1272,0.0510025,-0.044342,-0.00160989,-0.0296453,-0.119957,-0.144953,-0.111283,-0.134459,-0.111756,-0.184718,-0.228423,-0.156024,-0.109047,-0.109562,-0.170312,-0.246023,-0.295665,-0.261721,-0.22078,-0.28424,-0.2649,-0.240118,-0.215198,-0.188185,-0.214564,-0.309818,-0.241663,-0.224751,-0.203024,-0.282186,-0.28274,-0.250334,-0.264577,-0.259863,-0.269929,-0.298601,-0.236366,-0.289818,-0.339699,-0.340051,-0.268097,-0.291435,-0.259763,-0.245782,-0.276198,-0.234579,-0.180431,0.0239232,0.290713,0.588632,0.65307,1.02291,1.21366,1.11179,0.962702,0.59147,0.260899,-0.296482,-0.664929,-0.652789,-0.701628,-0.735158,-0.735499,-0.725836,-0.687646,-0.667848,-0.583489,-0.512133,-0.223222,0.654319,0.744469,0.71192,-0.0471017,-0.228653,0.27811,1
-0.776079,-2.3439,-2.21036,-2.97885,-3.51195,-3.30958,-2.20537,-1.50785,-1.00792,-0.270228,0.0168247,-0.177504,-0.186986,-0.12911,-0.0685837,-0.0537941,0.00730791,-0.0435029,-0.235252,-0.280087,-0.202732,-0.276382,-0.211524,-0.278703,-0.298746,-0.236404,-0.309606,-0.34444,-0.510609,-0.369285,-0.45596,-0.459034,-0.477524,-0.501004,-0.621996,-0.741764,-0.680142,-0.637765,-0.582858,-0.596863,-0.666279,-0.613019,-0.592041,-0.545317,-0.525628,-0.413403,-0.195607,-0.135605,-0.156321,-0.159039,-0.220626,-0.130364,-0.0966522,-0.135975,0.0118503,-0.0703305,-0.121166,-0.0518607,-0.0530802,-0.0709333,-0.0770401,-0.0587106,0.0076692,0.0696704,0.0313061,0.0899975,0.0359116,0.142658,0.2785,0.392816,0.180834,0.192775,0.418719,0.424672,0.548578,0.452704,0.425739,0.425523,0.550615,0.695916,0.489085,0.407787,0.589864,0.657351,0.604757,0.440754,0.419313,0.548688,0.450544,0.349518,0.389621,0.460356,0.510742,0.432627,0.398516,0.480024,0.558838,0.728637,0.871036,0.907139,1.11757,1.28528,1.66481,1.93908,1.90211,1.6649,1.64128,1.41547,1.4196,1.30413,0.908688,0.69659,0.449549,0.16651,0.220427,0.254596,0.218149,0.175584,0.276607,0.166974,0.124511,0.319769,0.264132,0.190191,0.198437,0.174943,0.26122,0.288037,0.54464,1.23161,2.09069,2.33373,1.86623,1.38272,0.450033,-1.27671,-2.45622,-3.23855,-2.45815,-2.09572,1
0.480818,-1.09901,-2.25691,-2.95275,-3.69519,-3.65404,-2.67081,-1.74522,-1.63624,-0.928383,-0.34775,-0.353981,-0.377693,-0.245076,-0.411072,-0.39229,-0.335772,-0.429887,-0.362002,-0.443351,-0.529203,-0.50476,-0.415054,-0.451117,-0.554504,-0.679272,-0.64237,-0.731571,-0.810595,-0.793061,-0.814956,-0.942863,-1.00306,-1.0313,-1.18458,-1.25323,-1.19424,-1.28851,-1.26031,-1.227,-1.3673,-1.24574,-1.19199,-1.04169,-0.92918,-0.857921,-0.75307,-0.662928,-0.499911,-0.407082,-0.338756,-0.266197,-0.32987,-0.251057,-0.134252,-0.158496,-0.224668,-0.152067,-0.0429113,-0.136809,-0.129663,-0.0929589,0.10213,-0.00560684,0.04699,0.0219339,0.0492207,0.0728189,0.170493,0.247492,0.350719,0.401027,0.385913,0.440407,0.516183,0.590999,0.50792,0.612626,0.600485,0.533624,0.58545,0.524325,0.55996,0.635677,0.594476,0.546759,0.55834,0.517771,0.631079,0.464336,0.419928,0.466192,0.38109,0.437985,0.458486,0.439833,0.502678,0.523273,0.421801,0.533937,0.484316,0.612105,0.832453,0.99093,0.968976,1.04918,1.31739,1.46665,1.31367,1.10659,1.05191,0.903894,0.939686,1.09156,0.893286,0.679353,0.370575,0.222371,0.302516,0.197365,0.307915,0.33014,0.228764,0.259217,0.394284,0.292601,0.276329,0.335966,0.353259,0.433296,0.671502,1.35355,1.35022,1.37117,1.95587,2.24178,2.35905,1.70218,1.42477,2.0973,1
1.50858,1.2121,-0.482918,-2.02073,-3.17291,-4.06635,-3.63668,-2.45393,-1.77988,-1.66597,-0.642353,-0.158994,-0.288867,-0.290011,-0.199801,-0.178462,-0.278116,-0.294154,-0.322582,-0.345871,-0.308303,-0.418166,-0.493864,-0.503187,-0.519754,-0.582684,-0.639952,-0.591745,-0.774697,-0.799923,-0.833098,-0.953011,-0.931822,-1.0519,-1.07927,-1.15503,-1.07255,-1.18868,-1.20292,-1.2004,-1.14003,-1.15744,-0.986904,-0.966248,-0.861918,-0.638748,-0.520483,-0.41494,-0.3297,-0.328716,-0.232417,-0.143379,-0.0789843,-0.00453204,-0.0502939,-0.101024,0.0107309,0.0591557,0.0208784,0.155347,0.0707354,0.18706,0.0477994,0.205655,0.160547,0.230121,0.296953,0.316886,0.388325,0.496773,0.445013,0.489503,0.480659,0.530015,0.620225,0.630254,0.628248,0.59346,0.563824,0.62231,0.519811,0.543014,0.441542,0.561376,0.431341,0.50613,0.418349,0.290026,0.414685,0.2886,0.381155,0.248226,0.302929,0.187989,0.304825,0.228601,0.336384,0.40719,0.357396,0.56469,0.868502,1.11558,1.28932,1.37911,1.51474,1.89015,2.05128,2.03827,1.96052,1.60948,1.40854,1.13437,0.925384,0.558428,0.0777835,-0.180044,-0.220838,-0.305605,-0.23695,-0.340338,-0.239862,-0.236303,-0.27156,-0.232309,-0.275595,-0.222611,-0.158016,-0.169913,-0.261266,-0.118602,-0.100402,0.237596,0.866004,0.907993,1.41814,2.10323,2.11108,1.72379,0.933104,1.27767,1
-1.3725,-3.47535,-4.37104,-4.53748,-3.57151,-2.55678,-1.68056,-1.46976,-0.825923,-0.349542,-0.258223,-0.193292,-0.323319,-0.263304,-0.264981,-0.282842,-0.27931,-0.364269,-0.359839,-0.395172,-0.455642,-0.417652,-0.466778,-0.401196,-0.417593,-0.489615,-0.483003,-0.586764,-0.653745,-0.612054,-0.720305,-0.668691,-0.671794,-0.710056,-0.74935,-0.739905,-0.819358,-0.80432,-0.768994,-0.661784,-0.541371,-0.439934,-0.371713,-0.266181,-0.136648,-0.149415,-0.0607982,0.0104125,0.0808266,0.0909697,0.101851,0.0784322,0.136996,0.0306502,0.0186299,0.0530554,0.0868028,0.0825608,0.11471,0.196698,0.0956383,0.11807,0.239917,0.311364,0.237056,0.293733,0.282066,0.297153,0.43283,0.509712,0.629731,0.667726,0.547203,0.606877,0.607139,0.655676,0.652943,0.582688,0.634141,0.657002,0.606313,0.553919,0.586403,0.576814,0.409931,0.462281,0.405261,0.417549,0.468266,0.430615,0.355531,0.357425,0.301926,0.321058,0.470457,0.586006,0.810889,0.849143,1.03082,1.21339,1.44654,1.76679,1.91946,1.77801,1.80217,1.68646,1.47889,1.29054,0.958503,0.701452,0.30824,-0.138306,-0.203302,-0.26936,-0.311639,-0.339726,-0.365612,-0.300744,-0.348358,-0.30607,-0.315321,-0.399999,-0.401921,-0.301761,-0.265689,-0.190479,-0.185481,-0.0685515,0.339632,0.981878,1.20141,1.13813,1.29463,1.40967,1.1032,0.629121,0.815166,1.16849,0.833636,-1.23534,1
-2.9749,-4.12226,-4.1879,-4.13438,-3.26738,-2.10647,-1.69937,-1.31498,-0.723735,-0.645776,-0.566358,-0.477116,-0.601611,-0.592738,-0.518437,-0.410564,-0.490748,-0.560985,-0.511089,-0.531916,-0.650388,-0.58935,-0.621083,-0.492052,-0.637495,-0.502021,-0.555022,-0.554803,-0.490897,-0.604162,-0.481118,-0.476608,-0.593892,-0.478972,-0.480227,-0.541626,-0.450618,-0.309268,-0.287921,-0.195061,-0.137817,0.0324096,0.0289535,-0.0660258,0.0753385,0.0219936,-0.0281448,0.0907326,-0.0043531,-0.124579,-0.233482,-0.101295,-0.0846475,-0.0441358,-0.103344,-0.105901,-0.120878,-0.158404,-0.103373,-0.095345,-0.0272154,0.0114616,0.0668267,0.0881019,0.166734,0.200428,0.284508,0.324721,0.411231,0.412117,0.37162,0.469647,0.566098,0.550611,0.523274,0.621976,0.60558,0.592343,0.587505,0.490552,0.466695,0.360773,0.436999,0.558349,0.477785,0.500057,0.408035,0.442538,0.555005,0.442499,0.450308,0.4296,0.440667,0.517801,0.529598,0.54401,0.653901,0.8069,0.931625,1.08843,1.23981,1.54985,1.76174,1.9945,1.98558,1.90583,1.94889,1.7656,1.60093,1.38049,1.11728,0.851355,0.727634,0.385895,0.0394458,-0.138995,-0.114245,-0.169658,-0.183872,-0.0943473,-0.133843,-0.162924,-0.152704,-0.150468,-0.129184,-0.24366,-0.111156,-0.122769,-0.0259598,0.272952,0.95828,1.42628,1.29483,0.999358,0.525999,0.261911,0.0293383,-0.446315,-0.311998,0.00221501,1
-1.15102,-3.53488,-4.79409,-5.05674,-4.52642,-3.36639,-2.27063,-1.81274,-0.928653,-0.362974,-0.222773,-0.322785,-0.14261,0.0564506,0.131821,0.763916,1.17569,1.12289,0.856509,0.861487,1.09502,0.998631,1.01429,1.14835,1.10544,1.30457,1.17896,1.10906,1.18035,0.885035,0.759914,0.71337,0.705559,0.645006,0.481874,0.360555,0.121312,0.028518,0.106271,0.100548,0.126792,0.166794,0.280134,0.295669,0.22213,0.342697,0.373613,0.363312,0.351319,0.313364,0.296452,0.336858,0.20488,0.251747,0.239334,0.171571,0.0435651,0.0518868,0.115349,0.0440715,-0.0348698,0.0846522,0.0324089,0.0360728,-0.0607317,-0.0176865,0.0642984,-0.0126738,-0.0256456,-0.0116617,-0.113619,-0.101192,-0.162903,-0.0911147,-0.0885841,-0.0673772,-0.17878,-0.180527,-0.168569,-0.205099,-0.173356,-0.267254,-0.155414,-0.166527,-0.157896,-0.125051,-0.229173,-0.122591,-0.117489,-0.119384,-0.148373,-0.211496,0.0539379,-0.231767,-0.155969,-0.038087,-0.136304,-0.0435657,-0.134046,-0.04075,-0.107729,-0.179392,-0.17357,-0.198416,-0.160189,-0.142412,-0.147094,-0.14615,-0.0700421,0.0459281,0.0434985,0.286523,0.606759,0.763371,1.00626,1.33256,1.35615,1.31095,1.14845,0.894364,0.67546,0.203196,-0.237174,-0.409157,-0.44789,-0.343475,-0.426634,-0.382498,-0.402005,-0.359488,-0.387607,-0.503866,-0.141457,0.604707,0.68154,0.526354,0.687998,0.498846,0.216381,0.390875,1
1.42323,1.67312,0.351329,-1.46325,-2.92749,-4.00786,-3.71138,-2.65198,-1.91353,-1.79389,-0.719233,-0.202352,-0.160277,-0.20713,-0.299527,-0.138528,-0.336498,-0.217008,-0.305982,-0.349681,-0.309455,-0.332725,-0.392533,-0.430541,-0.485679,-0.618725,-0.645313,-0.728916,-0.721497,-0.817484,-0.881577,-1.00929,-0.971559,-1.00679,-1.10679,-1.08074,-1.26199,-1.22139,-1.16169,-1.17224,-1.10052,-1.15568,-0.997615,-0.945056,-0.757886,-0.699194,-0.603177,-0.409635,-0.407576,-0.150297,-0.266145,-0.136797,-0.0769562,0.0408977,-0.0668269,0.0163027,0.0065652,0.0308891,0.077061,0.0798138,0.0874102,0.017601,0.175072,0.118467,0.212255,0.238195,0.211269,0.235406,0.316775,0.291156,0.289056,0.335478,0.398702,0.517053,0.453701,0.514044,0.565042,0.484032,0.538795,0.511504,0.506171,0.361725,0.398506,0.412504,0.373048,0.324775,0.498011,0.338793,0.33808,0.41512,0.381413,0.301026,0.339576,0.22824,0.259704,0.382799,0.190062,0.235083,0.248943,0.416118,0.675677,0.938864,1.21483,1.42575,1.43773,1.68749,2.11575,2.18257,2.21574,2.05477,1.92857,1.61655,1.36284,1.12591,0.503604,-0.0420754,-0.250873,-0.307689,-0.45078,-0.417846,-0.255005,-0.328354,-0.285737,-0.256334,-0.238651,-0.263189,-0.161533,-0.229716,-0.239916,-0.225344,-0.0812348,0.186891,0.819867,0.898301,1.03771,1.31892,1.63326,1.49271,0.92583,1.6101,1
0.174246,-1.72536,-3.46749,-4.5264,-4.36517,-3.58462,-2.49217,-1.52956,-1.47256,-0.876628,-0.242669,-0.373197,-0.319792,-0.272686,-0.249509,-0.312595,-0.318575,-0.256338,-0.225819,-0.361016,-0.400027,-0.368652,-0.339726,-0.354375,-0.37125,-0.373412,-0.412954,-0.402197,-0.462442,-0.4533,-0.579951,-0.623336,-0.655231,-0.65227,-0.679378,-0.75736,-0.61151,-0.650741,-0.64957,-0.503069,-0.540443,-0.495232,-0.288294,-0.198853,-0.139023,-0.0587122,0.0188379,0.0409483,0.0186061,0.0844584,0.0474592,0.149372,0.0845298,0.0499796,0.150132,0.0733629,0.10136,0.100665,0.123876,0.179672,0.181889,0.233408,0.149553,0.130034,0.224061,0.339671,0.421631,0.388968,0.357034,0.420846,0.529264,0.545788,0.616084,0.478906,0.609591,0.581311,0.615081,0.645973,0.604661,0.584653,0.620524,0.53977,0.515793,0.512988,0.557957,0.407612,0.448688,0.509513,0.372206,0.434007,0.376441,0.397376,0.376118,0.420071,0.561184,0.717861,0.909941,0.956892,1.13291,1.35948,1.55396,1.8008,1.85888,1.79806,1.72465,1.54597,1.49054,1.21558,0.854216,0.534177,0.178477,-0.0963513,-0.230391,-0.2755,-0.330603,-0.247306,-0.353361,-0.319983,-0.361244,-0.294871,-0.370991,-0.317783,-0.362103,-0.270153,-0.219433,-0.260878,-0.157681,0.130593,0.699952,1.11472,1.05612,1.25625,1.45463,1.32245,0.844969,0.32744,0.700357,0.583291,-0.376531,-2.39072,1
0.530043,-2.10088,-3.32971,-4.21463,-3.70606,-3.02386,-2.07846,-0.801479,-0.179262,-0.194224,0.311356,0.64668,0.809007,0.772796,0.653679,0.76763,0.792475,0.798606,0.803766,0.600235,0.656522,0.826441,0.611867,0.585588,0.528608,0.504662,0.734347,0.640252,0.380412,0.281657,0.0346955,0.180415,0.726251,0.813269,0.786218,0.730553,0.670057,0.758467,0.849182,0.885073,0.811972,0.867975,0.964023,0.965669,0.938588,0.822258,0.99316,1.07807,1.0512,0.984787,1.05996,1.00434,0.896484,0.84066,0.68743,0.446704,0.471308,0.584716,0.596535,0.481028,0.384514,0.34264,0.325885,0.313256,0.23747,0.284772,0.178667,-0.0197261,-0.1576,-0.142274,0.0126834,0.120712,-0.118391,-0.194339,-0.235449,-0.200312,-0.0621561,-0.185506,-0.0788323,-0.111819,-0.262609,-0.183817,-0.236256,-0.235394,-0.248344,-0.332301,-0.347561,-0.384024,-0.398711,-0.3967,-0.377241,-0.701729,-0.627041,-0.347349,-0.373048,-0.0986341,0.00403094,0.108163,0.402874,0.645385,1.20996,1.44862,1.43098,1.31107,1.10143,0.87895,0.668604,0.325912,0.0332665,-0.363145,-0.7876,-1.07333,-1.25248,-1.16032,-1.22379,-1.22381,-1.29665,-1.30874,-1.27738,-1.15487,-1.06564,-1.0863,-1.03946,-1.05388,-0.972155,-1.03411,-0.950881,-0.630669,-0.423511,0.523851,1.13535,1.21478,1.3156,0.712268,0.0863572,-0.786567,-1.22819,-1.25414,-0.533113,-2.10929,1
