f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,class
0.975209,1.01997,1.01997,1.01997,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,2.8102,-0.859786,-0.904542,-0.904542,-0.904542,-0.904542,-0.904542,-0.859786,-0.904542,-0.904542,-0.904542,-0.904542,-0.904542,1.01997,1.01997,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,0.975209,1.01997,1.01997,1.06472,5.31654,-0.680762,-0.770274,-0.770274,-0.770274,-0.725518,-0.770274,-0.770274,-0.770274,-0.770274,-0.770274,-0.770274,-0.770274,-0.81503,-0.725518,-0.725518,-0.725518,-0.725518,-0.680762,-0.680762,-0.770274,-0.770274,-0.770274,-0.770274,-0.725518,-0.725518,-0.725518,-0.725518,-0.725518,-0.725518,-0.725518,-0.680762,-0.725518,-0.680762,-0.680762,-0.680762,-0.680762,-0.725518,-0.725518,-0.680762,-0.680762,-0.680762,-0.680762,-0.680762,-0.725518,-0.725518,-0.725518,-0.725518,-0.770274,-0.770274,-0.770274,-0.770274,-0.770274,-0.770274,-0.81503,-0.859786,-0.680762,-0.770274,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,-0.81503,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1.01997,1
0.828062,0.965789,0.912686,0.9288,0.937925,0.953021,0.91937,0.928604,0.930957,0.937666,0.918932,0.925848,0.914635,0.980529,0.858077,1.03907,-0.146887,-0.133176,0.312155,0.306545,0.430034,0.397098,0.469374,0.45036,0.508127,0.45301,0.831686,0.972083,0.931107,0.955786,0.938138,0.953275,0.937863,0.934119,0.906002,0.98116,0.890277,1.02995,0.347003,-1.09741,-1.12694,-1.09339,-1.05668,-1.07725,-1.09312,-1.09494,-1.09646,-1.09093,-1.11108,-1.104,-1.0901,-1.09717,-1.09061,-1.10132,-1.11259,-1.08913,-1.119,-1.12126,-1.12067,-1.12132,-1.12079,-1.12135,-1.12009,-1.1228,-1.11784,-1.13812,-1.15086,-1.14642,-1.14846,-1.14747,-1.14832,-1.14726,-1.14822,-1.14765,-1.14826,-1.14684,-1.14967,-1.14486,-1.16306,-1.17834,-1.17234,-1.17679,-1.17178,-1.1797,-1.15944,-1.16372,-1.17812,-1.1737,-1.1737,-1.178,-1.16429,-1.1592,-1.17873,-1.17325,-1.17725,-1.17286,-1.17919,-1.17571,-1.20855,-1.13955,-1.23138,-1.12972,-1.32477,-0.694672,1.09759,0.864562,0.970059,0.886857,0.939495,0.906007,0.926672,0.914749,0.920864,0.918302,0.918032,0.918234,0.918397,0.918049,0.918137,0.918547,0.918112,0.918063,0.918445,0.918213,0.91803,0.918288,0.918351,0.918039,0.918165,0.91852,0.918089,0.91808,0.918495,0.91818,0.918035,0.91833,0.918309,0.918032,0.918197,0.918469,0.918071,0.9181,0.918547,0.918886,0.917546,0.920317,0.915659,0.923036,0.911403,0.929772,0.900268,0.952789,-1
-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,1.77709,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,1.77989,-1.07384,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,0.312535,0.51358,0.62248,0.629461,0.633649,0.642026,0.647611,0.654591,0.660176,0.66576,0.669949,0.679722,0.68391,0.685306,0.690891,0.690891,0.69508,0.697872,0.704853,0.704853,0.707645,0.711833,0.714626,0.714626,0.718814,0.72021,0.725795,0.727191,0.731379,0.734172,0.736964,0.73836,0.742549,0.745341,0.742549,0.743945,0.742549,0.745341,0.746737,0.746737,0.746737,0.748133,0.745341,0.749529,0.746737,0.748133,0.736964,0.73836,0.739756,0.729983,0.704853,0.642026,0.577803,0.519165,0.491242,0.485657,0.480073,0.480073,0.481469,0.47728,0.47728,0.47728,0.47728,0.47728,0.478677,0.480073,0.480073,0.480073,0.484261,0.481469,0.480073,0.481469,-1.07384,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,-1.07524,1
1.1407,1.16433,1.16433,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.16433,1.16433,1.16433,1.16433,1.16433,1.16433,2.65252,-0.229384,-0.867183,-0.819939,-0.867183,-0.867183,-0.867183,-0.890806,-0.914428,-0.93805,-0.867183,-0.867183,-0.914428,-0.867183,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,1.1407,2.29819,0.833615,-0.772695,-0.772695,-0.772695,-0.72545,-0.749072,-0.890806,-0.867183,-0.819939,-0.796317,-0.772695,-0.796317,-0.772695,-0.867183,-0.914428,-0.961672,-0.867183,-0.914428,-0.914428,-0.93805,-0.93805,-0.961672,-0.961672,-0.985294,-0.93805,-0.93805,-0.914428,-0.867183,-0.93805,-0.914428,-0.914428,-0.867183,-0.914428,-0.914428,-0.867183,-0.93805,-0.867183,-0.914428,-0.890806,-0.867183,-0.890806,-0.867183,-0.867183,-0.867183,-0.843561,-0.843561,-0.867183,-0.890806,-0.867183,-0.867183,-0.867183,-0.93805,-0.867183,-0.867183,-0.914428,-0.890806,-0.867183,-0.867183,-0.890806,-0.867183,-0.867183,-0.867183,-0.890806,-0.867183,-0.867183,-0.843561,-0.843561,-0.867183,-0.843561,-0.867183,-0.867183,-0.843561,-0.867183,1.16433,1.16433,1.16433,1.16433,1.16433,1.16433,1.1407,1.16433,1.1407,1.11708,1.09346,1.06984,1.04621,1.02259,0.99897,0.975348,0.951726,0.928104,0.904482,0.880859,0.857237,0.833615,0.809993,0.786371,0.762748,0.739126,0.715504,0.691882,0.66826,0.644637,1
-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-0.396229,1.79145,1.79145,1.79145,1.79145,1.79145,1.79145,1.79145,1.79145,1.79145,1.79145,1.79145,1.76432,1.7329,-1.08595,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,0.065011,0.433432,0.614787,0.604791,0.613358,0.617642,0.623354,0.630494,0.636206,0.641918,0.646202,0.649058,0.653342,0.657626,0.66191,0.663338,0.667622,0.671906,0.674762,0.677618,0.67619,0.679046,0.681902,0.684758,0.69047,0.691898,0.694754,0.696182,0.699038,0.701894,0.70475,0.70475,0.707606,0.710462,0.710462,0.710462,0.714746,0.716174,0.717602,0.71903,0.717602,0.717602,0.71903,0.720458,0.720458,0.720458,0.720458,0.721886,0.721886,0.721886,0.721886,0.720458,0.717602,0.707606,0.663338,0.600507,0.529107,0.504831,0.494835,0.493407,0.490552,0.489124,0.489124,0.489124,0.480556,0.483412,0.481984,0.48484,0.483412,0.481984,0.481984,0.481984,0.481984,0.480556,0.48484,0.48484,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,-1.13022,1
0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,4.60815,-0.761941,-0.821608,-0.821608,-0.821608,-0.821608,-0.881276,-0.821608,-0.821608,-0.881276,-0.821608,-0.881276,-0.821608,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.908755,0.849087,0.849087,0.968422,0.968422,5.86117,-0.344267,-0.821608,-0.702273,-0.702273,-0.582938,-0.582938,-0.702273,-0.642605,-0.642605,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.761941,-0.702273,-0.761941,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.642605,-0.702273,-0.702273,-0.642605,-0.642605,-0.642605,-0.702273,-0.702273,-0.642605,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.702273,-0.761941,-0.821608,-0.702273,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.702273,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.761941,-0.702273,-0.761941,-0.761941,-0.761941,-0.761941,0.849087,0.849087,0.849087,0.908755,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,0.849087,1
-1.19903,-1.19903,-1.19903,-1.19903,-1.20263,-1.20263,-1.19903,-1.20263,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,0.988995,0.985403,0.98181,0.98181,0.985403,0.985403,0.988995,0.98181,0.98181,0.98181,0.98181,0.98181,0.985403,0.985403,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.20263,-1.19903,-1.19903,-1.19903,0.820133,0.787797,0.787797,0.794983,0.794983,0.798576,0.798576,0.798576,0.798576,0.802169,0.802169,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.794983,0.794983,0.794983,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.802169,0.794983,0.794983,0.794983,0.794983,0.794983,0.798576,0.794983,0.798576,0.798576,0.794983,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.798576,0.794983,0.79139,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,0.794983,-1.19544,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,-1.19903,1
-1.29264,-1.56624,-1.47382,-1.55968,-1.47437,-1.58329,-1.41549,-0.801002,-0.206219,1.21095,1.54805,1.87296,1.96923,2.02742,2.09473,2.06155,2.01874,2.02155,2.00225,2.04121,1.9672,2.07708,1.8912,2.23605,1.15554,-1.4561,-1.35149,-1.52176,-1.47811,-1.4903,-1.57702,-1.19299,-0.377584,0.0812252,0.383266,0.423761,0.51262,0.510307,0.522241,0.517859,0.520755,0.520033,0.516832,0.518026,0.521646,0.521133,0.522239,0.524681,0.520887,0.521714,0.521401,0.521418,0.521394,0.521617,0.521421,0.52126,0.521986,0.525903,0.525762,0.525819,0.5216,0.521335,0.52144,0.525593,0.526141,0.523296,0.520557,0.523563,0.523531,0.52105,0.521484,0.523031,0.526982,0.524425,0.523045,0.526373,0.52938,0.531199,0.527176,0.526211,0.529385,0.52498,0.529286,0.53099,0.528251,0.525301,0.526387,0.525517,0.526112,0.525566,0.526639,0.522912,0.524621,0.526197,0.526052,0.525056,0.514011,0.523841,0.509053,0.536849,0.489316,0.56811,0.447004,0.665984,-0.170612,-1.08317,-0.869911,-0.990449,-0.915357,-0.968787,-0.939282,-0.957444,-0.947076,-0.952449,-0.950116,-0.950231,-0.950412,-0.950035,-0.950135,-0.950555,-0.950104,-0.950053,-0.950448,-0.950209,-0.950019,-0.950287,-0.950352,-0.950028,-0.950159,-0.950527,-0.950081,-0.950071,-0.9505,-0.950175,-0.950024,-0.950329,-0.950308,-0.950021,-0.950192,-0.950474,-0.950062,-0.950092,-0.950554,-0.950906,-0.949518,-0.952386,-0.947566,-0.9552,-0.943161,-0.962172,-0.931637,-0.985993,-1
-1.19834,-1.20194,-1.19834,-1.20194,-1.19834,-1.19834,-1.19834,-1.19834,-1.20194,-1.19834,-1.19834,-1.19834,-1.20194,-1.19834,-1.19834,-1.19834,-1.19834,-1.20194,-1.19834,-1.19834,-1.19834,-1.19834,1.0087,0.987099,0.987099,0.9907,0.987099,0.9907,0.9907,0.9943,0.9907,0.9907,0.9907,0.9907,0.9907,-1.19114,-1.19834,-1.19834,-1.19834,-1.20194,-1.20194,-1.19834,-1.19834,-1.20194,-1.20194,-1.20194,-1.20194,-1.19834,-1.19834,-1.20194,-1.20194,-1.19834,-1.19834,0.565853,0.828682,0.785477,0.792678,0.796278,0.799879,0.803479,0.799879,0.799879,0.803479,0.799879,0.799879,0.803479,0.803479,0.803479,0.80708,0.799879,0.799879,0.803479,0.799879,0.803479,0.803479,0.803479,0.803479,0.803479,0.803479,0.803479,0.803479,0.803479,0.803479,0.803479,0.799879,0.799879,0.799879,0.803479,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.799879,0.803479,0.799879,0.799879,0.799879,0.80708,0.799879,0.799879,0.803479,0.799879,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,-1.19834,1
-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.31874,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,0.92584,0.914801,0.914801,0.91848,0.91848,0.91848,0.91848,0.91848,0.92216,0.92216,0.91848,0.91848,0.91848,-1.31138,-1.31874,-1.31874,-1.32242,-1.32242,-1.32242,-1.32242,-1.31874,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.3261,-1.32242,-1.31874,-1.31874,-1.31874,0.480604,0.738178,0.708741,0.7161,0.71978,0.72346,0.71978,0.71978,0.72346,0.72346,0.72346,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.72346,0.72346,0.72346,0.727139,0.72346,0.72346,0.72346,0.72346,0.72346,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.72346,0.72346,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.727139,0.72346,0.727139,0.727139,0.727139,0.727139,0.72346,-1.31874,-1.31874,-1.31874,-1.31874,-1.32242,-1.32242,-1.31874,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,-1.32242,1
0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.925002,0.925002,0.903692,0.925002,0.903692,0.903692,0.903692,0.925002,0.903692,0.903692,0.903692,0.903692,0.925002,0.903692,-0.609284,-0.0978556,0.179168,0.328335,0.370954,0.392264,0.413573,0.434883,0.434883,0.456192,0.477502,0.477502,0.477502,0.946311,0.925002,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.903692,0.925002,0.903692,0.903692,0.925002,0.925002,-0.566665,-1.0994,-0.950237,-0.971546,-0.992856,-0.992856,-0.992856,-1.01417,-1.01417,-1.01417,-1.03548,-1.07809,-1.07809,-1.0994,-1.0994,-1.0994,-1.0994,-1.0994,-1.12071,-1.12071,-1.12071,-1.12071,-1.12071,-1.12071,-1.12071,-1.14202,-1.14202,-1.14202,-1.14202,-1.14202,-1.14202,-1.14202,-1.14202,-1.14202,-1.14202,-1.16333,-1.16333,-1.16333,-1.16333,-1.16333,-1.16333,-1.16333,-1.14202,-1.16333,-1.16333,-1.14202,-1.14202,-1.14202,-1.0994,-1.05678,-1.03548,-1.01417,-0.992856,-0.992856,-0.992856,-0.992856,-0.971546,-0.971546,-0.971546,-0.971546,-0.950237,-0.950237,-0.950237,-0.950237,-0.950237,-0.950237,-0.950237,-0.950237,-0.950237,0.925002,0.925002,0.925002,0.903692,0.903692,0.925002,0.925002,0.903692,0.925002,0.946311,0.967621,0.98893,1.01024,1.03155,1.05286,1.07417,1.09548,1.11679,1.1381,1.15941,1.18072,1.20203,1.22334,1.24464,1.26595,1.28726,1.30857,1.32988,1.35119,1.3725,1.39381,1
-1.18695,-1.18337,-1.18337,-1.18337,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18337,-1.18695,-1.18337,-1.18337,-1.18695,-1.18695,-1.18695,1.0119,0.993962,0.997549,0.997549,0.997549,0.997549,0.997549,0.993962,0.993962,0.993962,0.997549,0.997549,0.997549,-1.0901,-1.18337,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18695,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18695,-1.18695,-1.18337,-1.18337,0.836132,0.800262,0.803849,0.803849,0.807436,0.807436,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.81461,0.807436,0.807436,0.807436,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.81461,0.807436,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.807436,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.807436,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,0.811023,-1.17978,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,-1.18337,1
1.02299,1.04612,1.04612,1.04612,1.04612,1.02299,1.04612,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.04612,1.04612,1.02299,1.04612,1.02299,2.11021,-0.688792,-0.920115,-0.943247,-0.966379,-0.943247,-0.943247,-0.943247,-0.896982,-0.920115,-0.896982,-0.943247,-0.943247,1.04612,1.04612,1.04612,1.02299,1.04612,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,0.976728,0.99986,3.56754,-0.688792,-0.758189,-0.758189,-0.87385,-0.896982,-0.87385,-0.827586,-0.850718,-0.896982,-0.87385,-0.87385,-0.87385,-0.896982,-0.87385,-0.896982,-0.896982,-0.920115,-0.87385,-0.896982,-0.896982,-0.943247,-0.850718,-0.87385,-0.87385,-0.896982,-0.87385,-0.850718,-0.850718,-0.87385,-0.87385,-0.850718,-0.87385,-0.896982,-0.850718,-0.896982,-0.87385,-0.850718,-0.87385,-0.87385,-0.87385,-0.87385,-0.87385,-0.850718,-0.87385,-0.87385,-0.850718,-0.896982,-0.850718,-0.87385,-0.87385,-0.850718,-0.87385,-0.850718,-0.896982,-0.850718,-0.87385,-0.87385,-0.850718,-0.87385,-0.850718,-0.87385,-0.850718,-0.850718,-0.87385,-0.896982,-0.827586,-0.850718,-0.850718,-0.943247,-0.87385,-0.87385,-0.87385,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1.02299,1
-1.18684,-1.18325,-1.18325,-1.18325,-1.18684,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,1.01385,0.992315,0.995905,0.995905,0.995905,0.995905,0.995905,0.995905,0.995905,0.995905,0.999495,0.999495,0.999495,-1.0935,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18684,-1.18684,-1.18325,0.834353,0.805633,0.805633,0.805633,0.802043,0.809223,0.812813,0.816403,0.812813,0.809223,0.809223,0.812813,0.809223,0.809223,0.812813,0.812813,0.812813,0.812813,0.812813,0.812813,0.812813,0.809223,0.812813,0.816403,0.812813,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.809223,0.812813,0.812813,0.812813,0.812813,0.812813,0.809223,0.812813,0.812813,0.812813,0.812813,0.812813,0.812813,0.816403,0.816403,0.809223,0.809223,0.805633,0.805633,0.805633,0.805633,0.805633,0.805633,0.809223,0.809223,0.809223,0.809223,0.805633,0.809223,0.809223,0.805633,0.809223,0.805633,0.805633,0.805633,0.805633,0.805633,0.805633,0.805633,0.805633,-1.17966,-1.18325,-1.18325,-1.18325,-1.18325,-1.18325,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,-1.18684,1
-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09198,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,0.709799,1.00388,0.751497,0.501311,0.341104,0.196259,0.110669,0.0448308,-0.018813,-0.0802623,-0.110987,-0.141711,-0.165852,-1.07881,-1.09417,-1.09417,-1.09198,-1.09198,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-0.172436,0.367439,0.852449,0.927066,0.951207,0.964374,0.986321,1.00168,1.02582,1.02143,1.02582,1.02802,1.03021,1.02363,1.01485,1.01046,0.99071,0.984126,0.970958,0.968764,0.959985,0.955596,0.951207,0.946817,0.944623,0.938039,0.935844,0.935844,0.938039,0.93365,0.929261,0.929261,0.929261,0.924871,0.924871,0.927066,0.924871,0.924871,0.920482,0.918287,0.922677,0.929261,0.931455,0.93365,0.938039,0.93365,0.938039,0.942428,0.955596,0.951207,0.957791,0.970958,1.02363,1.06533,1.06972,1.06094,1.05435,1.04119,1.04119,1.03899,1.03241,1.0368,1.03241,1.02802,1.02363,1.02582,1.02143,1.01266,1.01705,1.01266,1.00168,1.00388,1.00388,-1.05687,-1.09417,-1.09417,-1.09417,-1.09417,-1.09417,-1.09198,-1.09417,-1.09637,-1.09856,-1.10076,-1.10295,-1.10515,-1.10734,-1.10954,-1.11173,-1.11393,-1.11612,-1.11832,-1.12051,-1.1227,-1.1249,-1.12709,-1.12929,-1.13148,-1.13368,-1.13587,-1.13807,-1.14026,-1.14246,-1.14465,1
-1.61576,-1.69502,-1.70799,-1.71375,-1.71375,-1.71808,-1.71808,-1.71808,-1.71808,-1.71808,-1.0624,-1.03069,0.661102,0.956517,1.45512,1.62949,1.6756,1.72172,1.72748,1.72748,1.80962,1.75054,1.74045,1.74045,1.74045,1.73613,1.7318,1.73613,1.7318,1.72748,1.72172,1.72172,1.72748,1.61652,-1.35781,-1.60279,-1.6489,-1.68061,-1.6907,-1.69934,-1.70366,-1.70799,-1.70799,-0.841916,-0.588291,-0.020516,0.149528,0.214375,0.256166,0.269135,0.269135,0.2749,0.2749,0.2749,0.2749,0.269135,0.2749,0.2749,0.279223,0.279223,0.279223,0.279223,0.279223,0.279223,0.2749,0.2749,0.279223,0.279223,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.279223,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.287869,0.283546,0.283546,0.279223,0.283546,0.283546,0.283546,0.283546,0.283546,0.279223,0.279223,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.283546,0.279223,0.279223,0.283546,0.283546,0.287869,0.287869,0.287869,0.287869,0.292192,0.292192,0.287869,0.287869,0.287869,0.287869,0.283546,0.283546,0.279223,0.283546,0.283546,-1.07681,-1.14165,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,-1.15462,1
