f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,class
-0.511624,-0.438292,-0.249983,-0.0749807,0.139604,0.414529,0.671749,0.901595,1.13644,1.32957,1.3564,1.31751,1.39127,1.34814,1.15784,0.929185,0.696406,0.46808,0.199999,-0.0531584,-0.231572,-0.413374,-0.493755,-0.442529,-0.269666,-0.0686046,0.175341,0.417896,0.671749,0.916802,1.14828,1.35607,1.50467,1.57441,1.53747,1.3413,1.26787,1.30893,1.32533,1.51238,1.57071,1.44449,1.17261,0.939179,0.696189,0.458739,0.218356,-0.0388201,-0.259825,-0.438683,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,-1.06774,8
-0.714552,-0.609598,-0.513261,-0.318928,-0.0256388,0.273241,0.575963,0.827009,1.0596,1.25719,1.46,1.5191,1.54646,1.48445,1.37702,1.22374,1.00315,0.729333,0.507663,0.192101,-0.0845937,-0.360095,-0.498181,-0.639643,-0.673764,-0.516435,-0.318142,-0.0672129,0.190937,0.469757,0.778972,1.02702,1.3429,1.55782,1.58227,1.54646,1.4926,1.45446,1.50105,1.49581,1.55287,1.47717,1.26319,0.976449,0.67492,0.365269,0.0781801,-0.212257,-0.455733,-0.655161,-0.598593,-0.710855,-0.788588,-0.849785,-0.945976,-1.09635,-1.20348,-1.30019,-1.25242,-1.19644,-1.14101,-0.99643,-0.940473,-0.878403,-0.799098,-0.713592,-0.730157,-0.793654,-0.89229,-1.0072,-1.12223,-1.24439,-1.30797,-1.27813,-1.18383,-1.07664,-0.979165,-0.810976,-0.736271,-0.626338,3
-0.611208,-0.516339,-0.315371,-0.110195,0.155223,0.422955,0.682157,0.888653,1.11712,1.38871,1.52076,1.48045,1.48524,1.44153,1.37959,1.09655,0.859788,0.649435,0.389182,0.139412,-0.0951316,-0.339877,-0.539724,-0.623257,-0.571417,-0.373533,-0.12485,0.138827,0.377496,0.620921,0.85745,1.08323,1.31298,1.51784,1.61086,1.57417,1.46864,1.47542,1.54156,1.59018,1.49891,1.28949,1.06021,0.8273,0.598132,0.369082,0.130624,-0.114005,-0.348536,-0.544363,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,-1.02708,8
-0.596971,-0.515522,-0.326082,-0.0845414,0.127003,0.39126,0.625244,0.876675,1.08027,1.27243,1.49301,1.46724,1.38404,1.46366,1.39606,1.14983,0.949817,0.696537,0.444065,0.192634,-0.077389,-0.341808,-0.55356,-0.634732,-0.544397,-0.332113,-0.0879269,0.153579,0.386523,0.625475,0.863618,1.07969,1.30732,1.49347,1.59376,1.60023,1.45776,1.38751,1.44297,1.59388,1.56892,1.37168,1.11759,0.876329,0.630328,0.395767,0.140522,-0.108806,-0.351872,-0.555097,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,-1.03286,8
-0.584337,-0.496882,-0.315616,-0.0725531,0.16835,0.423399,0.69828,0.944625,1.16034,1.40548,1.59497,1.47026,1.3808,1.48833,1.55212,1.44833,1.25663,1.0277,0.780138,0.538419,0.289099,0.0474798,-0.193809,-0.407411,-0.549941,-0.569795,-0.435836,-0.237988,0.011189,0.261115,0.498537,0.737832,0.970075,1.1945,1.40426,1.52909,1.49417,1.40834,1.39358,1.45076,1.5054,1.35634,1.10878,0.866954,0.630634,0.390017,0.143561,-0.0939927,-0.322237,-0.505861,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,-1.04145,8
-0.617494,-0.533651,-0.350591,-0.093749,0.154269,0.411358,0.687703,0.933397,1.17131,1.37201,1.46433,1.48955,1.43665,1.35657,1.25312,1.03598,0.809191,0.588585,0.342396,0.088841,-0.147251,-0.327727,-0.511875,-0.591083,-0.497711,-0.305172,-0.0769904,0.1855,0.436323,0.655322,0.886186,1.12891,1.34989,1.52959,1.61845,1.59163,1.45185,1.46582,1.53317,1.61931,1.5375,1.32196,1.0948,0.867524,0.628874,0.388124,0.142071,-0.109766,-0.355337,-0.541215,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,-1.03228,8
-0.579338,-0.510594,-0.324151,-0.0816971,0.164909,0.425287,0.687828,0.968506,1.1964,1.42605,1.45394,1.42867,1.48071,1.39465,1.19815,1.02104,0.812157,0.586764,0.323097,0.0608182,-0.172555,-0.337509,-0.505503,-0.58713,-0.503915,-0.309592,-0.063323,0.161907,0.395018,0.616658,0.854934,1.06457,1.30334,1.545,1.63305,1.60041,1.46657,1.43718,1.48496,1.60216,1.58465,1.357,1.10559,0.88733,0.65043,0.4069,0.163884,-0.0887641,-0.323613,-0.504903,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,-1.03526,8
-0.950514,-0.854981,-0.633942,-0.328497,-0.0204989,0.331826,0.585307,0.881421,1.17056,1.46248,1.44972,1.39488,1.45909,1.56458,1.43935,1.17235,0.926885,0.652307,0.347021,0.0169889,-0.282574,-0.589037,-0.842877,-0.947384,-0.889118,-0.648339,-0.362136,-0.0542179,0.24698,0.578129,0.873644,1.16936,1.48362,1.63138,1.44075,1.27823,1.34224,1.43337,1.52769,1.61323,1.70815,1.51074,1.20784,0.887004,0.567361,0.241497,-0.0747564,-0.408118,-0.706086,-0.944832,-0.663274,-0.755937,-0.964712,-1.19434,-1.30776,-1.3763,-1.27105,-1.1015,-1.02001,-0.938969,-0.85863,-0.769915,-0.615936,-0.433821,-0.432645,-0.478887,-0.600622,-0.81175,-1.01105,-1.20128,-1.37718,-1.43516,-1.24962,-1.05385,-0.84848,-0.641978,-0.445606,-0.323272,-0.358647,-0.515856,6
-0.928921,-0.82762,-0.609898,-0.303828,0.0254357,0.331662,0.586512,0.928807,1.1796,1.48075,1.57193,1.48059,1.48885,1.71565,1.75056,1.56087,1.39362,1.17929,0.86147,0.582771,0.28942,-0.0135946,-0.308863,-0.577492,-0.814231,-0.866198,-0.848881,-0.650814,-0.372334,-0.0685862,0.234086,0.544738,0.871602,1.14999,1.38052,1.52891,1.51364,1.43352,1.50631,1.55307,1.5791,1.37725,1.06566,0.793354,0.483637,0.176881,-0.111404,-0.404552,-0.67644,-0.885932,-0.445017,-0.556871,-0.704107,-0.872324,-1.05884,-1.21027,-1.25519,-1.22528,-1.19883,-1.08478,-0.92716,-0.75023,-0.637067,-0.564009,-0.558445,-0.529328,-0.559583,-0.636225,-0.790086,-0.926209,-1.07119,-1.20185,-1.33363,-1.34503,-1.23346,-1.03788,-0.902189,-0.72289,-0.538244,-0.454291,6
-0.643233,-0.540302,-0.324053,-0.0676594,0.204234,0.443791,0.698341,0.937143,1.17314,1.41367,1.59595,1.45735,1.45131,1.58657,1.51516,1.39975,1.20108,0.972629,0.758203,0.501928,0.247378,-0.0191439,-0.26747,-0.480191,-0.612018,-0.566587,-0.388036,-0.157539,0.102522,0.33647,0.570958,0.812025,1.03422,1.28898,1.45185,1.51419,1.43524,1.44473,1.44365,1.37268,1.44818,1.29146,1.09354,0.845138,0.616583,0.381772,0.129703,-0.117372,-0.359528,-0.559911,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,-1.03562,8
-0.610039,-0.521657,-0.314213,-0.0617986,0.19174,0.462609,0.704022,0.942715,1.13332,1.37634,1.51998,1.43395,1.35026,1.43506,1.44099,1.21973,1.00155,0.786223,0.555318,0.299813,0.046732,-0.212369,-0.428986,-0.601473,-0.603166,-0.455117,-0.231727,0.0114286,0.264832,0.497097,0.729239,0.967437,1.21812,1.44421,1.56052,1.55212,1.42715,1.36349,1.46225,1.56732,1.56831,1.37276,1.10811,0.885483,0.654577,0.408344,0.165312,-0.0863354,-0.327006,-0.53738,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,-1.03791,8
-0.521952,-0.443891,-0.268457,-0.0425423,0.194951,0.43231,0.688613,0.943468,1.14194,1.38565,1.46867,1.40916,1.42465,1.44426,1.30519,1.07942,0.827574,0.6232,0.36556,0.117502,-0.0826705,-0.265003,-0.452494,-0.527112,-0.468719,-0.295659,-0.078826,0.158845,0.39275,0.617517,0.865686,1.10973,1.33539,1.54422,1.61454,1.55927,1.45708,1.38743,1.39779,1.47669,1.52795,1.36303,1.12489,0.880172,0.648608,0.406122,0.171549,-0.0691867,-0.290856,-0.453152,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,-1.05436,8
-0.658313,-0.556152,-0.331499,-0.128516,0.152397,0.396532,0.66625,0.893502,1.13337,1.38095,1.55879,1.49676,1.44001,1.48673,1.46344,1.20697,1.00816,0.783736,0.539755,0.293201,0.0364542,-0.214862,-0.411321,-0.592273,-0.613158,-0.466204,-0.229158,0.0204976,0.28638,0.550822,0.799693,1.03647,1.25059,1.50333,1.62557,1.54553,1.43178,1.40347,1.41801,1.56677,1.553,1.28688,1.03441,0.809602,0.573084,0.329232,0.0933445,-0.133432,-0.364583,-0.574567,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,-1.02605,8
-0.570949,-0.478905,-0.32282,-0.082836,0.144838,0.372338,0.658126,0.931626,1.18338,1.42697,1.54714,1.45035,1.48852,1.51506,1.39456,1.11367,0.965555,0.755999,0.497071,0.240427,-0.0147709,-0.259029,-0.455949,-0.565392,-0.548776,-0.382957,-0.169638,0.084048,0.345368,0.543289,0.762197,0.978714,1.21937,1.44046,1.53724,1.5343,1.43872,1.38576,1.4137,1.46101,1.54072,1.39185,1.14325,0.897371,0.646816,0.4129,0.160606,-0.0927864,-0.31014,-0.484549,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,-1.04279,8
-0.912026,-0.793838,-0.666746,-0.371665,-0.046416,0.253371,0.585152,0.933148,1.20224,1.45849,1.53341,1.48636,1.4688,1.53649,1.40058,1.16967,0.926453,0.640166,0.372337,0.0901041,-0.197033,-0.473711,-0.70531,-0.847331,-0.878711,-0.691104,-0.503407,-0.194065,0.122823,0.466077,0.776613,1.07014,1.36855,1.61104,1.6058,1.61557,1.48763,1.56472,1.65755,1.71202,1.57666,1.30105,1.05385,0.79471,0.501184,0.20927,-0.0829347,-0.365765,-0.628563,-0.811826,-0.449009,-0.546169,-0.676066,-0.832076,-1.01675,-1.13338,-1.22497,-1.26344,-1.29544,-1.21686,-1.04149,-0.875182,-0.703862,-0.609,-0.503262,-0.466526,-0.555199,-0.650079,-0.813328,-0.96713,-1.1262,-1.26706,-1.33491,-1.29882,-1.11898,-0.975201,-0.852109,-0.677387,-0.495698,-0.395986,6
-0.63339,-0.535685,-0.336743,-0.079694,0.204194,0.458127,0.713292,0.971821,1.19705,1.4502,1.4363,1.43832,1.51063,1.46545,1.26477,1.0262,0.843117,0.618782,0.350836,0.096007,-0.150369,-0.392014,-0.527074,-0.605608,-0.530012,-0.324523,-0.095468,0.160135,0.400277,0.640868,0.874957,1.10983,1.33002,1.5215,1.6335,1.59875,1.46881,1.37778,1.3993,1.50626,1.55402,1.35872,1.10669,0.865876,0.630106,0.389515,0.140291,-0.099291,-0.338682,-0.525538,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,-1.03127,8
-0.558696,-0.47742,-0.295477,-0.113124,0.148055,0.425333,0.685384,0.929027,1.14129,1.3955,1.50296,1.42308,1.4077,1.41221,1.29449,1.13165,0.881242,0.631035,0.391083,0.143441,-0.125983,-0.357106,-0.496309,-0.553774,-0.460449,-0.262971,-0.0428196,0.205274,0.443586,0.674001,0.909339,1.13422,1.36443,1.51189,1.60223,1.5206,1.42554,1.35161,1.4037,1.49773,1.53896,1.36709,1.1055,0.881242,0.626831,0.402568,0.15308,-0.0908511,-0.302583,-0.463413,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,-1.04873,8
-0.927326,-0.828367,-0.635119,-0.382481,-0.0815054,0.234966,0.543154,0.853244,1.18512,1.40373,1.55868,1.54174,1.58947,1.65052,1.43001,1.31414,1.08983,0.813293,0.509429,0.183809,-0.0673412,-0.322711,-0.610734,-0.763461,-0.872606,-0.786584,-0.623151,-0.370064,-0.103072,0.195569,0.460313,0.755184,1.03968,1.32556,1.59206,1.6775,1.59864,1.55713,1.58394,1.6372,1.70033,1.4793,1.17492,0.87123,0.583969,0.281834,-0.0247276,-0.32911,-0.601101,-0.828523,-0.447681,-0.519298,-0.667511,-0.838969,-0.986612,-1.14311,-1.23866,-1.31427,-1.26483,-1.14301,-0.985539,-0.820325,-0.64949,-0.553679,-0.53175,-0.553956,-0.624085,-0.701962,-0.847166,-1.00491,-1.14458,-1.27472,-1.32743,-1.26488,-1.11914,-0.932324,-0.780963,-0.64195,-0.502833,-0.431874,6
-0.920757,-0.821562,-0.653463,-0.358023,-0.0338146,0.304597,0.632767,0.945541,1.2533,1.52455,1.54964,1.46124,1.47577,1.55258,1.36782,1.0182,0.738986,0.497313,0.175716,-0.125796,-0.432376,-0.676125,-0.871523,-0.930099,-0.8062,-0.552002,-0.267115,0.0504164,0.355284,0.669442,0.949001,1.25832,1.49324,1.57299,1.51417,1.42664,1.47698,1.52576,1.53355,1.6223,1.59669,1.38097,1.09189,0.812509,0.514785,0.211353,-0.090401,-0.384993,-0.668254,-0.846075,-0.389802,-0.506072,-0.633794,-0.811891,-1.00964,-1.18283,-1.30745,-1.37682,-1.29645,-1.14209,-1.02782,-0.856074,-0.692473,-0.57053,-0.477372,-0.485019,-0.545549,-0.632911,-0.798104,-0.964818,-1.13556,-1.28103,-1.39194,-1.33126,-1.15234,-0.960961,-0.761827,-0.59807,-0.417533,-0.377693,6
-0.571578,-0.488297,-0.288379,-0.106091,0.166085,0.438048,0.69703,0.893342,1.09827,1.35151,1.47025,1.38141,1.36938,1.41865,1.32289,1.11519,0.961439,0.719056,0.486887,0.251738,-0.00955263,-0.261129,-0.460569,-0.585623,-0.558491,-0.375128,-0.138597,0.10118,0.359736,0.600098,0.845035,1.07423,1.30937,1.4977,1.59889,1.54952,1.43195,1.36864,1.42737,1.5359,1.56846,1.37141,1.13945,0.903982,0.682028,0.431877,0.194388,-0.0665308,-0.292763,-0.500427,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,-1.04764,8
