f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,class
-0.70293,-0.638037,-0.447022,-0.197577,0.0804789,0.374607,0.64745,0.905254,1.07541,1.27393,1.28733,1.31917,1.16862,0.974283,0.80283,0.61035,0.393308,0.145242,-0.0484015,-0.276948,-0.560131,-0.687805,-0.717192,-0.539018,-0.2972,-0.0128959,0.241935,0.543776,0.848419,1.12221,1.43146,1.73938,1.86559,1.66268,1.39001,1.34735,1.28634,1.2797,1.30262,1.41255,1.55375,1.58025,1.46404,1.13165,0.776675,0.516889,0.19152,-0.0844674,-0.433147,-0.586502,-0.733179,-0.705041,-0.723871,-0.858224,-0.991543,-1.07815,-1.19857,-1.2999,-1.34551,-1.29827,-1.19633,-1.0757,-0.948022,-0.817117,-0.667338,-0.57099,-0.525875,-0.634806,-0.739944,-0.839437,-0.972282,-1.1029,-1.17705,-1.27855,-1.33055,-1.32044,-1.20153,-1.08453,-0.948453,-0.853657,0
-0.957338,-0.838226,-0.609004,-0.327119,0.00191658,0.265797,0.53778,0.861696,1.01012,1.12237,1.26995,1.37714,1.32847,1.27012,1.14533,1.00562,0.893541,0.762051,0.427164,0.195973,-0.137507,-0.39593,-0.670333,-0.97011,-0.951937,-0.830743,-0.6404,-0.325318,0.00366078,0.35689,0.678442,1.04366,1.33235,1.50705,1.48364,1.27023,1.25594,1.4195,1.49248,1.55386,1.5367,1.58239,1.4621,1.17475,0.821579,0.47302,0.0775362,-0.232819,-0.490961,-0.805311,0.0845693,-0.108306,-0.277437,-0.609004,-0.867202,-1.17261,-1.376,-1.60098,-1.718,-1.49028,-1.21002,-0.960039,-0.63016,-0.367517,-0.128674,0.126093,-0.00899875,-0.293135,-0.686987,-0.961952,-1.28598,-1.58386,-1.6908,-1.68607,-1.43401,-1.13812,-0.867934,-0.582954,-0.245648,-0.0457395,1
-0.873958,-0.797024,-0.549946,-0.318972,-0.314704,0.0873234,0.389541,0.766531,0.994318,1.0712,1.27571,1.48483,1.4664,1.49189,1.33591,1.20549,0.909133,0.760044,0.51308,0.191799,-0.144561,-0.473979,-0.790537,-0.952087,-0.84818,-0.63405,-0.378608,-0.0564733,0.254109,0.618808,0.880567,0.674005,0.850123,1.23161,1.48637,1.56694,1.41291,1.43385,1.44238,1.50458,1.50759,1.55027,1.5085,1.09521,0.802438,0.439105,0.0460679,-0.280789,-0.627791,-0.775343,-0.00121938,-0.119011,-0.271457,-0.552165,-0.817907,-1.12365,-1.42644,-1.70225,-1.70741,-1.48255,-1.183,-0.907133,-0.68754,-0.428797,-0.125213,0.0633099,-0.0736014,-0.303266,-0.58443,-0.852619,-1.117,-1.41364,-1.52585,-1.68946,-1.54247,-1.31075,-1.04661,-0.800722,-0.484392,-0.214382,1
-0.895168,-0.79223,-0.553268,-0.260545,-0.237628,0.00591838,0.289665,0.652716,0.719129,0.881939,0.965397,1.22842,1.47178,1.52401,1.47684,1.31665,1.18478,0.902803,0.684037,0.444454,0.116543,-0.129104,-0.469333,-0.77552,-0.958478,-1.014,-0.864516,-0.548494,-0.231803,0.123943,0.477636,0.847229,1.20622,1.4766,1.51489,1.37328,1.30572,1.39596,1.47273,1.54812,1.66094,1.7941,1.53561,1.14788,0.784396,0.378041,-0.0317045,-0.370644,-0.698699,-0.927778,0.052565,0.0263054,-0.160472,-0.446129,-0.773133,-1.08118,-1.37672,-1.61511,-1.63658,-1.52358,-1.25235,-0.945873,-0.600822,-0.271335,-0.0250202,-0.0773962,-0.233235,-0.46093,-0.798437,-1.06442,-1.30453,-1.48816,-1.55581,-1.50406,-1.30047,-1.03439,-0.779387,-0.581485,-0.231134,-0.106186,1
-0.623766,-0.529118,-0.291736,-0.0120142,0.273214,0.45093,0.640037,0.741379,0.874951,0.964615,0.993285,0.971498,0.908035,0.77228,0.562382,0.494029,0.267281,0.0123363,-0.21764,-0.489008,-0.63269,-0.800533,-0.723304,-0.474721,-0.186645,0.175147,0.504282,0.855916,1.10991,1.42822,1.68255,1.79889,1.62887,1.38489,1.15249,0.978571,0.977764,1.23741,1.51428,1.66024,1.80293,1.83055,1.57105,1.23067,0.891659,0.554645,0.220668,-0.124511,-0.456351,-0.541696,-0.470211,-0.573784,-0.763651,-0.952142,-1.13555,-1.30653,-1.47136,-1.52814,-1.3628,-1.21717,-1.06155,-0.832193,-0.68272,-0.505764,-0.424975,-0.422033,-0.558832,-0.793698,-1.02676,-1.1759,-1.37115,-1.5972,-1.5401,-1.40111,-1.21952,-1.00488,-0.880704,-0.687657,-0.55475,-0.491287,0
-0.81076,-0.794712,-0.535303,-0.279076,0.0333426,0.354353,0.626583,0.856669,1.0598,1.18636,1.3203,1.37162,1.40877,1.35248,1.23851,1.16136,1.00642,0.820117,0.662589,0.348307,0.167093,-0.0863603,-0.391232,-0.6736,-0.750159,-0.769253,-0.570673,-0.306353,-0.0554003,0.278795,0.561253,0.876536,1.21869,1.41104,1.40222,1.37394,1.38876,1.40067,1.49846,1.45482,1.42768,1.60185,1.40717,1.20759,0.848122,0.493469,0.139316,-0.18856,-0.459562,-0.692785,-0.160419,-0.0788135,-0.306763,-0.38073,-0.605042,-0.881545,-1.11331,-1.42319,-1.57177,-1.69574,-1.50875,-1.27839,-1.12536,-0.835037,-0.590267,-0.288396,-0.330267,-0.487612,-0.717744,-0.895093,-1.15873,-1.40723,-1.63297,-1.55424,-1.40477,-1.23693,-1.05935,-0.846448,-0.59504,-0.43133,1
-0.815114,-0.76668,-0.547104,-0.267238,0.0172881,0.269897,0.551383,0.747198,0.976856,1.21214,1.26295,1.3048,1.26331,1.22485,1.07388,0.9573,0.690506,0.571902,0.30911,0.0873558,-0.181769,-0.461989,-0.615703,-0.847843,-0.819877,-0.702033,-0.460621,-0.175284,0.136196,0.494894,0.826335,1.15757,1.48202,1.57134,1.38936,1.24922,1.21979,1.34194,1.29198,1.38151,1.50811,1.71735,1.6481,1.31144,0.943317,0.499251,0.0842147,-0.238766,-0.58956,-0.815621,-0.0683333,-0.303058,-0.568433,-0.924244,-1.17016,-1.52842,-1.7625,-1.7107,-1.51809,-1.20391,-0.931945,-0.613473,-0.362334,-0.0303356,0.252164,0.0806682,-0.11925,-0.468626,-0.77965,-1.08394,-1.43964,-1.78498,-1.75554,-1.49401,-1.22275,-1.10942,-0.866437,-0.560885,-0.32844,-0.0928038,0
-0.971115,-0.895169,-0.678312,-0.467348,-0.138188,0.193062,0.502783,0.843396,1.00569,1.16272,1.32121,1.32188,1.36104,1.3839,1.31123,1.16937,1.00888,0.821962,0.603061,0.349039,0.0353734,-0.280479,-0.633211,-0.865846,-0.971542,-0.913989,-0.691714,-0.427141,-0.113856,0.213925,0.553778,0.857701,1.20349,1.48584,1.47862,1.44079,1.44012,1.37283,1.4483,1.46023,1.5241,1.58103,1.51184,1.17978,0.788647,0.429452,-0.00882501,-0.360749,-0.633353,-0.870409,-0.0341084,0.0191198,-0.175923,-0.55603,-0.787002,-1.05272,-1.35512,-1.60758,-1.64053,-1.48805,-1.28212,-0.998822,-0.690716,-0.371917,-0.170458,0.0140346,-0.0850078,-0.28813,-0.572711,-0.849593,-1.16948,-1.40773,-1.54146,-1.57559,-1.48458,-1.22747,-0.94835,-0.645092,-0.350198,-0.120509,1
-0.956398,-0.995862,-0.719865,-0.442058,-0.136231,0.190926,0.531674,0.790379,0.964224,1.18132,1.34986,1.44217,1.47394,1.42202,1.26938,1.1477,0.954631,0.787981,0.481607,0.319669,0.0602484,-0.275829,-0.602229,-0.896528,-1.10592,-1.0458,-0.791136,-0.475422,-0.12159,0.244064,0.583255,0.901577,1.21085,1.5394,1.56507,1.51866,1.61366,1.48264,1.42522,1.3648,1.51361,1.72503,1.54432,1.18494,0.825594,0.422916,0.0289463,-0.33877,-0.668873,-0.945796,-0.139303,-0.189327,-0.43701,-0.72504,-0.850627,-0.875113,-0.990266,-1.22154,-1.41571,-1.51232,-1.32588,-1.08308,-0.814697,-0.622719,-0.30406,-0.129626,-0.156931,-0.328925,-0.575681,-0.813308,-1.08775,-1.33825,-1.39976,-1.43376,-1.29887,-1.07525,-1.02342,-0.724577,-0.462464,-0.188696,1
-0.754883,-0.708028,-0.526189,-0.23195,0.0518186,0.370415,0.656953,0.937996,1.16072,1.29471,1.46179,1.58899,1.47897,1.30847,1.16206,0.98126,0.777054,0.540227,0.367041,0.127661,-0.0987836,-0.405266,-0.644906,-0.744976,-0.872605,-0.735717,-0.52143,-0.214645,0.0291915,0.369463,0.696972,0.986971,1.31504,1.58523,1.53253,1.35065,1.3304,1.3937,1.53513,1.6602,1.70753,1.72566,1.42939,1.07778,0.766714,0.400613,0.0731911,-0.189335,-0.503303,-0.716378,-0.491102,-0.624139,-0.793085,-0.9587,-1.15754,-1.23395,-1.22676,-1.36078,-1.41219,-1.26133,-1.09394,-0.940183,-0.84643,-0.693189,-0.525367,-0.266389,-0.139149,-0.31147,-0.528526,-0.700587,-0.91284,-1.07651,-1.26844,-1.38447,-1.4612,-1.32751,-1.15962,-0.923743,-0.717849,-0.567117,0
-1.07746,-0.901331,-0.678215,-0.375103,-0.048433,0.269824,0.372687,0.682487,0.875874,1.04846,1.30593,1.52844,1.55364,1.49664,1.35266,1.19711,1.02551,0.716358,0.591446,0.43331,0.119368,-0.0439456,-0.171015,-0.484741,-0.807744,-0.96739,-0.955654,-0.733487,-0.419502,-0.0737175,0.296877,0.650126,0.99617,1.35412,1.52386,1.47584,1.54091,1.53823,1.53521,1.58915,1.64468,1.55001,1.3757,1.06318,0.768049,0.378901,-0.00675243,-0.326907,-0.670319,-0.907286,-0.0485624,-0.0371283,-0.0735017,-0.459888,-0.702421,-1.00683,-1.2834,-1.61334,-1.66474,-1.47299,-1.21683,-0.896154,-0.645293,-0.374931,-0.113111,0.0434713,-0.0865323,-0.27047,-0.615565,-0.918116,-1.21454,-1.44754,-1.55613,-1.52598,-1.40603,-1.17834,-1.02754,-0.740261,-0.461614,-0.187455,1
-1.04927,-0.901667,-0.675505,-0.348019,-0.167521,-0.0895355,0.228307,0.583315,0.81617,1.08346,1.31693,1.42323,1.50205,1.53283,1.42565,1.20139,0.945412,0.810446,0.547294,0.266661,0.0442419,-0.307859,-0.638472,-0.916771,-1.12056,-0.985774,-0.749307,-0.429924,-0.085132,0.28247,0.652581,0.985748,1.34076,1.57343,1.68828,1.48048,1.38483,1.53746,1.54873,1.65961,1.56203,1.2415,1.05479,1.11411,0.782484,0.411359,0.0662152,-0.297996,-0.657803,-0.927207,-0.105476,-0.0179351,-0.141232,-0.490295,-0.785019,-1.01118,-1.28688,-1.55084,-1.62413,-1.4403,-1.16579,-0.928925,-0.639265,-0.415877,-0.137489,-0.00771901,-0.0816092,-0.210455,-0.463126,-0.714916,-1.02505,-1.30282,-1.49931,-1.59158,-1.4506,-1.26733,-1.07116,-0.746753,-0.41002,-0.162853,1
-0.987529,-0.905013,-0.749398,-0.446161,-0.121063,0.216152,0.368482,0.602124,0.875873,1.17032,1.36243,1.50019,1.57121,1.44852,1.2194,1.0955,0.869377,0.632159,0.349322,0.110061,-0.183214,-0.50864,-0.809323,-1.06311,-1.03275,-0.815819,-0.592068,-0.259634,0.0714853,0.403736,0.805949,1.12999,1.44177,1.55866,1.71179,1.58468,1.54008,1.64161,1.60322,1.59479,1.68676,1.50162,1.22542,0.881493,0.558841,0.208561,-0.137814,-0.450723,-0.749982,-0.945523,-0.146098,-0.0838377,-0.224161,-0.431015,-0.714911,-0.95961,-1.20402,-1.42652,-1.59788,-1.48983,-1.25142,-0.985886,-0.741515,-0.455431,-0.275802,-0.161828,-0.285947,-0.436234,-0.677102,-0.93264,-1.18803,-1.31233,-1.38532,-1.31628,-1.19982,-0.978989,-0.756661,-0.571266,-0.404118,-0.189308,1
-0.749916,-0.576378,-0.47861,-0.261004,-0.186168,0.173129,0.551262,0.891868,1.19092,1.37136,1.54562,1.65834,1.8032,1.82131,1.59853,1.56072,1.28833,1.0355,0.736015,0.376645,0.35781,0.236391,0.073564,-0.0318961,-0.0697094,-0.387743,-0.595285,-0.790964,-0.593919,-0.348636,-0.0221912,0.324238,0.682458,1.04046,1.23291,1.26403,1.24225,1.09567,1.04046,1.03759,1.17417,1.32327,1.34397,1.29416,1.08302,0.714161,0.351484,-0.00119982,-0.336918,-0.556968,-0.533533,-0.517861,-0.602186,-0.770189,-0.912959,-1.17115,-1.37315,-1.57842,-1.69676,-1.50343,-1.27694,-0.995559,-0.69981,-0.474153,-0.247992,-0.0372158,-0.202846,-0.425413,-0.646253,-0.861559,-1.06658,-1.25519,-1.35643,-1.40201,-1.339,-1.42045,-1.34962,-1.16734,-0.964,-0.679322,0
-0.955924,-0.815731,-0.598438,-0.306219,0.0190264,0.317042,0.595315,0.975985,1.15126,1.26017,1.47789,1.46829,1.45163,1.24949,1.07204,0.925994,0.744081,0.417991,0.296333,0.0557954,-0.260997,-0.502199,-0.81718,-0.870613,-0.729333,-0.596627,-0.328799,-0.00029388,0.306355,0.665411,1.01589,1.31771,1.53356,1.62491,1.53422,1.46738,1.52209,1.68238,1.6278,1.55481,1.50681,1.31608,0.977555,0.773544,0.454276,0.47897,0.131688,-0.255986,-0.613351,-0.865179,-0.334958,-0.530394,-0.59548,-0.763023,-0.985206,-1.18728,-1.30103,-1.45907,-1.40702,-1.32817,-1.09213,-0.87496,-0.659961,-0.45583,-0.165845,-0.0136973,-0.20201,-0.395817,-0.640762,-0.823218,-1.06206,-1.29154,-1.44026,-1.48261,-1.45157,-1.29105,-1.11827,-0.940287,-0.658693,-0.50069,1
-0.71843,-0.633459,-0.431358,-0.143032,0.100744,0.0824948,0.417203,0.751911,1.05075,1.17128,1.32177,1.4984,1.51163,1.51043,1.40104,1.27314,1.05347,0.922794,0.715099,0.500605,0.393515,0.0370548,-0.296869,-0.62891,-0.770616,-0.856214,-0.733437,-0.51199,-0.23365,0.0783116,0.408941,0.755675,0.963057,1.21243,1.46243,1.44836,1.49234,1.4071,1.4092,1.46384,1.4048,1.32349,1.37552,1.17692,0.829613,0.533862,0.160198,-0.191609,-0.432457,-0.614896,-0.44166,-0.561404,-0.766276,-0.95818,-1.12797,-1.40505,-1.59781,-1.63453,-1.48449,-1.24227,-1.05638,-0.794826,-0.561822,-0.266854,-0.0299286,0.0929005,-0.0763621,-0.293731,-0.505924,-0.819664,-1.02244,-1.27082,-1.49776,-1.57805,-1.5676,-1.40751,-1.212,-1.00822,-0.813023,-0.512826,1
-0.76843,-0.667441,-0.438122,-0.301893,-0.0349214,0.269749,0.528869,0.805158,0.987507,1.13268,1.24383,1.38891,1.39946,1.34445,1.28267,1.14441,0.972512,0.700006,0.553986,0.340182,0.085367,-0.15573,-0.388644,-0.659967,-0.743313,-0.827037,-0.658595,-0.389732,-0.0645796,0.264073,0.597362,0.933488,1.27155,1.54652,1.62267,1.51596,1.44085,1.44387,1.48824,1.65162,1.71714,1.77787,1.46753,1.09956,0.758471,0.418466,0.061385,-0.254591,-0.562904,-0.711195,-0.472889,-0.576101,-0.76422,-0.894773,-1.08005,-1.30619,-1.43676,-1.44833,-1.32907,-1.16203,-1.00451,-0.851161,-0.683192,-0.506851,-0.325354,-0.284533,-0.378947,-0.564891,-0.747144,-0.923012,-1.11804,-1.34144,-1.4288,-1.48124,-1.32975,-1.16463,-1.03053,-0.838768,-0.662143,-0.493938,1
-0.893888,-0.91029,-0.694089,-0.371724,-0.0978221,0.238132,0.45083,0.756209,0.931538,1.21951,1.2564,1.34085,1.44319,1.41628,1.38013,1.20767,0.996616,0.673561,0.416911,0.207291,0.0360499,-0.239497,-0.562977,-0.851317,-0.926905,-0.895109,-0.72477,-0.418966,-0.0857726,0.263399,0.61188,0.974269,1.31351,1.37631,1.44022,1.39913,1.40004,1.44287,1.47302,1.507,1.58869,1.59771,1.50466,1.10092,0.723617,0.332511,-0.0338587,-0.350863,-0.688197,-0.858377,-0.0279666,0.0743749,-0.0544544,-0.355268,-0.728379,-1.01385,-1.37295,-1.58905,-1.71682,-1.52429,-1.25511,-0.931682,-0.673015,-0.27554,-0.0869934,-0.0394323,-0.209081,-0.413764,-0.775888,-1.01157,-1.33701,-1.55969,-1.59998,-1.50199,-1.28483,-1.10627,-0.941927,-0.644776,-0.353782,-0.105519,1
-1.03261,-1.00307,-0.788608,-0.405148,-0.0930689,0.223801,0.525821,0.913166,1.0646,1.3506,1.48261,1.53764,1.46866,1.31605,1.12549,0.869784,0.659957,0.528003,0.24307,0.016316,-0.317481,-0.607737,-0.883408,-1.00887,-0.956917,-0.659794,-0.427185,-0.104513,0.227048,0.563453,0.871487,1.18554,1.38286,1.43449,1.61568,1.55388,1.53211,1.51055,1.54323,1.60886,1.66571,1.4404,1.2039,0.894695,0.543333,0.235352,-0.116596,-0.414357,-0.71973,-0.946803,-0.0832216,0.0118448,-0.231463,-0.483767,-0.751082,-1.01589,-1.27474,-1.54786,-1.57704,-1.43941,-1.22876,-0.869675,-0.660859,-0.345479,-0.144328,-0.0405855,-0.187816,-0.379918,-0.623971,-0.825495,-1.1404,-1.40782,-1.55759,-1.50686,-1.24728,-1.0655,-0.905604,-0.718506,-0.406213,-0.196971,1
