f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,class
-0.787372,-0.79858,-0.810467,-0.792806,-0.740504,-0.683787,-0.667485,-0.678693,-0.690919,-0.693976,-0.697372,-0.69024,-0.680731,-0.666806,-0.64473,-0.593787,-0.493598,-0.373372,-0.288805,-0.240579,-0.139711,-0.00827669,0.0810442,0.177497,0.293309,0.350705,0.377535,0.466856,0.662139,0.953196,1.24425,1.44327,1.6029,1.82467,2.09161,2.28554,2.34531,2.32867,2.32324,2.39082,2.55078,2.73724,2.84694,2.83131,2.71686,2.60173,2.56946,2.57252,2.4258,2.05561,1.67422,1.50508,1.55331,1.65757,1.64229,1.4684,1.22286,0.998027,0.833309,0.710706,0.612554,0.538517,0.484517,0.457686,0.462101,0.465158,0.430177,0.350365,0.233875,0.0997235,-0.0055597,-0.042239,-0.0157484,0.0484404,0.120101,0.18429,0.248139,0.317082,0.386365,0.449875,0.520177,0.600328,0.684894,0.769121,0.84214,0.89614,0.917536,0.899536,0.849272,0.779309,0.701875,0.61663,0.5358,0.469573,0.407762,0.348667,0.291271,0.238969,0.203648,0.185309,0.173082,0.161195,0.155761,0.163233,0.184969,0.213158,0.243724,0.275309,0.302818,0.323875,0.339497,0.361913,0.392139,0.414554,0.434592,0.455309,0.46312,0.455309,0.433233,0.397573,0.353422,0.304516,0.259346,0.22029,0.190063,0.161195,0.149308,0.164591,0.199233,0.249158,0.298063,0.323535,0.329309,0.314705,0.285158,0.231158,0.176139,0.117724,0.0596479,0.00462899,-0.0497107,-0.102692,-0.181824,-0.277598,-0.340428,-0.454542,-0.562881,-0.69058,-0.797221,-0.904203,-0.993863,-1.04583,-1.08862,-1.11986,-1.14635,-1.15756,-1.17013,-1.17217,-1.16469,-1.15926,-1.16028,-1.16367,-1.17217,-1.17658,-1.18167,-1.18201,-1.17217,-1.163,-1.16605,-1.1562,-1.13684,-1.10764,-1.05873,-1.02239,-0.967712,-0.925259,-0.881108,-0.844429,-0.812504,-0.78907,-0.777523,-0.776504,-0.784316,-0.80741,-0.839335,-0.86175,-0.882127,-0.885523,-0.885863,-0.916089,-0.929674,-0.923561,-0.938165,-0.936127,-0.94292,-0.97858,-0.964655,-0.957863,-0.958882,-0.950391,-0.91575,-0.878731,-0.829825,-0.775825,-0.690919,-0.60941,-0.51941,-0.405296,-0.246353,-0.111862,0.0236479,0.118063,0.203648,0.28346,0.299082,0.25595,0.150667,-0.000804979,-0.144466,-0.328881,-0.506843,-0.705863,-0.866165,-1.00915,-1.1365,-1.22515,-1.29137,-1.34673,-1.37798,-1.40141,-1.41771,-1.42892,-1.43639,-1.44149,-1.44149,2
-0.587992,-0.588507,-0.590052,-0.571769,-0.526445,-0.481122,-0.467989,-0.482667,-0.502239,-0.51563,-0.51666,-0.509192,-0.501466,-0.487303,-0.453825,-0.394596,-0.298542,-0.163859,-0.072698,-0.0330402,0.060954,0.185078,0.265166,0.35607,0.460365,0.500538,0.520367,0.627752,0.859003,1.18451,1.51284,1.73482,1.89886,2.13217,2.41004,2.59416,2.62481,2.56146,2.5133,2.56017,2.70799,2.89391,3.00902,2.99409,2.88104,2.7685,2.75382,2.77649,2.62661,2.2357,1.83242,1.64701,1.68796,1.78324,1.75156,1.55508,1.28391,1.03927,0.860806,0.73488,0.640113,0.567235,0.515989,0.502856,0.530925,0.556162,0.538651,0.467318,0.342937,0.190228,0.0594089,-0.0150139,-0.0366454,-0.0217093,0.0055876,0.0267041,0.0444729,0.0661044,0.0890235,0.110913,0.134089,0.164991,0.212375,0.270574,0.328773,0.379247,0.410664,0.417102,0.405771,0.381822,0.347829,0.309717,0.277012,0.248685,0.217525,0.178125,0.129711,0.0846457,0.0552886,0.0406101,0.0310819,0.0215537,0.0156308,0.017691,0.0341721,0.0601815,0.0900536,0.118638,0.142845,0.162416,0.18173,0.206967,0.235551,0.260788,0.283965,0.306112,0.317442,0.312549,0.301991,0.28757,0.267226,0.241732,0.212117,0.175035,0.134347,0.0975217,0.0751176,0.0707397,0.0849033,0.1122,0.143617,0.169627,0.187396,0.193061,0.187396,0.162931,0.133832,0.101642,0.0689371,0.0377774,0.00970789,-0.0163015,-0.0680626,-0.134245,-0.17519,-0.264292,-0.355711,-0.471594,-0.573829,-0.676063,-0.764392,-0.819244,-0.864052,-0.900104,-0.931522,-0.946973,-0.962939,-0.966029,-0.967832,-0.965514,-0.964484,-0.969119,-0.97942,-0.98457,-0.986116,-0.984828,-0.983798,-0.985858,-0.98457,-0.980708,-0.975557,-0.968862,-0.957789,-0.94517,-0.926114,-0.909633,-0.894182,-0.881821,-0.874868,-0.869975,-0.87255,-0.886456,-0.908087,-0.935384,-0.962681,-0.983025,-0.996931,-1.00491,-1.01058,-1.02577,-1.02526,-1.02243,-1.02526,-1.0165,-1.01161,-1.00182,-1.00208,-1.0062,-0.997446,-0.992038,-0.98251,-0.964999,-0.932037,-0.900104,-0.860189,-0.817956,-0.763105,-0.69512,-0.610139,-0.536489,-0.460263,-0.399231,-0.345667,-0.300344,-0.284893,-0.294421,-0.334079,-0.398974,-0.462323,-0.542411,-0.622242,-0.718554,-0.80199,-0.878988,-0.949033,-0.996416,-1.02989,-1.05796,-1.07264,-1.08217,-1.08681,-1.08912,-1.09273,-1.09479,-1.09479,2
-1.27293,-1.2861,-1.30304,-1.28234,-1.20991,-1.13747,-1.08762,-1.06974,-1.07633,-1.06833,-1.03823,-1.01424,-1.0086,-1.00672,-0.975203,-0.906532,-0.817166,-0.710397,-0.624794,-0.573056,-0.487452,-0.376921,-0.303546,-0.230172,-0.133281,-0.0702539,-0.0213378,0.0849608,0.292384,0.600462,0.918887,1.12772,1.24907,1.42169,1.63758,1.78527,1.84265,1.84971,1.87651,1.95412,2.06936,2.19353,2.26737,2.27208,2.22833,2.19165,2.21046,2.22551,2.08582,1.75375,1.4231,1.28529,1.35537,1.48707,1.50682,1.36148,1.1169,0.873263,0.687476,0.554368,0.456535,0.378458,0.318724,0.301791,0.31402,0.320135,0.292854,0.219951,0.113182,0.004061,-0.0533214,-0.0316854,0.047333,0.148928,0.25993,0.367169,0.466883,0.572241,0.679951,0.786249,0.89537,1.01108,1.13431,1.25189,1.34455,1.40193,1.40805,1.35819,1.26459,1.1423,1.0059,0.863386,0.738274,0.645145,0.566597,0.494634,0.429726,0.373284,0.338008,0.317783,0.305083,0.30038,0.307435,0.326249,0.361525,0.414204,0.468294,0.509685,0.535554,0.546372,0.563304,0.590585,0.616924,0.640441,0.662548,0.689828,0.723223,0.747681,0.741096,0.690769,0.604695,0.500748,0.413263,0.345533,0.310728,0.298499,0.31402,0.374695,0.465472,0.567067,0.643263,0.672425,0.659255,0.61175,0.558131,0.459828,0.34083,0.219951,0.106126,0.0228749,-0.0434441,-0.103178,-0.210418,-0.357636,-0.453117,-0.596103,-0.722156,-0.854794,-0.964385,-1.0688,-1.15723,-1.20238,-1.23154,-1.248,-1.25647,-1.24706,-1.2306,-1.21649,-1.19203,-1.16805,-1.15582,-1.16005,-1.18122,-1.20003,-1.20661,-1.20991,-1.2005,-1.18827,-1.17369,-1.1497,-1.1069,-1.02553,-0.916409,-0.840683,-0.708045,-0.598925,-0.480397,-0.359988,-0.251808,-0.17279,-0.121522,-0.0980044,-0.0998858,-0.123874,-0.177023,-0.212299,-0.258393,-0.372217,-0.440888,-0.460642,-0.534957,-0.672769,-0.68735,-0.709456,-0.785182,-0.803056,-0.802115,-0.85009,-0.89007,-0.877841,-0.821399,-0.754139,-0.690642,-0.632319,-0.55236,-0.48463,-0.395734,-0.261215,-0.0707243,0.0957788,0.290973,0.437251,0.558131,0.670544,0.685124,0.618805,0.469235,0.238294,0.0238156,-0.248986,-0.515673,-0.825162,-1.07633,-1.30351,-1.50905,-1.65203,-1.76351,-1.85475,-1.90132,-1.93895,-1.9634,-1.9761,-1.9888,-1.99774,-1.99774,2
-0.937708,-0.944903,-0.952458,-0.931232,-0.880505,-0.832656,-0.804594,-0.809991,-0.816826,-0.798478,-0.78085,-0.770057,-0.752068,-0.735879,-0.710335,-0.654931,-0.570026,-0.452023,-0.367478,-0.325025,-0.247316,-0.140825,-0.0760669,-0.0231812,0.05201,0.089066,0.114969,0.211746,0.423649,0.724414,1.01978,1.22197,1.36948,1.56555,1.81451,2.00914,2.0685,2.04728,2.03684,2.09548,2.23112,2.40236,2.51749,2.51677,2.43402,2.34948,2.35056,2.39049,2.27321,1.93683,1.57634,1.41085,1.46481,1.57634,1.57094,1.40797,1.16081,0.920487,0.74528,0.626197,0.53014,0.449552,0.390191,0.37508,0.398465,0.418252,0.404581,0.34414,0.248083,0.145909,0.0829499,0.0887062,0.148787,0.242327,0.340543,0.428326,0.513231,0.594538,0.671168,0.753195,0.843496,0.935956,1.04245,1.1493,1.23564,1.28817,1.29752,1.26155,1.18635,1.08418,0.972653,0.860765,0.752476,0.659296,0.582306,0.512511,0.444515,0.387672,0.350616,0.32903,0.31356,0.297371,0.288736,0.291974,0.306365,0.332988,0.364287,0.395227,0.419691,0.433003,0.447393,0.465742,0.482291,0.502438,0.521505,0.533378,0.534817,0.515389,0.486608,0.45315,0.404941,0.350616,0.306725,0.260315,0.216783,0.188362,0.182245,0.197356,0.226497,0.264632,0.29917,0.308164,0.299529,0.271468,0.231893,0.171453,0.11389,0.0592053,0.00200245,-0.0530418,-0.103049,-0.156295,-0.246956,-0.361002,-0.435833,-0.570386,-0.693067,-0.825101,-0.93483,-1.04636,-1.14709,-1.21149,-1.2615,-1.2964,-1.32769,-1.34065,-1.3518,-1.35396,-1.33921,-1.32374,-1.31906,-1.3205,-1.33309,-1.33273,-1.32446,-1.30683,-1.28848,-1.27229,-1.25718,-1.23344,-1.19962,-1.16184,-1.12083,-1.08197,-1.02333,-0.973684,-0.916122,-0.876188,-0.84237,-0.819704,-0.816826,-0.809631,-0.806033,-0.814308,-0.818265,-0.824741,-0.855321,-0.881584,-0.865035,-0.880505,-0.901731,-0.884822,-0.87259,-0.8877,-0.88806,-0.899573,-0.929433,-0.924756,-0.916841,-0.905689,-0.880145,-0.85784,-0.801716,-0.722567,-0.584057,-0.48692,-0.367838,-0.208101,0.00524034,0.196636,0.381916,0.509993,0.62224,0.722615,0.736646,0.68376,0.555323,0.362489,0.182245,-0.0487246,-0.277536,-0.544483,-0.762861,-0.954977,-1.12407,-1.24099,-1.33093,-1.40468,-1.44426,-1.47628,-1.49679,-1.50686,-1.51657,-1.52521,-1.52521,2
-0.66082,-0.664139,-0.651468,-0.625523,-0.567598,-0.498512,-0.458085,-0.458387,-0.473471,-0.488556,-0.502132,-0.50183,-0.507562,-0.510579,-0.492176,-0.449638,-0.365467,-0.248713,-0.160922,-0.104506,0.0110405,0.167617,0.306092,0.460557,0.61472,0.688633,0.718199,0.794224,0.950499,1.19034,1.45794,1.65374,1.79643,2.01184,2.28969,2.4876,2.55096,2.55428,2.56996,2.64478,2.80136,2.97151,3.05327,3.01405,2.88372,2.7543,2.71236,2.70029,2.5226,2.11894,1.72071,1.54543,1.57922,1.66791,1.65162,1.48539,1.25792,1.05096,0.894083,0.787285,0.710355,0.647905,0.60054,0.574293,0.564337,0.545331,0.498871,0.417113,0.297946,0.155851,0.0345722,-0.032101,-0.0438668,-0.0269722,0.0010848,0.0348739,0.0656462,0.0937032,0.124174,0.158868,0.195372,0.238815,0.289499,0.343501,0.393582,0.434611,0.458445,0.460255,0.43793,0.39871,0.355267,0.310316,0.268683,0.232178,0.198691,0.160075,0.113916,0.0737918,0.0466398,0.0297452,0.0194878,0.00983377,0.00470506,0.00983377,0.0288402,0.0575006,0.0921948,0.125682,0.151627,0.174857,0.197484,0.224636,0.258124,0.287387,0.313634,0.341088,0.358586,0.358284,0.34682,0.326305,0.297041,0.262347,0.227955,0.19145,0.157058,0.12357,0.103961,0.107581,0.128096,0.162488,0.200501,0.22705,0.246961,0.249676,0.235195,0.195372,0.146499,0.0982285,0.0571989,0.0188844,-0.023352,-0.0589512,-0.11416,-0.185359,-0.226992,-0.311766,-0.41072,-0.535016,-0.641512,-0.749517,-0.842135,-0.896439,-0.940485,-0.972465,-0.999918,-1.01108,-1.02254,-1.02375,-1.01953,-1.01319,-1.00927,-1.0138,-1.03129,-1.04547,-1.04909,-1.04427,-1.03431,-1.03491,-1.03793,-1.02466,-1.00384,-0.983929,-0.954061,-0.913333,-0.865063,-0.833084,-0.789641,-0.75555,-0.732019,-0.716331,-0.715426,-0.715426,-0.721158,-0.746801,-0.776065,-0.812569,-0.844548,-0.865063,-0.879544,-0.89312,-0.898551,-0.900663,-0.9073,-0.906395,-0.903378,-0.902473,-0.919971,-0.949234,-0.964621,-0.948329,-0.934753,-0.929926,-0.913937,-0.886483,-0.838515,-0.808949,-0.763394,-0.689179,-0.594147,-0.520233,-0.441191,-0.379043,-0.320515,-0.274055,-0.26591,-0.287933,-0.340728,-0.414944,-0.486746,-0.579666,-0.67681,-0.803217,-0.915144,-1.01138,-1.09616,-1.15348,-1.19481,-1.23041,-1.25062,-1.26178,-1.26933,-1.27415,-1.27808,-1.28079,-1.28079,2
-0.771452,-0.76112,-0.740457,-0.707524,-0.657157,-0.593229,-0.543508,-0.535759,-0.558682,-0.570628,-0.573857,-0.582575,-0.58322,-0.577086,-0.558037,-0.517678,-0.440513,-0.325572,-0.236461,-0.165753,-0.0440322,0.105455,0.241059,0.405399,0.584267,0.680804,0.72084,0.795422,0.946524,1.18771,1.45795,1.65489,1.78824,1.98648,2.25995,2.4556,2.51663,2.5205,2.55376,2.65611,2.82335,2.98382,3.05226,2.99802,2.85209,2.70809,2.64384,2.61575,2.43946,2.04815,1.66167,1.49282,1.54028,1.64618,1.64456,1.4954,1.26519,1.04209,0.879368,0.769916,0.691782,0.631729,0.581361,0.548429,0.53164,0.504842,0.452215,0.373112,0.255266,0.115141,-0.000445144,-0.0650186,-0.071153,-0.0401578,0.00213779,0.0447562,0.0828546,0.121599,0.160343,0.199087,0.244288,0.297238,0.356,0.417345,0.472555,0.511945,0.529703,0.522922,0.490959,0.443174,0.391838,0.34018,0.291427,0.24784,0.211356,0.176809,0.132899,0.0886662,0.059931,0.0437876,0.0334559,0.02603,0.0247385,0.0324873,0.0547651,0.091572,0.132253,0.173257,0.207158,0.230728,0.255266,0.280449,0.30983,0.339857,0.368269,0.39539,0.411533,0.416699,0.407013,0.380861,0.347283,0.30305,0.261077,0.222656,0.186818,0.15098,0.130316,0.139356,0.169706,0.212001,0.255266,0.285615,0.303373,0.301758,0.283678,0.232665,0.173257,0.117724,0.0660655,0.0208641,-0.0243373,-0.0624356,-0.12152,-0.199008,-0.245178,-0.340424,-0.446647,-0.571274,-0.677175,-0.780169,-0.874769,-0.931917,-0.972275,-0.992616,-1.01392,-1.02297,-1.02878,-1.02297,-1.00424,-0.997782,-0.996813,-0.999719,-1.01522,-1.03201,-1.03685,-1.03556,-1.02878,-1.03265,-1.03265,-1.01683,-0.995199,-0.957423,-0.922876,-0.891558,-0.840222,-0.793084,-0.733031,-0.693641,-0.658125,-0.632942,-0.62713,-0.63391,-0.641982,-0.66652,-0.711398,-0.751111,-0.779523,-0.812133,-0.847003,-0.857657,-0.884455,-0.873478,-0.85346,-0.898984,-0.919002,-0.897047,-0.899307,-0.935791,-0.942571,-0.953872,-0.95258,-0.929011,-0.914159,-0.88381,-0.835379,-0.803738,-0.751111,-0.671363,-0.567077,-0.475706,-0.383043,-0.314918,-0.247438,-0.192874,-0.187708,-0.218058,-0.280371,-0.380137,-0.481517,-0.600655,-0.713981,-0.84442,-0.958715,-1.063,-1.15825,-1.22573,-1.2719,-1.31096,-1.33518,-1.35164,-1.36198,-1.36488,-1.3665,-1.37069,-1.37069,2
-1.1059,-1.14273,-1.14852,-1.11128,-1.05127,-0.995407,-0.973061,-0.977199,-0.985062,-0.975958,-0.950301,-0.927126,-0.915125,-0.898159,-0.862156,-0.803806,-0.702833,-0.57703,-0.493024,-0.448331,-0.368876,-0.271628,-0.222796,-0.171896,-0.101132,-0.0709225,-0.0378166,0.0850895,0.325108,0.645822,0.96364,1.178,1.32863,1.54134,1.79791,1.98082,2.04579,2.03007,2.02179,2.08179,2.22332,2.40623,2.53411,2.55273,2.47989,2.40623,2.41079,2.44348,2.32388,1.97999,1.60507,1.42547,1.46395,1.56865,1.55334,1.36753,1.10931,0.87384,0.695481,0.565954,0.466222,0.375181,0.307313,0.294899,0.325108,0.354903,0.347868,0.291174,0.199719,0.0975042,0.0283954,0.0308784,0.0958489,0.18896,0.279587,0.368146,0.455463,0.530365,0.610233,0.692998,0.779488,0.87715,0.980607,1.08117,1.16931,1.226,1.23345,1.19248,1.11427,1.01288,0.900325,0.789006,0.685136,0.592853,0.516295,0.446772,0.378078,0.32097,0.285381,0.267172,0.261793,0.254344,0.253102,0.271724,0.301934,0.344558,0.395044,0.44222,0.475326,0.494776,0.513398,0.53409,0.558505,0.582093,0.606923,0.63796,0.661134,0.667755,0.659892,0.626786,0.566368,0.493535,0.430633,0.375181,0.340833,0.325936,0.328832,0.369387,0.43353,0.499328,0.549815,0.56223,0.54609,0.508846,0.457532,0.378491,0.294071,0.20096,0.113643,0.0461899,-0.0158838,-0.0754746,-0.178517,-0.315493,-0.399086,-0.541855,-0.667658,-0.803393,-0.914712,-1.01279,-1.10093,-1.15225,-1.18949,-1.21929,-1.24825,-1.26026,-1.26191,-1.24825,-1.23501,-1.22343,-1.21184,-1.21598,-1.23253,-1.23377,-1.22549,-1.21225,-1.19611,-1.16301,-1.13652,-1.09638,-1.04051,-0.978441,-0.888641,-0.811255,-0.707385,-0.625034,-0.529441,-0.451641,-0.393706,-0.353151,-0.332874,-0.327494,-0.334529,-0.358945,-0.416053,-0.492196,-0.554684,-0.605584,-0.66683,-0.742974,-0.778563,-0.773597,-0.794702,-0.835671,-0.921747,-0.958991,-0.910573,-0.93292,-0.954439,-0.958163,-0.925471,-0.858845,-0.790978,-0.744216,-0.658968,-0.577444,-0.476885,-0.344461,-0.156584,0.0122563,0.183166,0.311866,0.415736,0.503466,0.515054,0.453807,0.316004,0.115712,-0.074647,-0.311355,-0.538959,-0.796771,-1.00989,-1.20232,-1.36992,-1.4862,-1.57518,-1.64801,-1.68691,-1.71422,-1.73326,-1.74484,-1.75105,-1.7556,-1.7556,2
-1.2744,-1.28016,-1.27776,-1.25569,-1.22401,-1.17602,-1.14338,-1.13906,-1.14914,-1.16114,-1.14098,-1.10499,-1.08291,-1.04644,-0.994126,-0.921657,-0.809354,-0.676894,-0.579948,-0.538195,-0.481563,-0.399016,-0.353423,-0.316948,-0.265596,-0.230081,-0.164331,-0.0145939,0.253686,0.628509,0.994213,1.2241,1.32056,1.43335,1.59412,1.69923,1.7117,1.68483,1.71218,1.79617,1.9032,2.02318,2.10812,2.11916,2.07357,2.03854,2.07357,2.10669,1.98862,1.68915,1.38823,1.28649,1.38199,1.52693,1.55429,1.38871,1.10604,0.831038,0.62323,0.482611,0.381346,0.297359,0.238328,0.228729,0.256565,0.274322,0.252726,0.175937,0.0631544,-0.0361906,-0.0688257,-0.0265921,0.0679536,0.190815,0.314636,0.4255,0.530604,0.639547,0.75281,0.865593,0.976456,1.0902,1.21306,1.33688,1.43623,1.4919,1.49046,1.43719,1.34312,1.21354,1.06284,0.911666,0.780646,0.680821,0.600193,0.528204,0.467253,0.416861,0.389025,0.375587,0.364069,0.35447,0.35687,0.384706,0.432698,0.48981,0.550281,0.601153,0.638107,0.657304,0.680821,0.718735,0.75569,0.773447,0.785925,0.806082,0.81904,0.81616,0.792644,0.743211,0.668343,0.574757,0.494129,0.42454,0.377987,0.35831,0.368868,0.416381,0.481651,0.558919,0.62275,0.634268,0.609792,0.564199,0.501328,0.397184,0.282001,0.175457,0.0823515,0.012762,-0.0280318,-0.0611468,-0.165771,-0.332306,-0.43741,-0.587147,-0.723927,-0.871264,-0.985487,-1.09299,-1.18946,-1.23937,-1.27584,-1.29888,-1.30944,-1.29936,-1.27776,-1.24993,-1.21153,-1.19282,-1.1693,-1.1573,-1.17314,-1.18994,-1.18898,-1.17218,-1.14002,-1.10691,-1.09251,-1.05844,-1.00228,-0.919737,-0.83047,-0.741684,-0.611624,-0.520437,-0.415813,-0.318868,-0.230561,-0.154733,-0.112019,-0.100981,-0.10386,-0.147054,-0.221923,-0.269435,-0.326067,-0.425892,-0.472925,-0.495481,-0.548753,-0.606344,-0.680733,-0.707609,-0.741204,-0.829991,-0.860226,-0.877983,-0.887582,-0.877023,-0.852067,-0.827591,-0.779598,-0.715288,-0.643779,-0.573229,-0.457087,-0.295831,-0.0745848,0.116426,0.311757,0.457175,0.588195,0.700498,0.721135,0.662584,0.515246,0.29064,0.072273,-0.195047,-0.462366,-0.776239,-1.03876,-1.28592,-1.51389,-1.67034,-1.78745,-1.88631,-1.93862,-1.97462,-1.99813,-2.01349,-2.02645,-2.03461,-2.03461,2
-0.573024,-0.561281,-0.548139,-0.527727,-0.48215,-0.413925,-0.366111,-0.352131,-0.361917,-0.388201,-0.411129,-0.425669,-0.43182,-0.430981,-0.420915,-0.387362,-0.314103,-0.203657,-0.118375,-0.0560212,0.067847,0.236453,0.392757,0.568912,0.748423,0.841814,0.874808,0.933527,1.04677,1.24781,1.49247,1.66248,1.78243,1.96614,2.20436,2.38024,2.44651,2.46021,2.50551,2.62462,2.80246,2.96547,3.02419,2.95792,2.80218,2.63888,2.56115,2.51837,2.33299,1.95691,1.5881,1.43236,1.48101,1.58027,1.57747,1.43068,1.22041,1.03335,0.896898,0.802948,0.737798,0.689705,0.648602,0.613371,0.582613,0.538155,0.470209,0.382131,0.269727,0.136072,0.0236683,-0.0316949,-0.0325338,0.00269737,0.0538664,0.10168,0.143063,0.183047,0.227785,0.27504,0.323133,0.375421,0.431902,0.489782,0.540671,0.57786,0.596874,0.589044,0.559126,0.514947,0.458186,0.401425,0.351374,0.307754,0.268609,0.226946,0.182208,0.144461,0.118457,0.101121,0.0885383,0.0726004,0.0600179,0.0583402,0.0698043,0.0946898,0.126566,0.15928,0.191156,0.217999,0.240088,0.261898,0.287343,0.308034,0.323133,0.333479,0.330403,0.313347,0.288461,0.263855,0.239809,0.211568,0.184445,0.147537,0.106154,0.0731597,0.0552645,0.0535868,0.0670082,0.090216,0.117338,0.136911,0.150053,0.150612,0.139707,0.115102,0.0879791,0.0555441,0.0203129,-0.0151978,-0.0512678,-0.0901339,-0.148573,-0.219035,-0.263494,-0.363595,-0.461739,-0.581133,-0.687106,-0.7928,-0.880318,-0.93652,-0.984055,-1.01845,-1.05004,-1.07045,-1.09171,-1.09394,-1.09786,-1.10233,-1.10569,-1.10597,-1.10932,-1.11771,-1.12358,-1.11883,-1.1082,-1.10513,-1.11212,-1.10932,-1.10233,-1.09534,-1.08416,-1.06878,-1.04557,-1.03047,-1.01789,-1.00978,-1.00531,-1.00251,-1.00782,-1.01873,-1.02963,-1.04557,-1.06123,-1.07437,-1.08164,-1.0836,-1.0931,-1.0931,-1.09925,-1.09143,-1.05647,-1.03411,-1.01285,-1.01984,-0.999992,-0.993282,-0.981538,-0.969794,-0.948823,-0.925336,-0.888986,-0.842011,-0.774066,-0.716745,-0.642368,-0.5473,-0.422593,-0.320814,-0.218756,-0.14354,-0.0786698,-0.0199512,-0.00764829,-0.0302969,-0.09293,-0.193031,-0.286701,-0.404698,-0.521855,-0.661102,-0.773506,-0.874446,-0.966719,-1.03103,-1.07996,-1.12218,-1.14399,-1.16105,-1.17307,-1.17922,-1.18482,-1.18789,-1.18789,2
-0.850064,-0.845031,-0.839327,-0.82255,-0.774567,-0.708801,-0.686991,-0.701419,-0.706452,-0.715512,-0.72021,-0.703097,-0.690682,-0.681958,-0.657463,-0.600421,-0.497745,-0.370574,-0.285011,-0.23468,-0.132339,-0.010873,0.0783813,0.18307,0.299839,0.354868,0.38708,0.489085,0.6837,0.971259,1.26788,1.47155,1.62792,1.83998,2.09734,2.28155,2.33323,2.31477,2.31578,2.3896,2.54495,2.72313,2.82446,2.80735,2.69628,2.57884,2.54999,2.5567,2.40872,2.04332,1.67489,1.50947,1.55913,1.6712,1.65879,1.4843,1.236,1.0075,0.834023,0.710543,0.618604,0.544785,0.494118,0.472308,0.476335,0.472979,0.437747,0.363928,0.246824,0.11462,0.0136216,-0.0246302,-0.0021489,0.0575776,0.131061,0.199848,0.260581,0.325676,0.394127,0.460228,0.527337,0.598807,0.685377,0.77329,0.846438,0.89744,0.917908,0.899453,0.848787,0.778994,0.698464,0.615249,0.536397,0.471972,0.415937,0.353862,0.293128,0.245481,0.211256,0.190788,0.178037,0.165287,0.159583,0.167636,0.189781,0.219645,0.252528,0.28474,0.31259,0.330709,0.348493,0.372987,0.39916,0.418957,0.43976,0.45788,0.461571,0.455531,0.439425,0.404528,0.35923,0.308899,0.263265,0.220987,0.182735,0.154885,0.148845,0.165287,0.193808,0.239442,0.284404,0.308563,0.317623,0.305879,0.278365,0.22602,0.171327,0.112271,0.0505312,-0.00248444,-0.0524803,-0.0994562,-0.173947,-0.273938,-0.335007,-0.449091,-0.560827,-0.688669,-0.797049,-0.902409,-0.993341,-1.04736,-1.08796,-1.11548,-1.14064,-1.15373,-1.1648,-1.16346,-1.15608,-1.14601,-1.13964,-1.14232,-1.15272,-1.15876,-1.15977,-1.16011,-1.16212,-1.15239,-1.14534,-1.13662,-1.12051,-1.08931,-1.05038,-1.0232,-0.974215,-0.932943,-0.88731,-0.848387,-0.821208,-0.795707,-0.782956,-0.783292,-0.780943,-0.795371,-0.834629,-0.883283,-0.906436,-0.926904,-0.946701,-0.956431,-0.986295,-0.993677,-0.966833,-0.965155,-0.977906,-0.972873,-0.957102,-0.980255,-0.981933,-0.957774,-0.924219,-0.894692,-0.83832,-0.785305,-0.709808,-0.631291,-0.539688,-0.417886,-0.261523,-0.129319,0.0109373,0.110593,0.196828,0.278029,0.297155,0.259574,0.160589,0.0156348,-0.121266,-0.298768,-0.474593,-0.678938,-0.841005,-0.984281,-1.11481,-1.20708,-1.27352,-1.32855,-1.36244,-1.38525,-1.40069,-1.41109,-1.41847,-1.42451,-1.42451,2
