f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,class
251.531,250.865,250.665,251.057,251.264,252.409,252.859,252.98,252.916,252.776,252.917,252.778,253.229,252.923,253.38,255.196,260.103,268.758,277.418,284.754,288.542,291.691,292.536,291.288,290.768,290.904,292.028,293.192,293.078,294.773,295.916,297.602,300.024,305.394,316.424,332.676,350.75,370.755,387.993,405.945,419.255,431.79,442.534,452.129,460.967,468.593,475.338,480.558,483.825,486.113,487.206,488.52,488.027,489.274,489.663,490.427,490.15,490.948,491.115,491.853,491.894,492.021,492.008,491.888,492.215,492.062,492.026,492.303,492.049,492.305,491.916,492.396,492.368,492.459,492.572,492.7,492.659,492.732,492.377,492.564,492.975,492.447,492.866,493.047,492.512,492.158,491.203,488.235,484.52,479.15,471.806,463.712,453.085,440.759,427.573,414.122,399.538,385.767,371.592,357.521,344.532,332.757,321.922,311.812,304.02,297.335,293.526,290.26,287.394,285.563,282.902,281.076,279.723,278.2,277.111,275.968,275.591,274.966,275.009,274.802,274.211,274.222,274.68,275.011,274.624,274.033,273.41,271.66,268.666,263.635,256.342,246.937,237.387,230.317,229.567,233.5,239.197,244.944,247.151,247.446,247.042,246.967,247.433,248.934,250.136,250.514,250.41,250.141,250.351,250.454,1
258.796,258.68,258.567,258.584,258.632,258.571,258.537,258.194,258.246,258.216,258.113,257.815,257.932,257.855,257.552,257.867,259.135,262.301,267.409,273.764,279.776,284.135,287.197,289.063,289.662,289.168,290.533,292.285,292.678,293.544,294.655,295.813,296.126,297.098,299.416,303.669,311.582,322.311,335.092,352.229,368.348,384.737,401.128,415.134,428.845,440.246,451.477,459.969,465.224,470.427,473.324,474.64,475.413,476.047,476.457,476.736,476.772,476.782,477.17,476.789,477.259,477.539,477.54,477.446,477.18,477.388,476.951,476.632,476.781,476.735,476.512,476.165,476.084,475.933,476.304,475.996,476.055,476.563,476.8,476.483,476.547,476.739,476.698,476.862,476.87,476.671,476.601,476.198,475.042,473.924,470.98,466.186,460.042,451.994,442.933,429.821,416.296,403.504,389.753,376.799,364.898,347.466,335.626,324.372,314.548,303.304,299.397,294.188,290.059,289.139,288.447,287.853,287.695,287.445,287.682,286.468,285.102,284.823,284.484,283.445,282.517,280.736,278.732,277.049,270.921,265.637,261.183,255.505,252.023,251.466,251.998,252.741,253.52,254.408,256.029,256.824,257.508,258.045,258.514,258.528,258.465,259.009,259.102,259.387,259.32,259.062,259.177,259.373,259.403,259.274,1
256.433,256.517,256.456,256.438,256.323,256.341,256.399,256.411,256.447,256.477,256.438,256.531,256.524,256.643,256.833,256.945,257.349,257.521,257.918,258.105,258.06,258.08,258.112,258.142,258.232,258.221,258.382,258.684,259.765,262.197,266.622,270.508,272.722,273.49,273.451,272.384,271.429,272.4,273.152,275.853,278.174,280.639,284.28,290.775,300.855,309.331,324.148,349.552,372.433,393.935,416.824,437.956,456.901,474.778,490.699,501.796,507.186,509.939,510.207,511.29,510.426,511.107,511.081,511.251,510.612,510.785,510.634,510.281,508.961,509.182,507.789,507.44,507.416,506.878,506.382,506.285,504.482,503.042,498.435,491.819,482.874,470.954,458.447,444.791,429.448,414.058,398.922,383.329,367.401,353.867,342.423,330.161,319.152,309.971,303.125,296.956,291.836,288.466,286.474,284.88,283.651,283.375,283.734,284.21,283.97,284.451,284.527,284.931,285.551,285.907,286.493,286.083,285.187,283.772,280.409,275.893,271.643,267.48,265.373,264.908,264.714,264.728,264.451,263.877,263.147,262.719,262.802,263.054,263.466,263.374,263.457,263.308,263.194,263.067,263.066,262.961,262.934,262.919,263.232,263.299,263.513,263.592,263.683,263.892,263.928,263.952,263.856,263.951,264.054,264.048,1
257.979,249.51,242.514,234.799,230.498,228.216,228.343,232.774,236.362,241.785,242.452,241.204,240.149,238.86,238.767,238.208,238.901,240.86,242.138,242.194,241.87,242.132,242.763,242.835,242.766,242.203,242.129,241.935,241.291,240.602,240.832,241.094,243.008,247.984,256.934,267.016,276.594,283.415,287.801,289.571,290.313,289.118,289.745,290.755,291.65,294.087,294.7,296.224,296.756,299.5,302.849,310.051,324.076,338.704,358.318,378.489,392.855,404.11,420.453,430.71,442.485,452.114,458.643,461.683,467.258,471.544,474.256,474.994,475.87,477.649,476.888,479.945,478.901,478.124,478.389,477.186,478.54,479.146,478.395,478.735,479.397,479.4,479.374,479.179,478.697,479.179,478.623,479.102,478.417,479.174,477.879,477.854,476.929,476.786,476.296,478.835,478.388,476.327,477.046,476.383,476.499,475.376,475.744,475.508,476.418,475.276,475.317,475.146,474.801,472.887,473.515,473.99,475.249,474.115,473.676,475.364,472.719,473.017,474.252,473.464,471.856,470.982,468.997,467.809,460.529,455.019,444.985,437.283,421.797,410.3,395.516,383.057,368.561,355.713,342.776,330.683,323.024,313.005,305.124,300.815,294.017,289.545,284.696,280.622,279.134,278.259,277.743,277.914,277.676,278.215,1
265.756,265.974,266.347,266.558,266.667,266.919,266.982,267.098,267.509,267.426,267.669,267.76,267.911,267.909,267.55,267.739,267.468,267.612,267.419,267.438,267.209,267.286,267.318,267.45,267.3,267.267,267.225,267.439,267.733,268.373,269.777,272.044,273.96,273.985,274.07,272.808,271.368,269.764,269.527,269.995,271.993,273.791,274.579,275.619,276.62,279.656,285.294,294.07,301.433,314.08,339.546,361.577,377.442,405.805,431.691,457.057,478.484,494.687,500.988,503.984,505.516,505.388,505.501,505.498,505.519,504.897,504.582,504.494,503.639,503.141,502.902,502.188,501.69,501.118,499.814,498.391,496.222,492.289,486.741,479.314,469.051,456.017,443.081,429.939,414.723,400.321,385.919,371.947,358.521,345.699,333.314,319.352,311.234,301.159,291.815,284.984,280.058,275.442,271.669,269.27,268.536,266.65,266.344,266.368,266.375,265.971,266.081,265.955,265.877,266.062,266.137,266.018,266.671,267.423,267.864,266.975,265.855,263.747,260.66,257.651,254.627,252.705,252.087,251.406,250.727,249.482,248.693,248.344,248.155,248.249,248.687,249.023,249.518,249.502,249.864,250.243,251.004,251.342,252.099,252.641,253.274,253.839,254.109,254.413,254.551,254.607,254.74,254.61,254.848,255.333,1
232.646,230.332,233,239.1,244.549,248.84,250.665,250.669,250.909,251.089,251.412,251.989,252.148,252.31,252.698,254.094,259.223,266.223,273.789,282.934,288.14,291.224,292.25,292.732,291.96,292.574,293.904,295.257,296.923,300.13,302.456,304.311,309.106,317.847,332.74,348.493,366.633,386.242,402.954,419.019,433.295,444.488,455.953,465.489,472.537,478.181,481.904,484.576,486.347,486.936,488.208,487.789,487.945,488.188,488.269,488.536,487.558,488.166,488.496,488.921,489.228,489.28,488.846,489.241,489.223,489.811,489.396,489.413,489.431,489.059,489.672,488.983,488.837,488.687,489.383,488.709,488.931,488.622,488.721,488.667,489.516,488.77,488.623,488.839,489.094,488.37,488.536,488.857,488.684,488.749,488.756,488.959,488.968,488.231,488.614,488.211,487.807,487.099,485.96,484.204,481.376,476.681,470.929,462.4,452.576,440.017,427.551,413.75,398.336,382.819,365.949,347.878,333.415,321.12,311.322,305.469,301.353,297.56,294.368,291.547,290.059,289.528,288.71,288.601,288.374,287.664,287.406,286.612,286.283,285.429,284.436,283.934,283.266,282.635,281.8,281.169,280.602,280.231,279.414,277.579,274.278,269.514,262.156,252.079,243.536,236.287,235.556,237.472,243.675,249.297,1
319.96,320.046,320.203,320.62,320.685,320.557,320.693,320.844,321.293,321.538,321.5,321.634,321.886,322.205,322.301,322.354,322.577,322.488,322.438,322.63,322.721,322.604,322.573,322.566,322.73,322.661,322.793,322.37,322.272,322.348,322.441,321.926,321.959,321.598,321.412,321.706,321.538,321.321,321.277,321.331,321.081,320.885,320.671,320.758,320.603,320.476,320.287,319.898,319.723,319.854,319.611,319.688,320.051,322.379,329.295,341.067,359.341,383.866,414.895,441.788,452.412,465.821,476.678,487.872,500.72,513.647,525.058,531.178,536.072,536.987,537.23,538.25,538.795,539.454,540.757,541.174,542.186,543.054,542.614,543.68,543.749,544.072,543.929,544.244,543.975,543.973,544.018,542.621,542.209,540.935,538.282,535.111,528.727,520.344,509.758,497.303,485.994,474,463.903,454.894,446.452,438.648,428.298,417.13,404.672,391.374,377.233,364.341,352.583,341.986,332.964,323.545,318.115,316.818,317.514,319.237,320.865,322.37,323.407,324.425,325.412,326.802,327.763,329.422,330.791,331.909,332.388,332.693,332.952,332.912,332.916,332.345,331.806,331.445,331.116,330.937,330.677,330.588,330.834,330.699,330.648,330.717,330.713,331.099,331.264,331.353,331.676,331.876,332.036,332.033,1
340.842,340.829,340.772,340.762,340.902,340.881,340.845,340.79,340.823,340.814,340.716,340.716,340.502,340.493,340.525,340.561,340.576,340.56,340.585,340.534,340.572,340.649,340.537,340.594,340.688,340.675,340.689,340.833,340.888,340.962,341.004,341.057,341.096,341.046,341.145,341.342,341.511,341.428,341.597,341.613,341.587,342.273,343.998,348.324,355.861,368.058,385.724,414.429,414.429,414.429,450.792,467.23,479.767,494.514,509.593,524.267,536.196,543.093,547.016,549.206,549.171,549.831,550.157,553.131,552.47,552.873,553.754,553.676,554.252,553.424,553.432,553.718,553.741,554.322,553.599,553.135,553.376,552.592,552.115,551.643,549.251,546.747,542.64,536.535,526.805,513.958,499.06,485.816,472.638,461.43,452.098,443.197,435.337,427.062,418.684,405.754,392.219,378.651,365.644,353.543,344.703,337.931,333.855,331.385,331.257,331.234,332.252,333.496,335.242,335.968,336.719,336.941,337.173,337.216,336.897,336.695,336.348,336.12,335.853,335.704,335.674,335.393,335.269,335.291,335.167,335.269,335.534,336.258,336.639,337.184,337.27,337.401,337.441,337.447,337.569,337.548,337.733,337.723,337.543,337.778,337.752,337.972,337.923,337.837,337.531,337.241,336.893,336.644,336.64,336.677,1
303.634,303.503,303.34,303.325,303.168,303.126,303.176,303.164,303.029,303.114,302.995,302.924,303.057,303.021,302.789,302.816,302.815,302.751,302.731,302.752,302.76,302.766,302.786,302.871,302.784,302.63,303.25,306.106,312.502,323.458,340.161,361.76,384.525,408.631,429.88,448.865,464.465,473.455,481.774,485.64,488.88,488.591,488.359,487.97,488.4,488.713,489.147,489.441,489.218,489.852,490.35,489.937,491.142,490.892,490.128,490.659,490.903,491.05,491.279,491.271,490.149,490.254,490.76,490.88,490.716,490.786,490.51,489.825,489.815,490,489.539,489.608,489.802,490.444,490.192,489.639,489.996,490.057,489.598,489.29,488.989,488.849,488.734,488.678,489.17,489.109,488.921,489.205,489.327,489.57,489.483,489.521,489.156,489.311,489.349,489.454,489.181,489.113,489.39,488.276,488.6,488.435,487.923,487.804,487.896,485.977,484.367,483.224,482.009,478.751,475.702,469.908,463.684,454.505,444.056,432.779,418.383,403.849,388.479,373.587,359.517,346.063,334.409,324.084,317.038,310.071,304.618,301.208,299.435,298.446,298.573,299.379,300.248,301.546,302.18,302.911,303.642,303.9,304.563,304.819,305.035,305.042,305.062,305.205,305.16,305.016,305.263,305.36,305.308,305.207,1
273.658,273.693,273.821,273.749,273.781,273.88,273.966,273.92,273.841,273.781,273.79,273.781,273.886,273.886,273.959,273.864,273.881,273.941,274.089,274.176,274.217,274.139,274.212,274.668,275.89,279.173,283.44,287.296,288.393,288.658,287.7,286.246,286.33,287.851,291.267,293.291,294.273,294.718,297.686,303.176,313.199,327.843,343.965,365.469,384.786,404.367,424.03,442.602,460.966,476.976,488.881,495.748,497.282,497.608,497.449,497.624,497.657,497.375,497.47,497.555,497.548,497.419,497.883,497.813,497.467,497.423,497.102,496.903,496.21,495.328,492.852,488.215,480.917,470.904,459.883,447.549,435.265,422.938,410.536,397.95,386.814,375.311,364.11,352.296,340.555,330.917,321.829,313.753,306.862,301.861,298.276,295.59,293.694,293.781,292.959,292.823,292.096,290.731,290.075,289.635,289.63,290.095,291.311,292.839,294.562,296.692,298.255,298.763,297.94,296.385,292.789,288.648,283.335,277.864,273.224,269.459,266.655,265.296,264.717,264.58,264.124,263.592,263.567,263.601,263.754,264.038,264.484,264.93,266.119,267.527,269.146,270.195,270.829,271.483,271.62,271.753,271.872,271.864,271.87,271.744,271.483,271.22,270.968,270.627,270.249,269.478,268.297,267.094,265.572,263.573,1
245.208,242.978,242.99,244.925,247.086,247.516,247.559,250.301,257.812,268.14,280.136,286.939,292.046,294.086,294.72,294.972,297.518,298.989,300.803,303.703,307.954,318.929,338.042,357.82,380.193,402.335,419.584,434.773,446.335,457.13,465.857,473.235,478.655,483.598,486.881,488.857,489.667,490.124,490.526,490.901,491.173,490.922,491.452,491.552,491.82,492.504,492.394,492.239,492.17,492.081,492.171,492.206,492.312,491.981,492.027,491.284,491.404,491.181,491.451,490.999,490.876,490.254,489.821,489.666,489.08,489.038,488.493,487.57,486.598,485.039,483.467,481.664,479.336,476.873,473.581,469.442,463.933,457.278,450.321,441.105,431.845,421.264,408.816,397.019,384.602,371.82,358.116,345.258,332.646,319.827,308.662,298.037,290.627,285.022,279.903,277.416,276.191,275.72,275.535,275.532,275.573,275.001,274.346,273.317,272.59,272.155,271.551,271.397,271.814,272.049,271.754,270.646,268.307,264.835,260.649,257.284,254,252.258,251.428,251.32,251.862,252.695,254.561,256.797,257.837,258.662,259.012,259.222,259.211,259.572,259.69,259.827,259.801,259.376,259.007,259.097,258.66,258.679,257.829,257.623,257.017,256.873,256.852,256.59,256.481,256.455,256.305,256.229,256.138,255.999,1
