f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,class
1.4813,4.20731,3.7912,3.61248,3.01781,2.82256,2.23826,1.66708,-0.612079,-0.742154,-1.1524,-0.979812,-1.06105,-1.08932,-0.0153409,-0.0366895,0.0700367,0.193266,0.523645,0.586533,0.666543,0.594629,0.520158,0.269201,-0.615883,-0.957943,1.77867,1.58145,1.49204,0.953289,0.819371,0.574353,0.267986,-0.0525696,-0.366901,-0.683628,-0.791843,-1.11834,0.575707,-0.053885,-0.155346,0.218933,0.337687,-0.497205,-0.283045,-0.885539,-0.0763863,-0.974767,-1.06866,-0.940042,0.979503,-0.0144696,0.048423,0.356292,0.0805634,-0.344402,-0.68291,-0.708849,-0.863107,-0.860515,-1.0164,-0.829388,-0.210426,0.080728,0.272106,0.335238,0.10288,-0.197676,-0.414885,-0.525649,-0.716911,-0.771149,-0.944577,0.352187,0.191721,0.0925381,-0.123492,-0.931109,0.729706,0.124863,-0.158508,-0.492049,-0.00732708,0.0229686,0.201873,0.374053,0.665632,0.485949,0.27472,0.139484,-0.116222,-0.885532,-0.947487,-0.841473,-0.972995,0.065088,0.377895,-0.0601643,-1.1267,-1.0597,-1.03821,-1.05096,0.370709,0.38243,0.651333,0.352409,0.295359,0.155952,-0.251331,-0.991748,-1.05385,-1.08311,0.401265,0.230571,0.195393,-0.188348,-1.11009,-1.17669,0.357841,-0.0250121,0.0129229,-0.402373,-0.709882,-0.48724,-0.84321,-0.731198,-1.01414,-0.944181,-0.705292,-1.14493,-0.96172,-1.03217,-0.875848,-1.20299,-1.14888,-0.333338,-1.11148,-1.09768,0.379498,1.22393,0.51087,0.0568556,0.807994,0.301558,-1.08186,-0.0723998,-1.07027,0.66557,0.377324,0.589396,0.676115,0.414032,0.532212,1.99501,2.41026,0.27284,0.176853,2.10672,1.4601,-0.0711373,1.00609,-0.435606,-0.679565,-0.947546,-0.704627,-0.771492,3
2.58607,3.28099,2.92594,2.80795,2.3799,2.28881,2.00386,1.79509,1.30342,1.17863,1.19557,0.939785,0.302164,-0.119632,1.38964,1.31783,1.22102,1.13517,0.783894,0.58087,0.357635,0.169384,-0.201712,-0.534614,-0.933564,-1.02818,1.81009,1.49959,1.40713,1.02236,0.725789,0.398561,0.0957048,-0.437824,-0.802657,-1.00065,-0.973559,-1.0771,0.990572,1.30835,0.81789,0.925548,-0.155187,-0.801762,-0.594582,-1.02975,-0.610615,-0.935497,-1.03805,-1.00174,0.427022,1.23013,0.98729,0.697072,-0.109346,-0.612682,-0.876342,-1.00557,-1.04467,-1.03797,-1.0862,-1.01362,-1.12588,1.08889,0.752062,0.51415,0.0956484,-0.416316,-0.634003,-0.836436,-1.01703,-1.02468,-0.994751,0.259111,0.0976385,-0.0217655,-0.316848,-1.02362,0.598236,0.0497564,-0.469313,-0.892928,1.25615,1.18265,0.848622,0.868868,0.514998,0.126421,-0.308324,-0.49338,-0.695847,-1.05906,-1.09452,-1.06653,-0.972205,1.08491,0.751349,0.0643518,-1.06045,-0.996543,-1.06699,-1.03191,0.920818,0.720265,0.705912,0.761044,0.597844,0.339435,-0.753323,-1.02474,-1.05797,-1.07852,0.0523228,0.45235,0.362654,-0.205077,-1.11055,-1.12136,-0.657972,-0.134878,0.107832,-0.440035,-0.920208,-0.58201,-1.06675,-0.814462,-1.08948,-1.0765,-1.08554,-1.14692,-0.965869,-0.225338,-1.06139,-1.15514,-1.12421,-0.434881,-0.162168,0.265123,0.811886,1.14641,0.0655158,-0.699885,0.701691,-0.274715,-1.05608,-0.575872,-1.06263,0.382064,-0.488231,0.299055,0.366492,-0.455619,-0.196474,0.431731,1.8132,-0.258703,-0.366978,1.37888,0.154231,-0.495387,-0.0946182,-0.697075,-0.780853,-0.999588,-0.773487,-0.823396,2
1.55562,4.26819,3.91594,3.73136,3.1086,2.87148,2.2611,1.60764,-0.812237,-0.802193,-1.04327,-1.02561,-1.11608,-1.13687,-0.42643,-0.101448,0.0297448,0.0367793,0.273004,0.524089,0.602915,0.627748,0.536357,0.305018,-0.516484,-0.862871,1.75851,1.54041,1.45763,0.853175,0.752975,0.586492,0.342265,0.0387378,-0.227344,-0.479106,-0.910053,-1.23123,0.165634,-0.12755,-0.245294,0.0274502,0.189399,-0.401623,-0.256911,-0.807118,-0.0400782,-0.84359,-1.07615,-0.903105,0.941427,-0.0320877,-0.0644578,0.26003,0.0810961,-0.28535,-0.619146,-0.528504,-0.719348,-0.771952,-0.954037,-0.694985,0.0886658,-0.0489589,0.0898634,0.212009,0.0562043,-0.188314,-0.363829,-0.415348,-0.605285,-0.561758,-1.04229,0.249131,0.100195,0.0401119,-0.0871258,-0.818259,0.725302,0.177929,-0.124693,-0.369036,-0.0120571,-0.0300381,-0.0794054,0.0620725,0.599151,0.443123,0.313739,0.160655,-0.0703305,-0.778297,-0.937894,-0.751567,-1.18739,-0.041819,0.254648,-0.112867,-1.19494,-1.08604,-0.999859,-1.14875,0.0966958,0.256783,0.767451,0.276625,0.202472,0.0749985,-0.232176,-1.14934,-1.15746,-1.13385,0.289865,0.134104,0.0651503,-0.0586853,-1.13945,-1.22137,0.21689,0.0269828,-0.00767425,-0.260023,-0.713551,-0.308843,-0.627024,-0.283316,-0.902037,-0.746358,-0.56503,-1.094,-0.721814,-1.12353,-0.914993,-1.24149,-1.1718,-0.0557996,-1.16743,-1.14057,0.344348,1.24806,0.518257,0.175504,0.800935,0.29451,-1.09271,-0.0254185,-1.04215,0.6753,0.441301,0.586724,0.670871,0.462934,0.549036,2.09521,2.42017,0.303448,0.208435,2.11982,1.52678,0.214374,1.07803,-0.280708,-0.681773,-0.98129,-0.747194,-0.858164,1
3.34038,3.19056,2.81772,2.71421,2.3315,2.26657,2.01462,1.90541,1.55088,1.44166,1.1556,0.99047,0.777663,0.383792,1.5121,1.40757,1.25478,1.11029,0.65705,0.446989,0.202845,0.0342477,-0.276294,-0.618405,-0.938142,-1.00258,1.86621,1.48709,1.37273,0.955142,0.64544,0.325656,0.0129024,-0.375389,-0.699558,-0.916445,-0.989352,-1.07023,0.898623,1.38195,0.767591,0.863426,-0.22165,-0.738871,-0.594316,-1.00305,-0.618761,-0.956757,-1.03297,-0.965802,0.251489,1.28677,0.957215,0.602364,-0.14873,-0.557109,-0.838824,-0.864095,-1.0011,-1.04296,-1.05404,-0.968409,-1.11217,1.09321,0.667141,0.402623,0.033073,-0.378524,-0.580872,-0.752907,-0.86033,-0.958486,-0.984785,0.222697,0.0260528,-0.0704783,-0.314201,-1.00232,0.528622,-0.0414377,-0.418977,-0.75671,1.32069,1.22375,0.787908,0.800708,0.422199,0.101195,-0.362783,-0.525851,-0.698371,-1.08543,-1.08456,-1.03215,-0.972703,1.12334,0.689349,-0.00230921,-1.05443,-0.998562,-1.05961,-1.02995,0.87706,0.609644,0.583079,0.705249,0.52033,0.255819,-0.747516,-1.00736,-1.0549,-1.08077,0.0570712,0.370925,0.289376,-0.212096,-1.08001,-1.11943,-0.604946,-0.251994,0.0922159,-0.487268,-0.730922,-0.487099,-0.905621,-1.01408,-1.07645,-1.04472,-0.893352,-1.1166,-1.11013,-0.319386,-1.07882,-1.14187,-1.11599,-0.416055,-0.230347,0.445444,0.907113,1.11128,0.0426451,-0.657279,0.6259,-0.23908,-1.04359,-0.593371,-1.04226,0.29506,-0.5222,0.226011,0.324719,-0.489223,-0.243939,0.269946,1.70969,-0.359952,-0.38212,1.28241,0.0322371,-0.484662,-0.186552,-0.689419,-0.760406,-0.991788,-0.767671,-0.843296,2
4.22989,4.06908,3.68968,3.58543,3.10994,3.01536,2.53873,2.29168,1.72645,1.39301,0.942658,0.786686,0.543928,-0.0488314,1.3873,1.23451,0.935805,0.676956,0.405558,0.140681,-0.0613712,-0.468348,-0.736657,-0.625037,-0.544622,-0.537763,2.11482,1.54866,1.26749,0.572184,0.104155,-0.349805,-0.453982,-0.415004,-0.398004,-0.461943,-0.70159,-0.7358,0.565953,1.23218,0.491933,0.57873,-0.0135071,-0.274066,-0.480897,-0.627114,-0.714208,-0.504853,-0.714188,-0.635805,-0.620587,1.06331,0.592165,0.206334,-0.569774,-0.581842,-0.630926,-0.547529,-0.577311,-0.603177,-0.687322,-0.540471,0.134089,0.71541,0.257205,-0.0527963,-0.287111,-0.621146,-0.641577,-0.542262,-0.603926,-0.506451,-0.742219,-0.108699,-0.430856,-0.608747,-0.58278,-0.627039,-0.0104195,-0.481729,-0.470974,-0.464072,1.07655,0.864495,0.500238,0.409675,-0.463482,-0.782575,-0.717853,-0.710205,-0.634242,-0.509718,-0.63834,-0.562773,-0.718727,0.699326,0.10583,-0.248957,-0.762058,-0.663604,-0.635884,-0.712132,0.395436,-0.125042,-0.811975,0.170992,-0.309099,-0.680594,-0.607482,-0.774514,-0.724806,-0.771509,-0.021564,-0.62218,-0.74409,-0.624998,-0.768491,-0.794131,-0.709234,-0.772009,-0.697326,-0.588148,-0.687493,-0.625955,-0.58451,-0.658254,-0.626017,-0.654983,-0.567562,-0.754939,-0.650668,-0.258133,-0.721822,-0.829507,-0.728646,-0.627586,-0.489813,-0.327923,1.38844,0.920287,-0.282345,-0.275803,0.219522,-0.513912,-0.710046,-0.443366,-0.679148,-0.0532906,-0.17369,-0.00178365,0.105041,-0.179921,-0.216749,0.369555,2.31477,-0.16787,-0.210235,0.897881,0.309745,0.249023,0.164346,-0.0974132,-0.346399,-0.718884,-0.39237,-0.499181,3
2.77344,3.38541,3.01006,2.89159,2.49693,2.434,2.19202,2.06056,1.68577,1.5969,1.42098,1.26892,0.827277,0.242404,1.69155,1.55546,1.35019,1.10117,0.896739,0.592347,0.306425,-0.13723,-0.302328,-0.678827,-0.857951,-0.735233,2.04958,1.6074,1.47714,0.927412,0.447757,-0.185678,-0.402147,-0.74344,-0.73443,-0.75058,-0.683675,-0.927183,1.07469,1.55254,0.861066,0.960895,0.41916,-0.327814,-0.563262,-0.79742,-0.553921,-0.661936,-0.794832,-0.750968,0.00688251,1.43743,0.973435,0.644749,-0.291523,-0.790939,-0.854098,-0.816254,-0.81339,-0.798469,-0.841704,-0.749266,-0.487527,1.15342,0.653511,0.295955,-0.191832,-0.653338,-0.77089,-0.82315,-0.850319,-0.798727,-0.861742,0.0528664,-0.3153,-0.407723,-0.674067,-0.763649,0.166019,-0.444041,-0.79683,-0.779178,1.47021,1.29126,0.866826,0.827117,-0.110763,-0.334724,-0.447774,-0.54352,-0.853981,-0.750794,-0.832564,-0.840249,-0.83318,1.07876,0.429589,-0.164868,-0.915097,-0.813421,-0.811417,-0.870534,0.80854,0.0886949,-0.338302,0.574154,-0.212472,-0.416593,-0.919789,-0.888812,-0.870753,-0.928975,0.187472,-0.396312,-0.43644,-0.768815,-0.961245,-0.965188,-0.324516,-0.592586,-0.570457,-0.928991,-0.945648,-0.935928,-0.859912,-0.953062,-0.755817,-0.920877,-0.803437,-0.898749,-0.987642,0.0151051,-0.784423,-0.978504,-0.918345,-0.960757,-0.0634389,0.204884,1.07426,1.19229,-0.0722394,-0.652574,0.608773,-0.356483,-0.856187,-0.691103,-0.85259,0.11805,-0.492286,0.245955,0.282999,-0.455569,-0.316335,0.179649,1.9271,-0.40722,-0.447718,1.45954,0.0287818,-0.136846,-0.171021,-0.418415,-0.553261,-0.832465,-0.564501,-0.65279,3
3.97752,4.30333,3.83355,3.63166,3.14068,2.92027,2.37099,1.94969,-0.11124,-0.587474,-0.979215,-0.773414,-0.780745,-0.852039,-0.62458,-0.697754,-0.677955,-0.668263,-0.683491,-0.508609,-0.0704139,0.324698,0.326943,0.271642,-0.380148,-0.651114,1.79346,1.46292,1.39678,0.573326,0.547313,0.61442,0.592852,0.463749,0.207195,-0.109299,-0.678583,-0.858328,-0.809515,-0.713966,-0.830009,-0.691521,-0.338608,-0.077921,-0.17009,-0.345985,0.259952,-0.65725,-0.793857,-0.56801,0.791146,-0.726621,-0.765035,-0.683885,-0.121312,0.068129,-0.287423,-0.109825,-0.2846,-0.445872,-0.668571,-0.370624,0.0762199,-0.75534,-0.820531,-0.561072,-0.151923,0.13702,0.0286933,0.0228395,-0.178488,-0.258875,-0.767305,-0.00692471,0.15748,0.171593,0.265922,-0.570503,0.555737,0.466472,0.30853,0.0653463,-0.721739,-0.747876,-0.788676,-0.647637,-0.453649,0.222221,0.330277,0.227115,0.0782486,-0.531284,-0.652569,-0.520144,-0.805763,-0.750005,-0.635119,-0.506945,-0.87958,-0.768565,-0.717387,-0.790957,-0.779166,-0.627166,-0.682083,-0.724807,-0.587952,-0.270769,-0.000734765,-0.837373,-0.835935,-0.821636,0.0412077,-0.460456,-0.29831,0.0509253,-0.825921,-0.885334,0.222407,0.0763435,0.141199,-0.047464,0.00940059,0.199679,-0.356091,-0.376772,-0.639932,-0.558701,-0.290449,-0.898057,-0.627724,-0.885806,-0.71911,-0.90618,-0.92847,-0.854698,-0.717799,-0.299232,0.594121,1.21519,0.59442,0.444055,0.533774,0.422743,-0.835261,0.227632,-0.809305,0.586265,0.653507,0.614079,0.705825,0.649711,0.724147,2.13075,2.31398,0.502283,0.414548,1.96802,1.63586,0.273574,1.20559,-0.153704,-0.518488,-0.728989,-0.53782,-0.617425,3
1.41921,3.97501,3.52496,3.34394,2.82901,2.69574,2.25642,1.81255,0.135842,0.0466271,-0.545317,-0.998696,-0.944851,-1.00834,0.607406,0.699784,0.67229,0.678923,0.858877,0.832962,0.81292,0.752951,0.204301,-0.242792,-0.782408,-0.812259,1.94766,1.67911,1.56445,1.09628,0.843657,0.48993,-0.0587774,-0.435336,-0.746107,-0.888054,-0.718341,-1.02153,0.942078,0.688327,0.306458,0.665063,0.534184,-0.672031,-0.269935,-0.892847,-0.363025,-0.88877,-0.930831,-0.867478,1.06608,0.659249,0.552829,0.66936,0.0322131,-0.638516,-0.852894,-0.93133,-0.943408,-0.920351,-0.985405,-0.882458,-1.07924,0.655458,0.594695,0.54404,0.233507,-0.42632,-0.699454,-0.819302,-0.982709,-0.944872,-0.897131,0.419612,0.239362,0.087215,-0.42339,-0.894098,0.761052,-0.152745,-0.509167,-0.848108,0.688153,0.592014,0.613847,0.727906,0.699914,0.358018,-0.174916,-0.23928,-0.499705,-0.972651,-0.968739,-0.951818,-0.851497,0.623236,0.59319,0.125786,-0.994008,-0.887608,-0.928289,-0.918914,0.692258,0.497506,-0.416759,0.64916,0.391411,0.10406,-0.624082,-0.93981,-0.909912,-1.00354,0.619284,0.164715,0.0475061,-0.609603,-1.04863,-1.081,0.306555,-0.315399,-0.355187,-0.887657,-0.890955,-0.855456,-0.995935,-0.980681,-0.880934,-1.03451,-0.927511,-0.926481,-1.06769,-0.340712,-0.797446,-1.08991,-1.08573,-1.06966,-0.845988,-0.895176,0.275211,1.36993,0.48118,-0.441758,0.941255,0.238169,-0.969853,-0.3818,-0.976668,0.714787,-0.0938342,0.627811,0.617189,-0.0697748,0.260096,1.19878,2.28102,0.124326,0.0593352,2.02353,0.819677,-0.157869,0.455117,-0.445369,-0.584236,-0.88981,-0.561904,-0.65825,2
4.6438,4.46498,3.95369,3.8929,3.16463,2.86277,2.524,2.2534,1.50941,1.29277,1.11243,0.899132,0.10731,-0.260609,1.31307,1.08542,0.783698,0.569324,0.188226,-0.160085,-0.374851,-0.823242,-0.713583,-0.476848,-0.381398,-0.511964,1.87497,1.30255,1.12547,0.469405,0.0449583,-0.308377,-0.3496,-0.282088,-0.268136,-0.345527,-0.50905,-0.739459,0.392985,1.08128,0.462752,0.361719,-0.253709,-0.483755,-0.691748,-0.523265,-0.587273,-0.40799,-0.593979,-0.463199,-0.839606,0.921787,0.48762,-0.0579101,-0.614565,-0.509383,-0.560099,-0.451789,-0.491644,-0.477561,-0.600166,-0.397399,0.275495,0.653323,0.0275697,-0.27974,-0.653458,-0.559459,-0.58226,-0.420786,-0.482895,-0.439562,-0.717688,-0.471756,-0.704256,-0.678164,-0.453611,-0.4938,-0.158963,-0.378495,-0.35641,-0.346591,0.890661,0.793362,0.273559,0.17833,-0.80134,-0.805881,-0.611231,-0.621948,-0.491498,-0.45634,-0.519649,-0.473628,-0.643395,0.573865,-0.226906,-0.573507,-0.724812,-0.614252,-0.603616,-0.678004,0.151384,-0.411397,0.189715,-0.156736,-0.688602,-0.750389,-0.486483,-0.737537,-0.688794,-0.763091,-0.313236,-0.750193,-0.716438,-0.477766,-0.77435,-0.792884,-0.769163,-0.670884,-0.639305,-0.426318,-0.509999,-0.486838,-0.468478,-0.40559,-0.356607,-0.535842,-0.41588,-0.62079,-0.549355,-0.820605,-0.661891,-0.807367,-0.72613,-0.165822,-0.533604,-0.201513,1.31032,0.781108,-0.271957,-0.139272,0.114286,-0.412444,-0.650336,-0.34484,-0.62696,-0.170953,-0.036045,0.00142291,0.135751,-0.0386758,-0.122784,0.586108,2.12952,-0.0602979,-0.0960709,1.06407,0.531187,0.333293,0.377628,-0.036781,-0.286974,-0.701106,-0.30577,-0.403516,1
2.90746,3.48709,3.10266,2.98647,2.5843,2.51936,2.27248,2.10978,1.73097,1.58497,1.56717,1.02852,0.614371,-0.0406248,1.74727,1.64224,1.34356,1.17548,0.726212,0.419913,0.0942141,-0.107682,-0.274873,-0.870839,-0.80044,-0.657104,2.11611,1.68991,1.53013,0.918423,0.257599,-0.152877,-0.43883,-0.697708,-0.661044,-0.682982,-0.639224,-0.895832,0.907017,1.62291,0.890911,0.962633,0.234553,-0.595735,-0.510198,-0.738532,-0.717202,-0.606342,-0.749168,-0.682251,0.0961023,1.43689,1.02762,0.534574,-0.48765,-0.774347,-0.812344,-0.737248,-0.749306,-0.717968,-0.790702,-0.689062,-0.341709,1.2325,0.527727,0.158749,-0.311541,-0.694281,-0.784873,-0.771862,-0.806986,-0.728813,-0.823164,-0.15197,-0.371878,-0.454994,-0.716447,-0.692113,0.0637074,-0.501688,-0.728531,-0.709806,1.47535,1.30092,0.773453,0.667299,-0.108796,-0.279794,-0.663155,-0.728692,-0.897548,-0.703764,-0.78446,-0.732622,-0.774268,1.15809,0.323206,-0.283344,-0.8612,-0.795579,-0.740774,-0.834386,0.647935,0.0260493,-0.34263,0.438173,-0.201836,-0.417616,-0.916226,-0.852982,-0.831759,-0.883395,0.127106,-0.356042,-0.43742,-0.893301,-0.932674,-0.938722,-0.357309,-0.749565,-0.741908,-0.810189,-0.851812,-0.859125,-0.765406,-0.807663,-0.682022,-0.795833,-0.714546,-0.762215,-0.817047,-0.111136,-0.740667,-0.934528,-0.935384,-0.919763,-0.0952959,-0.0318687,1.10113,1.21166,-0.116504,-0.601489,0.485713,-0.321249,-0.815558,-0.659058,-0.800137,0.0634983,-0.496632,0.165458,0.276237,-0.487725,-0.327375,0.155789,2.03075,-0.349025,-0.396269,1.45542,0.0393803,-0.0299057,-0.105886,-0.31988,-0.498538,-0.794289,-0.528634,-0.581963,2
3.4008,3.48283,3.14695,3.04842,2.68902,2.62206,2.44943,2.3435,2.04956,1.9476,1.55038,0.917768,-0.524139,-0.524137,2.06099,1.91193,1.55104,0.9343,0.335566,-0.352094,-0.565438,-0.51236,-0.52915,-0.523394,-0.524068,-0.524138,2.32447,1.90869,1.78381,0.631393,-0.379583,-0.551036,-0.533891,-0.531666,-0.523883,-0.524141,-0.524135,-0.524136,0.575526,1.89808,0.985411,0.540526,-0.41873,-0.524996,-0.519111,-0.524144,-0.522934,-0.524135,-0.524135,-0.524152,-0.520504,1.68746,0.799236,0.0286016,-0.518942,-0.524818,-0.524009,-0.524132,-0.524142,-0.524135,-0.524147,-0.524154,-0.524134,1.14277,0.195399,-0.494775,-0.501179,-0.524916,-0.524312,-0.523818,-0.524121,-0.524142,-0.524135,-0.497635,-0.506786,-0.517088,-0.528413,-0.524152,-0.574113,-0.529998,-0.529029,-0.524153,1.75293,1.41374,0.485582,0.410484,-0.487317,-0.52204,-0.526384,-0.524225,-0.523307,-0.524134,-0.524134,-0.524138,-0.524138,1.03778,-0.0146118,-0.500749,-0.524139,-0.524135,-0.524146,-0.524137,0.414104,-0.526539,-0.559397,-0.0649753,-0.569804,-0.498224,-0.523924,-0.524135,-0.524139,-0.524136,-0.530162,-0.496788,-0.497372,-0.528818,-0.524136,-0.524136,-0.527823,-0.530543,-0.530562,-0.526842,-0.524304,-0.523189,-0.52414,-0.524085,-0.524136,-0.524138,-0.524146,-0.524136,-0.524142,-0.524135,-0.524135,-0.524136,-0.524136,-0.524093,-0.524112,-0.519818,1.42963,1.46513,-0.405279,-0.527025,0.080635,-0.530413,-0.524139,-0.532274,-0.524142,-0.570331,-0.543945,-0.22863,0.276572,-0.543505,-0.557782,-0.581527,2.14169,-0.540968,-0.536543,1.61593,-0.566707,-0.524195,-0.544851,-0.524147,-0.524143,-0.524135,-0.524135,-0.524139,1
3.27525,3.23879,2.86403,2.7594,2.37968,2.31551,2.06557,1.95477,1.60513,1.46605,1.23031,1.10554,0.646088,0.427253,1.5406,1.45402,1.27626,1.1217,0.661149,0.481394,0.246698,-0.00775349,-0.406489,-0.637109,-0.923568,-0.90315,1.91176,1.5207,1.39224,0.947075,0.595126,0.24093,-0.0725968,-0.459925,-0.689944,-0.89799,-0.939885,-1.04531,0.913856,1.42758,0.774408,0.872417,-0.292495,-0.781237,-0.609815,-0.977099,-0.615798,-0.916853,-0.987718,-0.87532,0.203532,1.30649,0.970038,0.587176,-0.231029,-0.626129,-0.824987,-0.884714,-0.978461,-0.977255,-1.00405,-0.888487,-0.881501,1.10509,0.63513,0.379558,-0.0280427,-0.507504,-0.656201,-0.752022,-0.883797,-0.930908,-0.92626,0.177097,-0.0710076,-0.176084,-0.420011,-0.912967,0.478658,-0.150781,-0.514596,-0.758997,1.34071,1.24042,0.793799,0.784166,0.404997,-0.031718,-0.432099,-0.558065,-0.725905,-1.03232,-1.01813,-1.00278,-0.920389,1.12562,0.64723,-0.0031128,-1.0206,-0.935875,-1.00725,-1.00315,0.879628,0.545774,0.563539,0.685605,0.443129,0.195032,-0.732311,-0.983003,-0.997147,-1.06127,-0.00775427,0.32989,0.243853,-0.379276,-1.08013,-1.0997,-0.649028,-0.420542,-0.0175002,-0.613299,-0.766172,-0.583121,-0.935784,-1.00051,-1.00625,-1.06333,-1.00463,-1.11298,-1.01888,-0.327758,-1.04151,-1.11971,-1.11339,-0.380878,0.0243326,0.352875,0.949004,1.10366,-0.0104011,-0.656846,0.613353,-0.32736,-0.993121,-0.604266,-0.986297,0.280127,-0.505332,0.210641,0.299498,-0.494664,-0.327152,0.358002,1.75427,-0.357397,-0.431347,1.31832,0.122994,-0.333987,-0.159606,-0.583278,-0.682587,-1.00748,-0.695089,-0.775208,3
3.91412,5.60449,3.88979,3.53382,2.97269,2.84239,2.27102,1.7037,-0.331903,-0.377833,-0.762233,-0.634457,-0.710867,-0.762658,-0.429874,-0.551674,-0.572324,-0.714803,-0.655831,-0.617194,-0.22701,0.27188,0.522605,0.503488,-0.211335,-0.597667,1.47885,1.28835,1.19132,0.471841,0.38773,0.487967,0.442649,0.30668,0.00717714,-0.44536,-0.506825,-0.709629,-0.767839,-0.56924,-0.80116,-0.737625,-0.677438,-0.249641,-0.230745,-0.648389,0.0900072,-0.53149,-0.758724,-0.673373,0.37493,-0.606054,-0.758406,-0.66184,-0.0363048,-0.0640833,-0.348548,-0.358388,-0.585299,-0.608902,-0.734651,-0.578059,0.285274,-0.724116,-0.718968,-0.630766,-0.0964368,-0.00025998,-0.134406,-0.140875,-0.377899,-0.475994,-0.626718,-0.0398952,0.0272525,-0.01323,0.148087,-0.7168,0.480517,0.309556,0.171728,-0.13504,-0.625681,-0.685213,-0.784222,-0.706326,0.21942,0.253183,0.374508,0.280352,0.1766,-0.515702,-0.544347,-0.455965,-0.610813,-0.760745,-0.629208,-0.529927,-0.777132,-0.690572,-0.642695,-0.688244,-0.728962,-0.539742,-0.795346,-0.698351,-0.235084,-0.0208267,0.076044,-0.628184,-0.712632,-0.708697,-0.634137,0.0753423,0.00770904,0.104252,-0.743753,-0.795782,0.152114,0.0447373,-0.0251913,-0.0685674,-0.349631,0.021135,-0.546196,0.103546,-0.459387,-0.448629,-0.431572,-0.813923,-0.272539,-0.800998,-0.495452,-0.850678,-0.776044,-0.851842,-0.829383,-0.763698,0.950788,0.97429,0.435405,0.444136,0.347779,0.326085,-0.742925,0.181352,-0.712583,0.383485,0.695745,0.492439,0.566635,0.694352,0.662636,2.08667,2.19896,0.534251,0.45713,1.82038,1.68668,0.424304,1.32047,0.0113926,-0.355917,-0.603305,-0.39408,-0.44629,1
4.00731,4.80552,3.86004,3.65093,3.20641,2.93923,2.3209,1.789,-0.160706,-0.56271,-0.821208,-0.685608,-0.738392,-0.74828,-0.550941,-0.610349,-0.584335,-0.620704,-0.552658,-0.507388,-0.118651,0.260157,0.469799,0.532912,-0.244814,-0.649542,1.73376,1.34317,1.28262,0.549224,0.462267,0.502176,0.493831,0.330119,-0.0491747,-0.487627,-0.533906,-0.695665,-0.803759,-0.598617,-0.724883,-0.682873,-0.461111,-0.29495,-0.278992,-0.677609,0.0719514,-0.564352,-0.749434,-0.687698,0.30546,-0.636009,-0.691138,-0.637198,-0.146802,-0.0396608,-0.342872,-0.462007,-0.59804,-0.651846,-0.769437,-0.65492,0.18789,-0.655803,-0.707347,-0.575133,-0.197686,-0.01657,-0.118225,-0.185206,-0.439274,-0.507437,-0.60539,-0.00990405,0.044577,0.0313482,0.149227,-0.733821,0.475245,0.371198,0.204214,-0.236666,-0.619001,-0.646586,-0.742338,-0.588821,-0.0638617,0.163042,0.41721,0.337876,0.204571,-0.585314,-0.600042,-0.50889,-0.570273,-0.655777,-0.490064,-0.363484,-0.76194,-0.678379,-0.710657,-0.6701,-0.683726,-0.471376,-0.577956,-0.53206,-0.397027,-0.0713788,0.13122,-0.652578,-0.724454,-0.702375,-0.17139,-0.102299,0.00839375,0.0164163,-0.736365,-0.794135,0.0552018,-0.0794125,0.0466925,-0.204245,-0.251513,-0.224151,-0.666051,-0.291059,-0.716533,-0.661216,-0.646587,-0.798683,-0.558558,-0.805866,-0.597497,-0.857378,-0.761449,-0.578793,-0.812886,-0.810889,1.06111,1.11494,0.509893,0.478024,0.402332,0.290458,-0.763282,0.256064,-0.739964,0.473128,0.750531,0.559344,0.641456,0.775101,0.723976,2.21979,2.31878,0.603451,0.523688,1.91076,1.77894,0.26957,1.37927,-0.0726911,-0.41044,-0.620258,-0.418031,-0.516311,1
