f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,class
1.62497,1.60136,1.60192,1.56226,1.51852,1.47775,1.43132,1.33951,1.24447,1.1454,1.0409,0.940748,0.838921,0.735085,0.638673,0.570564,0.468156,0.373725,0.288147,0.195759,0.104628,0.0210887,-0.0653151,-0.147433,-0.231387,-0.312374,-0.392539,-0.469309,-0.552807,-0.621927,-0.687295,-0.763716,-0.825519,-0.899385,-0.951132,-0.996505,-1.05023,-1.10538,-1.15501,-1.19859,-1.23557,-1.26539,-1.28738,-1.30141,-1.32481,-1.33315,-1.32217,-1.30295,-1.30305,-1.26795,-1.25099,-1.20122,-1.1607,-1.11924,-1.06298,-1.01215,-0.955699,-0.87629,-0.810701,-0.741449,-0.663139,-0.585406,-0.512975,-0.431074,-0.346796,-0.260907,-0.172058,-0.0896582,-0.00520631,0.0897461,0.185752,0.277886,0.38053,0.45134,0.550278,0.650535,0.75463,0.859808,0.965088,1.0658,1.17139,1.27667,1.37489,1.47154,1.56998,1.63989,1.68541,1.71096,1.70398,1.6813,1.661,1.61567,1.55184,1.45665,1.36293,1.26155,1.15929,1.05412,0.954539,0.849757,0.745108,0.640603,0.539642,0.441518,0.351641,0.255674,0.1607,0.0761595,-0.0158173,-0.106402,-0.190351,-0.275873,-0.35927,-0.451502,-0.531126,-0.585559,-0.662317,-0.746568,-0.813998,-0.877148,-0.9426,-0.990374,-1.04022,-1.10674,-1.16851,-1.20035,-1.22443,-1.25452,-1.27521,-1.30259,-1.29391,-1.3049,-1.30739,-1.30157,-1.28754,-1.26556,-1.22623,-1.17283,-1.13319,-1.10642,-1.05126,-1.00835,-0.948735,-0.879326,-0.826679,-0.7498,-0.6727,-0.628432,-0.560695,-0.48601,-0.415586,-0.338558,-0.258921,-0.180417,-0.0946522,-0.00713401,0.0715546,0.162773,0.246154,0.336444,0.430873,0.531559,0.6285,0.726604,0.830637,0.934842,1.0392,1.13786,1.23715,1.30742,1.39859,1.48759,1.52909,1.57362,1.60068,1.62581,32
1.29756,1.39364,1.4824,1.57173,1.66187,1.72715,1.75786,1.73058,1.65668,1.56896,1.47989,1.39903,1.31052,1.22097,1.13246,1.04396,0.955462,0.866972,0.778488,0.690014,0.601548,0.514236,0.425809,0.338598,0.25147,0.164434,0.0788835,-0.00787174,-0.0927736,-0.1777,-0.262064,-0.345989,-0.419918,-0.502627,-0.582235,-0.663214,-0.743173,-0.816027,-0.888867,-0.964161,-1.03721,-1.10549,-1.16949,-1.22618,-1.28209,-1.33105,-1.36775,-1.40598,-1.42571,-1.4325,-1.43355,-1.42126,-1.39649,-1.3578,-1.31969,-1.26736,-1.21428,-1.15503,-1.09157,-1.01971,-0.94978,-0.886949,-0.815178,-0.745155,-0.666744,-0.589789,-0.509991,-0.43702,-0.362976,-0.280956,-0.199618,-0.116566,-0.0334048,0.0502962,0.126664,0.210407,0.287676,0.37066,0.451041,0.529337,0.61441,0.70055,0.786693,0.872848,0.959754,1.04688,1.13343,1.22068,1.30863,1.39687,1.48549,1.57487,1.66529,1.72851,1.74448,1.7189,1.63538,1.54881,1.45989,1.37075,1.28325,1.19371,1.1052,1.0167,0.928183,0.839686,0.751197,0.663817,0.575359,0.488066,0.400845,0.313703,0.227966,0.141065,0.0557348,-0.0252954,-0.106487,-0.190857,-0.274805,-0.35728,-0.43899,-0.51372,-0.59507,-0.671766,-0.741773,-0.819398,-0.893567,-0.96555,-1.03677,-1.10491,-1.15837,-1.21795,-1.27168,-1.31393,-1.35943,-1.38567,-1.40623,-1.41738,-1.41022,-1.39794,-1.3736,-1.34049,-1.30498,-1.25327,-1.20088,-1.13829,-1.07957,-1.01264,-0.942553,-0.870025,-0.79768,-0.721764,-0.646464,-0.574108,-0.496074,-0.424199,-0.343961,-0.260857,-0.187472,-0.10412,-0.0210498,0.0625652,0.146175,0.229281,0.306452,0.387611,0.469469,0.554856,0.639889,0.718592,0.80477,0.883291,0.969908,1.05668,1.144,1.23158,17
1.75729,1.66297,1.56987,1.47915,1.38773,1.29701,1.20544,1.11342,1.02126,0.929608,0.841182,0.750493,0.660174,0.570301,0.481671,0.394197,0.307494,0.221257,0.136865,0.0531098,-0.0294849,-0.112577,-0.194635,-0.276348,-0.35457,-0.436734,-0.517128,-0.5912,-0.662806,-0.743066,-0.809605,-0.881978,-0.945169,-1.01492,-1.06595,-1.12732,-1.17112,-1.21742,-1.26134,-1.29821,-1.32724,-1.32693,-1.33753,-1.33889,-1.35116,-1.3333,-1.3067,-1.27197,-1.22963,-1.19178,-1.14291,-1.08262,-1.03279,-0.963968,-0.905082,-0.842031,-0.764044,-0.695041,-0.613103,-0.539479,-0.462969,-0.3859,-0.302631,-0.224101,-0.14312,-0.0558384,0.026707,0.110514,0.196905,0.284059,0.371901,0.459523,0.54558,0.635394,0.725333,0.813397,0.904678,0.996291,1.08822,1.17922,1.27124,1.36529,1.4578,1.5493,1.62204,1.71516,1.75803,1.75735,1.73241,1.65549,1.56342,1.47054,1.37972,1.28612,1.19381,1.10142,1.00948,0.917841,0.829482,0.738775,0.648478,0.562447,0.471218,0.383856,0.296968,0.209764,0.123315,0.0377055,-0.046954,-0.130565,-0.213006,-0.300496,-0.381869,-0.460386,-0.537043,-0.621355,-0.694165,-0.764828,-0.843145,-0.913025,-0.981179,-1.0378,-1.10436,-1.15088,-1.20783,-1.25897,-1.28507,-1.32301,-1.35013,-1.35857,-1.37954,-1.37963,-1.37849,-1.33592,-1.3029,-1.29171,-1.25194,-1.22025,-1.15179,-1.10389,-1.05094,-0.984294,-0.917206,-0.845632,-0.771373,-0.702518,-0.634556,-0.555828,-0.490189,-0.41281,-0.324154,-0.237969,-0.159712,-0.0744716,0.00904727,0.0936465,0.179147,0.266014,0.35256,0.438129,0.525399,0.617275,0.703453,0.793608,0.881181,0.974317,1.06381,1.15561,1.2477,1.34006,1.43127,1.52374,1.61652,1.70918,1.78176,1.8146,23
1.65369,1.66518,1.65651,1.63635,1.57303,1.48593,1.3961,1.30518,1.21486,1.12443,1.0358,0.958362,0.870935,0.783254,0.698192,0.610987,0.525553,0.442656,0.358633,0.27509,0.194195,0.118324,0.0340129,-0.0528472,-0.139399,-0.228945,-0.318349,-0.407588,-0.486117,-0.574983,-0.65966,-0.743614,-0.826701,-0.90874,-0.989497,-1.06867,-1.13982,-1.20734,-1.26172,-1.31145,-1.34893,-1.36851,-1.36519,-1.35897,-1.3349,-1.32767,-1.32093,-1.32192,-1.32633,-1.3187,-1.3008,-1.27739,-1.22207,-1.17605,-1.11022,-1.03982,-0.972093,-0.891468,-0.809562,-0.726605,-0.642776,-0.554399,-0.469426,-0.380407,-0.291197,-0.205124,-0.118678,-0.0343126,0.0495096,0.132021,0.217337,0.298806,0.383118,0.468118,0.554011,0.639705,0.72664,0.814375,0.890979,0.978477,1.05621,1.14513,1.23507,1.32569,1.4159,1.50499,1.59198,1.66794,1.69891,1.69814,1.6884,1.65465,1.56933,1.48272,1.39183,1.30039,1.21101,1.1211,1.03289,0.94355,0.856207,0.767858,0.682327,0.597888,0.512561,0.429509,0.347532,0.259468,0.173619,0.0884116,0.00443158,-0.0804967,-0.166049,-0.246938,-0.318501,-0.403593,-0.488121,-0.57199,-0.650582,-0.732491,-0.813278,-0.892717,-0.970522,-1.04633,-1.12635,-1.18147,-1.24064,-1.27476,-1.29333,-1.31415,-1.32071,-1.31786,-1.31381,-1.30542,-1.29885,-1.31118,-1.30563,-1.28146,-1.26279,-1.21928,-1.18334,-1.13347,-1.0705,-1.00372,-0.927871,-0.854225,-0.780591,-0.704905,-0.629338,-0.552721,-0.470489,-0.390802,-0.305045,-0.218864,-0.135377,-0.0483792,0.03889,0.123751,0.206657,0.292407,0.372519,0.457288,0.541505,0.626247,0.703334,0.789888,0.877746,0.965461,1.05298,1.14259,1.23261,1.32345,1.41347,1.5021,1.57796,1.63198,33
1.64984,1.65241,1.65787,1.63248,1.58382,1.53348,1.49057,1.39107,1.28671,1.18061,1.07617,0.964058,0.862627,0.763172,0.654977,0.558665,0.465404,0.362812,0.299044,0.204884,0.121255,0.0238106,-0.0719706,-0.146454,-0.236954,-0.324495,-0.401788,-0.469655,-0.545098,-0.610294,-0.688933,-0.72902,-0.797328,-0.858126,-0.930498,-0.987445,-1.03015,-1.08733,-1.12994,-1.1505,-1.18909,-1.21456,-1.20994,-1.22727,-1.2376,-1.24011,-1.23519,-1.2232,-1.22715,-1.21251,-1.17858,-1.15734,-1.12459,-1.0711,-1.02749,-0.979148,-0.932374,-0.876261,-0.814219,-0.749331,-0.679142,-0.629328,-0.550212,-0.49265,-0.413342,-0.325836,-0.255165,-0.179916,-0.0837255,-0.00183862,0.0838286,0.186561,0.27734,0.371194,0.47883,0.57669,0.686821,0.797643,0.900325,1.00491,1.11051,1.21264,1.32075,1.42456,1.53264,1.63354,1.65347,1.68737,1.68712,1.6899,1.69578,1.66759,1.65156,1.5551,1.48404,1.38567,1.281,1.17571,1.07227,0.9608,0.86031,0.750908,0.642264,0.546834,0.440843,0.348732,0.246751,0.145208,0.0612757,-0.0361317,-0.13183,-0.223578,-0.300074,-0.378442,-0.461611,-0.545368,-0.604704,-0.678473,-0.750595,-0.791757,-0.853555,-0.910814,-0.960473,-1.0265,-1.08134,-1.11044,-1.15964,-1.20298,-1.23948,-1.25484,-1.25514,-1.26947,-1.27652,-1.27616,-1.26767,-1.25202,-1.26009,-1.23419,-1.20151,-1.18657,-1.13543,-1.08059,-1.04791,-1.01021,-0.959294,-0.911991,-0.837918,-0.77337,-0.710203,-0.62253,-0.547626,-0.481862,-0.395327,-0.31141,-0.226001,-0.137711,-0.0467954,0.0423587,0.12877,0.2259,0.326114,0.430139,0.531453,0.635181,0.735075,0.840461,0.949286,1.0543,1.16095,1.26913,1.3732,1.47918,1.55507,1.60564,1.65441,1.65065,19
1.69659,1.66295,1.60919,1.52284,1.43528,1.34655,1.25842,1.1703,1.08283,1.00487,0.917567,0.83152,0.746068,0.66134,0.577219,0.493707,0.410474,0.324465,0.240368,0.155312,0.0707324,-0.0113663,-0.0858521,-0.169069,-0.25297,-0.327465,-0.411906,-0.495912,-0.5794,-0.665608,-0.747973,-0.817041,-0.897357,-0.971977,-1.04503,-1.11222,-1.17163,-1.22667,-1.27477,-1.29896,-1.32047,-1.32285,-1.33095,-1.33559,-1.35515,-1.36653,-1.37795,-1.37534,-1.35901,-1.33058,-1.28595,-1.2275,-1.15819,-1.08637,-1.00743,-0.927059,-0.845538,-0.763102,-0.679919,-0.593194,-0.50623,-0.421655,-0.336923,-0.254836,-0.181916,-0.100272,-0.0186799,0.0597832,0.144931,0.230362,0.316044,0.401953,0.486798,0.562615,0.648166,0.724603,0.810713,0.897313,0.974947,1.06301,1.15108,1.23942,1.32864,1.41808,1.50516,1.59096,1.64972,1.67815,1.67781,1.67014,1.60883,1.52368,1.43699,1.35837,1.26888,1.18011,1.09279,1.00555,0.919272,0.842646,0.757032,0.671411,0.585625,0.501487,0.415616,0.33235,0.247948,0.162737,0.0794447,-0.00330615,-0.0851033,-0.168162,-0.239469,-0.326264,-0.41342,-0.500386,-0.586769,-0.670372,-0.752936,-0.83467,-0.919322,-0.999095,-1.07275,-1.14357,-1.21083,-1.26142,-1.28815,-1.31296,-1.33317,-1.34355,-1.33229,-1.33633,-1.32614,-1.32629,-1.33629,-1.33306,-1.33011,-1.31602,-1.28734,-1.229,-1.1633,-1.08795,-1.01422,-0.934757,-0.851826,-0.767154,-0.681186,-0.598432,-0.511626,-0.430576,-0.34351,-0.256386,-0.166882,-0.0767397,0.0048907,0.0871012,0.168916,0.253725,0.33925,0.422569,0.506593,0.593501,0.67066,0.755347,0.842283,0.929332,1.0157,1.103,1.19177,1.27982,1.35999,1.44928,1.5329,1.61258,1.67927,1.69719,33
1.82628,1.82848,1.80163,1.7623,1.6623,1.55583,1.44769,1.34413,1.23896,1.1332,1.02787,0.921692,0.812737,0.708379,0.611703,0.509193,0.407809,0.309083,0.21574,0.125362,0.03064,-0.0610523,-0.146107,-0.240104,-0.32741,-0.399747,-0.467715,-0.548602,-0.607804,-0.681108,-0.738412,-0.797728,-0.854175,-0.924677,-0.96817,-1.03176,-1.09027,-1.14309,-1.16068,-1.17014,-1.20177,-1.21394,-1.24213,-1.25058,-1.25149,-1.27708,-1.26287,-1.24076,-1.2107,-1.20277,-1.15793,-1.13454,-1.07667,-1.01359,-0.945979,-0.902902,-0.906827,-0.850247,-0.784763,-0.71487,-0.637474,-0.572094,-0.486999,-0.413577,-0.325743,-0.242658,-0.147958,-0.0621671,0.0266562,0.122393,0.227239,0.336515,0.431327,0.531286,0.638311,0.742674,0.846328,0.953141,1.06018,1.16532,1.27207,1.37914,1.48313,1.58551,1.63389,1.6695,1.66763,1.66852,1.59511,1.52286,1.41832,1.3104,1.19787,1.11968,1.01487,0.908599,0.880115,0.867743,0.762952,0.753411,0.841876,0.765246,0.65459,0.535215,0.469279,0.363739,0.263973,0.164587,0.0680249,-0.0279062,-0.122286,-0.216096,-0.297474,-0.380675,-0.463829,-0.534342,-0.616919,-0.685559,-0.756515,-0.825717,-0.893028,-0.964223,-1.01634,-1.06558,-1.12712,-1.15983,-1.21318,-1.23524,-1.28744,-1.30117,-1.32492,-1.34,-1.34636,-1.34413,-1.33334,-1.31368,-1.28583,-1.2504,-1.20956,-1.1864,-1.13005,-1.06836,-1.00188,-0.949595,-0.890857,-0.842707,-0.77905,-0.706444,-0.629732,-0.549954,-0.48287,-0.396928,-0.315354,-0.227877,-0.138244,-0.0520522,0.0314999,0.120599,0.220459,0.313674,0.415935,0.51889,0.616347,0.721053,0.828709,0.931908,1.03785,1.11312,1.21786,1.32719,1.43789,1.50797,1.61632,1.68226,1.73214,1.78499,18
1.51546,1.50412,1.48261,1.44994,1.44619,1.40166,1.3619,1.31125,1.24922,1.16462,1.07143,0.979839,0.8769,0.795145,0.71826,0.629151,0.537763,0.435139,0.333024,0.239795,0.147056,0.0650265,-0.0332117,-0.113294,-0.201829,-0.279471,-0.371721,-0.462286,-0.516805,-0.580653,-0.657209,-0.719019,-0.797238,-0.871909,-0.943137,-1.0106,-1.07297,-1.13056,-1.14614,-1.19042,-1.25619,-1.29909,-1.32243,-1.33805,-1.34532,-1.34327,-1.33317,-1.3191,-1.32674,-1.29154,-1.28595,-1.23517,-1.20679,-1.17364,-1.10691,-1.03598,-0.989883,-0.924546,-0.853464,-0.79653,-0.724221,-0.650901,-0.557663,-0.4723,-0.381691,-0.29905,-0.19818,-0.111082,-0.01299,0.0812119,0.173137,0.266792,0.365448,0.46843,0.571655,0.644408,0.740094,0.847462,0.949129,1.0543,1.15298,1.25755,1.35954,1.44284,1.52338,1.62665,1.70799,1.72329,1.76113,1.76089,1.7283,1.71141,1.60991,1.51145,1.40972,1.30866,1.20874,1.11313,1.04054,0.94018,0.84183,0.740664,0.637523,0.534444,0.435803,0.341899,0.249782,0.155144,0.0567054,-0.0250737,-0.103876,-0.198393,-0.296716,-0.379545,-0.449047,-0.532452,-0.610325,-0.696227,-0.759482,-0.842451,-0.922535,-0.984517,-1.04106,-1.07557,-1.13687,-1.16247,-1.20303,-1.2539,-1.31049,-1.30223,-1.30191,-1.29895,-1.30446,-1.30169,-1.2911,-1.31153,-1.28369,-1.24873,-1.16871,-1.12087,-1.06752,-1.00822,-0.966322,-0.938715,-0.874667,-0.814597,-0.706012,-0.622611,-0.5552,-0.475999,-0.426157,-0.347218,-0.255696,-0.17833,-0.0815081,0.0138988,0.0897,0.15053,0.229469,0.331641,0.422425,0.510766,0.608651,0.70797,0.802255,0.880052,0.955851,1.05063,1.14252,1.23769,1.31901,1.38547,1.44513,1.45439,1.50385,1.51548,22
1.67949,1.64767,1.58003,1.5028,1.41926,1.34505,1.26192,1.18781,1.10479,1.02183,0.938943,0.856127,0.774022,0.690742,0.608189,0.525744,0.45234,0.369181,0.295091,0.21291,0.129905,0.0469511,-0.034733,-0.11619,-0.199029,-0.28133,-0.363473,-0.444315,-0.526304,-0.597379,-0.678795,-0.75759,-0.838097,-0.918065,-0.994331,-1.06903,-1.1455,-1.2202,-1.29244,-1.35973,-1.41832,-1.47315,-1.51623,-1.5429,-1.54013,-1.52737,-1.49094,-1.44301,-1.3851,-1.3169,-1.24648,-1.17452,-1.10667,-1.03237,-0.955101,-0.876809,-0.797711,-0.720536,-0.639446,-0.559294,-0.478141,-0.403973,-0.323829,-0.241993,-0.159986,-0.0792739,-0.00524323,0.0765282,0.157698,0.239098,0.323129,0.404919,0.477649,0.559594,0.64266,0.72576,0.805637,0.880533,0.963793,1.04621,1.12892,1.20266,1.28541,1.35928,1.44217,1.51616,1.59915,1.67281,1.68873,1.67307,1.59271,1.50968,1.42665,1.34372,1.26046,1.17783,1.09539,1.01252,0.929529,0.847249,0.764381,0.68265,0.600279,0.517098,0.443827,0.360743,0.278769,0.196965,0.114465,0.0326933,-0.0486392,-0.129628,-0.212059,-0.285303,-0.365537,-0.445325,-0.524587,-0.596887,-0.679944,-0.757739,-0.834547,-0.913297,-0.984414,-1.05966,-1.13085,-1.2037,-1.26721,-1.33286,-1.39383,-1.44693,-1.48869,-1.51503,-1.52251,-1.50974,-1.47881,-1.44625,-1.39086,-1.3225,-1.25531,-1.1889,-1.11499,-1.03923,-0.96207,-0.883858,-0.807483,-0.726947,-0.647337,-0.566602,-0.487498,-0.405978,-0.326033,-0.244016,-0.161839,-0.0795308,0.00144895,0.0840341,0.165414,0.248206,0.328529,0.403951,0.485898,0.568967,0.65207,0.734292,0.816629,0.899072,0.981937,1.05584,1.13799,1.22077,1.30362,1.38653,1.46054,1.54348,1.61664,1.67109,34
0.742442,0.646199,0.575754,0.516807,0.451592,0.383864,0.346238,0.288685,0.261368,0.218212,0.17469,0.140601,0.0865076,0.0399542,-0.00134463,-0.0312407,-0.0761136,-0.112547,-0.137032,-0.186183,-0.211315,-0.248586,-0.27971,-0.304914,-0.345026,-0.358147,-0.387247,-0.410755,-0.428795,-0.451803,-0.468785,-0.480054,-0.485717,-0.510733,-0.505115,-0.519274,-0.527743,-0.530839,-0.529216,-0.522281,-0.535105,-0.516998,-0.518526,-0.5141,-0.50409,-0.488271,-0.48478,-0.46752,-0.453021,-0.437785,-0.424226,-0.383702,-0.357847,-0.325835,-0.306072,-0.261324,-0.228643,-0.186896,-0.1528,-0.103644,-0.0601087,-0.0124731,0.0296493,0.0739268,0.125197,0.182701,0.213028,0.246587,0.335499,0.379318,0.429501,0.5061,0.586942,0.700989,0.811599,0.938763,1.06757,1.19812,1.32867,1.46277,1.56756,1.64808,1.67551,1.72569,1.7269,1.72295,1.72221,1.64343,1.56102,1.46522,1.3598,1.24551,1.12644,0.998419,0.870453,0.742553,0.61725,0.486976,0.360383,0.24845,0.125998,0.015401,-0.0942525,-0.202825,-0.310212,-0.417732,-0.534653,-0.651845,-0.754533,-0.854792,-0.968553,-1.06465,-1.17493,-1.24784,-1.33418,-1.43554,-1.51366,-1.58627,-1.66789,-1.73218,-1.77689,-1.83136,-1.8655,-1.88973,-1.90308,-1.90543,-1.89679,-1.87704,-1.84716,-1.8071,-1.73882,-1.70112,-1.62167,-1.54525,-1.45827,-1.36961,-1.29551,-1.19397,-1.09996,-0.993648,-0.881148,-0.78243,-0.681632,-0.570828,-0.449221,-0.342309,-0.235925,-0.12828,-0.0125638,0.101851,0.206001,0.323608,0.438821,0.569374,0.694204,0.822018,0.960077,1.07785,1.19708,1.31116,1.42573,1.51058,1.57165,1.61701,1.64217,1.67095,1.69572,1.69601,1.64924,1.59019,1.51214,1.37718,1.24649,1.1178,0.98965,0.862451,9
1.87452,1.8221,1.76195,1.6738,1.55967,1.43273,1.30431,1.20616,1.07849,0.952761,0.841323,0.737981,0.652447,0.569462,0.488766,0.392479,0.310406,0.226888,0.166383,0.100125,0.0245926,-0.0446188,-0.124807,-0.191276,-0.273087,-0.348407,-0.432878,-0.516767,-0.586637,-0.658202,-0.729257,-0.795247,-0.863543,-0.926561,-0.983828,-1.0396,-1.08826,-1.13507,-1.17484,-1.20717,-1.24151,-1.25804,-1.27625,-1.27602,-1.28748,-1.28031,-1.25477,-1.24098,-1.20926,-1.17952,-1.13295,-1.08182,-1.03402,-0.983029,-0.929571,-0.868351,-0.809731,-0.73482,-0.675106,-0.603625,-0.527631,-0.459809,-0.378317,-0.306867,-0.233257,-0.168111,-0.0910545,-0.0240604,0.0639415,0.144911,0.216943,0.305214,0.396273,0.491859,0.587976,0.686845,0.779155,0.886749,1.00571,1.1295,1.25716,1.38384,1.49386,1.62024,1.73294,1.82318,1.90726,1.92644,1.92211,1.84986,1.76092,1.65747,1.53096,1.40395,1.27628,1.15335,1.03383,0.923894,0.816432,0.725776,0.639139,0.535979,0.463137,0.371438,0.2688,0.171761,0.0866331,-0.00953521,-0.094649,-0.181082,-0.273002,-0.365331,-0.444885,-0.487374,-0.565015,-0.625737,-0.685671,-0.706809,-0.768485,-0.847074,-0.906607,-0.975201,-1.03172,-1.08951,-1.14096,-1.17627,-1.20992,-1.25872,-1.26953,-1.29397,-1.29907,-1.30725,-1.30723,-1.29894,-1.28217,-1.2571,-1.23015,-1.20251,-1.15847,-1.1089,-1.05252,-1.00308,-0.942526,-0.884104,-0.817721,-0.746315,-0.684626,-0.604458,-0.542385,-0.468433,-0.380747,-0.307513,-0.257679,-0.188284,-0.100883,-0.0183762,0.0111177,0.0981779,0.182437,0.224034,0.307883,0.401709,0.497477,0.574659,0.659484,0.766923,0.882881,1.00459,1.12118,1.2469,1.37364,1.50132,1.62865,1.73806,1.81882,1.87581,10
1.68832,1.73353,1.69999,1.62165,1.535,1.44709,1.36013,1.28057,1.19417,1.11514,1.0286,0.950135,0.872135,0.785595,0.699982,0.614661,0.535984,0.45123,0.374436,0.288921,0.20368,0.125057,0.0434705,-0.033185,-0.116898,-0.200112,-0.282755,-0.357428,-0.438718,-0.519139,-0.598549,-0.679944,-0.756995,-0.833676,-0.909736,-0.983819,-1.04787,-1.1184,-1.18553,-1.24274,-1.29981,-1.35014,-1.39219,-1.42425,-1.44466,-1.45222,-1.44646,-1.42777,-1.40427,-1.36306,-1.32412,-1.27324,-1.21061,-1.14839,-1.08194,-1.01862,-0.942373,-0.869878,-0.794763,-0.716577,-0.636555,-0.556525,-0.475041,-0.392882,-0.319357,-0.237681,-0.15346,-0.0688753,0.0134066,0.0985884,0.184013,0.267897,0.354297,0.43979,0.525334,0.603102,0.689708,0.768451,0.847595,0.933978,1.01311,1.10042,1.18758,1.27498,1.36268,1.45068,1.53881,1.62666,1.71487,1.76598,1.7189,1.64041,1.55371,1.47421,1.38664,1.29947,1.22013,1.13361,1.0551,0.968675,0.890129,0.804154,0.726269,0.640538,0.555495,0.469917,0.384847,0.306799,0.221429,0.138036,0.0533845,-0.0308882,-0.114732,-0.19594,-0.278607,-0.360624,-0.442846,-0.522282,-0.601659,-0.683019,-0.760019,-0.83536,-0.912645,-0.983909,-1.05685,-1.12207,-1.18835,-1.25019,-1.3003,-1.34925,-1.38974,-1.42006,-1.43867,-1.44451,-1.43722,-1.41719,-1.39264,-1.35728,-1.30659,-1.25478,-1.19672,-1.13363,-1.07284,-1.00262,-0.927966,-0.854572,-0.77764,-0.699204,-0.619519,-0.541307,-0.459561,-0.378637,-0.297833,-0.214334,-0.131156,-0.0478178,0.0375558,0.124293,0.206562,0.286024,0.369512,0.455063,0.540472,0.619191,0.705822,0.784829,0.871407,0.951119,1.03788,1.12541,1.21289,1.30057,1.3811,1.46918,1.55727,1.64538,15
1.62942,1.60001,1.56954,1.52785,1.48185,1.41099,1.32307,1.23083,1.13557,1.05828,0.960533,0.868266,0.776339,0.684782,0.595573,0.505382,0.419573,0.331117,0.24262,0.159929,0.0774545,-0.0135381,-0.0958401,-0.182395,-0.265028,-0.332252,-0.419082,-0.504665,-0.581928,-0.656723,-0.737691,-0.81679,-0.871922,-0.946182,-1.00668,-1.07386,-1.13687,-1.19497,-1.24738,-1.27924,-1.317,-1.3464,-1.36666,-1.37716,-1.37757,-1.36868,-1.36321,-1.34848,-1.31017,-1.27751,-1.24586,-1.1957,-1.14383,-1.07627,-1.01324,-0.938528,-0.869249,-0.80682,-0.73126,-0.64626,-0.566794,-0.484607,-0.402713,-0.313424,-0.228928,-0.146684,-0.0547377,0.0331902,0.119297,0.207437,0.294614,0.385071,0.476194,0.565462,0.657826,0.750527,0.844614,0.939018,1.03676,1.13424,1.23004,1.32562,1.41393,1.49338,1.58074,1.6457,1.68906,1.69179,1.69166,1.66285,1.61751,1.52674,1.45037,1.35771,1.26451,1.16743,1.07099,0.973315,0.877499,0.781728,0.688573,0.597789,0.506553,0.414133,0.325087,0.236317,0.149565,0.0600007,-0.0142756,-0.101727,-0.188871,-0.268086,-0.343294,-0.427664,-0.510667,-0.57808,-0.657944,-0.735757,-0.811207,-0.880612,-0.953431,-1.01924,-1.08074,-1.14862,-1.20011,-1.2362,-1.28811,-1.31906,-1.34992,-1.3607,-1.37064,-1.37827,-1.3603,-1.34795,-1.3152,-1.28618,-1.26305,-1.21802,-1.16651,-1.10937,-1.04737,-0.981198,-0.911449,-0.848486,-0.772537,-0.69694,-0.622697,-0.540585,-0.478175,-0.393292,-0.314197,-0.247398,-0.15949,-0.0765798,0.00583049,0.0904558,0.173748,0.260902,0.345539,0.429787,0.515206,0.590352,0.681105,0.771312,0.847389,0.940554,1.0355,1.13054,1.22566,1.31594,1.40256,1.47284,1.52622,1.56683,1.59452,1.61433,32
